Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds,penalty,Final
PF/C,Taj Gibson,5400,Chi@Atl 08:00PM ET,25.536,Chi,0,0,23.679,19.198,25.625,11.500,32.400,9.250,0.188,204.500,4.000,-13.635,9.250
SF/PF,Aaron Gordon,5400,Mil@Orl 07:00PM ET,22.614,Orl,1,0,26.500,15.354,28.875,23.500,32.400,35.500,0.167,211.000,3.500,-0.903,35.500
PF/C,Dirk Nowitzki,5400,Uta@Dal 08:30PM ET,25.559,Dal,1,0,21.929,18.500,27.250,1.500,32.400,15.500,0.207,188.000,5.500,-44.722,15.500
PG/SG,Darren Collison,5300,Sac@Mem 08:00PM ET,23.402,Sac,0,0,17.679,16.833,24.812,5.000,31.800,13.750,0.113,199.500,8.500,-30.054,13.750
SG/SF,Evan Fournier,5300,Mil@Orl 07:00PM ET,27.068,Orl,1,0,28.964,20.125,22.938,22.500,31.800,19.250,0.333,211.000,3.500,-0.903,0.000
PG,Deron Williams,5300,Uta@Dal 08:30PM ET,28.559,Dal,1,0,28.607,20.700,31.312,6.000,31.800,32.000,0.365,188.000,5.500,-30.822,32.000
PF,Ersan Ilyasova,5300,Por@Phi 07:00PM ET,26.700,Phi,1,0,28.821,19.500,30.625,30.000,31.800,40.500,0.309,209.500,2.000,-1.963,40.500
PF,Trevor Booker,5300,Bkn@NO 08:00PM ET,28.316,Bkn,0,0,22.321,20.421,27.250,25.000,31.800,23.000,0.351,221.500,9.500,4.517,0.000
PF/C,Derrick Favors,5200,Uta@Dal 08:30PM ET,20.938,Uta,0,0,19.500,13.333,20.562,7.500,31.200,11.000,0.143,188.000,-5.500,-26.845,11.000
PG,T.J. McConnell,5200,Por@Phi 07:00PM ET,18.885,Phi,1,0,24.929,12.716,23.062,13.000,31.200,19.500,0.084,209.500,2.000,-1.963,19.500
SF,Robert Covington,5200,Por@Phi 07:00PM ET,24.777,Phi,1,0,29.393,17.500,25.000,21.000,31.200,35.000,0.271,209.500,2.000,-1.963,35.000
C,Mason Plumlee,5200,Por@Phi 07:00PM ET,30.267,Por,0,0,31.214,23.250,30.688,27.000,31.200,39.750,0.471,209.500,-2.000,-1.963,39.750
SF,Michael Kidd-Gilchrist,5100,Tor@Cha 07:00PM ET,23.530,Cha,1,0,26.464,17.193,28.562,12.000,30.600,27.250,0.205,215.500,1.000,2.277,27.250
C,Cody Zeller,5000,Tor@Cha 07:00PM ET,24.071,Cha,1,0,21.429,19.060,25.062,8.500,30.000,15.750,0.201,215.500,1.000,-4.943,15.750
C,Greg Monroe,5000,Mil@Orl 07:00PM ET,25.556,Mil,0,0,22.893,16.512,16.625,22.500,30.000,16.750,0.335,211.000,-3.500,-0.903,16.750
PF,Al-Farouq Aminu,5000,Por@Phi 07:00PM ET,21.722,Por,0,0,25.393,15.929,22.500,6.000,30.000,23.250,0.193,209.500,-2.000,-13.630,23.250
PG,Jeremy Lin,5000,Bkn@NO 08:00PM ET,30.146,Bkn,0,0,27.929,25.472,29.125,27.000,30.000,26.500,0.506,221.500,9.500,4.517,0.000
SF,DeMarre Carroll,4900,Tor@Cha 07:00PM ET,19.709,Tor,0,0,12.750,12.905,16.375,24.000,29.400,7.250,0.142,215.500,-1.000,-6.943,7.250
PF/C,Montrezl Harrell,4900,GS@Hou 08:00PM ET,18.986,Hou,1,0,26.214,10.224,25.250,15.750,29.400,16.750,0.172,240.500,5.000,17.942,16.750
SG,Tim Hardaway Jr.,4800,Chi@Atl 08:00PM ET,18.881,Atl,1,0,17.464,11.214,19.688,13.000,28.800,22.750,0.159,204.500,-4.000,-5.496,22.750
PF,Ryan Anderson,4800,GS@Hou 08:00PM ET,24.349,Hou,1,0,17.714,16.670,18.062,9.000,28.800,1.250,0.312,240.500,5.000,7.832,1.250
PF,Marvin Williams,4700,Tor@Cha 07:00PM ET,22.014,Cha,1,0,23.607,16.111,23.688,22.000,28.200,26.000,0.206,215.500,1.000,2.277,26.000
PF,Nikola Mirotic,4600,Chi@Atl 08:00PM ET,21.216,Chi,0,0,20.857,13.395,16.438,19.000,27.600,12.500,0.255,204.500,4.000,-5.496,12.500
SG/SF,Wesley Matthews,4600,Uta@Dal 08:30PM ET,26.110,Dal,1,0,23.643,19.440,27.875,1.000,27.600,29.000,0.427,188.000,5.500,-39.155,29.000
SG,Lou Williams,4600,Ind@LAL 10:30PM ET,27.598,LAL,1,0,28.500,19.196,35.188,26.000,27.600,41.000,0.510,220.500,3.500,5.810,41.000
SG/SF,Kent Bazemore,4500,Chi@Atl 08:00PM ET,21.694,Atl,1,0,20.821,13.200,23.188,12.500,27.000,9.500,0.281,204.500,-4.000,-15.096,9.500
SG,Jeremy Lamb,4500,Tor@Cha 07:00PM ET,18.536,Cha,1,0,15.429,8.188,19.812,2.000,27.000,25.750,0.222,215.500,1.000,-12.723,0.000
SG,Tony Allen,4500,Sac@Mem 08:00PM ET,22.453,Mem,1,0,22.571,15.825,26.062,21.000,27.000,26.500,0.308,199.500,-8.500,-9.029,26.500
PF,JaMychal Green,4500,Sac@Mem 08:00PM ET,23.093,Mem,1,0,22.714,16.087,22.438,24.000,27.000,16.750,0.319,199.500,-8.500,-9.029,16.750
SG,Jodie Meeks,4500,Mil@Orl 07:00PM ET,16.792,Orl,1,0,15.286,9.188,19.250,16.000,27.000,13.000,0.147,211.000,3.500,-0.903,0.000
C,Nerlens Noel,4500,Por@Phi 07:00PM ET,15.982,Phi,1,0,15.036,10.062,17.000,28.000,27.000,22.250,0.114,209.500,2.000,-1.963,22.250
SG,Bojan Bogdanovic,4500,Bkn@NO 08:00PM ET,21.598,Bkn,0,0,17.643,15.719,24.438,18.000,27.000,37.500,0.287,221.500,9.500,4.517,37.500
PG,Michael Carter-Williams,4400,Chi@Atl 08:00PM ET,19.359,Chi,0,0,19.500,13.861,21.750,24.000,26.400,13.250,0.153,204.500,4.000,-5.496,13.250
SF,Doug McDermott,4400,Chi@Atl 08:00PM ET,17.400,Chi,0,0,17.857,10.375,22.375,22.000,26.400,8.250,0.162,204.500,4.000,-5.496,8.250
C,Robin Lopez,4400,Chi@Atl 08:00PM ET,22.698,Chi,0,0,19.750,16.524,27.125,4.000,26.400,24.500,0.307,204.500,4.000,-9005.496,24.500
SG/SF,Joe Ingles,4400,Uta@Dal 08:30PM ET,15.221,Uta,0,0,21.321,7.635,18.938,6.250,26.400,27.750,0.141,188.000,-5.500,-9017.155,27.750
SG,Rodney Hood,4400,Uta@Dal 08:30PM ET,23.493,Uta,0,0,13.429,15.625,28.000,7.500,26.400,23.500,0.384,188.000,-5.500,-9017.155,0.000
SF/PF,Anthony Tolliver,4300,Sac@Mem 08:00PM ET,14.216,Sac,0,0,16.643,7.062,17.188,5.750,25.800,14.000,0.110,199.500,8.500,-9013.029,14.000
SF/PF,Dario Saric,4300,Por@Phi 07:00PM ET,20.944,Phi,1,0,18.500,13.238,23.375,25.500,25.800,16.500,0.295,209.500,2.000,-1.963,16.500
C,Jahlil Okafor,4300,Por@Phi 07:00PM ET,21.050,Phi,1,0,24.643,13.019,21.188,28.000,25.800,15.500,0.292,209.500,2.000,-1.963,0.000
PG/SG,Garrett Temple,4200,Sac@Mem 08:00PM ET,17.439,Sac,0,0,26.000,12.478,20.188,5.000,25.200,29.250,0.163,199.500,8.500,-9013.029,29.250
PG,Sergio Rodriguez,4200,Por@Phi 07:00PM ET,22.708,Phi,1,0,16.250,14.105,16.500,13.000,25.200,10.250,0.390,209.500,2.000,-9012.088,10.250
SF,Luol Deng,4200,Ind@LAL 10:30PM ET,20.512,LAL,1,0,18.893,13.460,15.812,12.000,25.200,14.250,0.314,220.500,3.500,-8994.190,0.000
SF,Brandon Ingram,4200,Ind@LAL 10:30PM ET,17.859,LAL,1,0,25.000,13.371,28.438,12.000,25.200,32.750,0.176,220.500,3.500,-8994.190,32.750
SF/PF,Matt Barnes,4100,Sac@Mem 08:00PM ET,19.197,Sac,0,0,18.786,12.310,16.750,5.750,24.600,12.750,0.270,199.500,8.500,-9013.029,12.750
SF/PF,Michael Beasley,4100,Mil@Orl 07:00PM ET,16.929,Mil,0,0,22.429,9.434,18.062,16.500,24.600,4.500,0.212,211.000,-3.500,-10.833,4.500
PG,Shelvin Mack,4100,Uta@Dal 08:30PM ET,16.195,Uta,0,0,15.000,8.961,4.875,1.000,24.600,4.000,0.158,188.000,-5.500,-9025.433,0.000
SG/SF,Evan Turner,4100,Por@Phi 07:00PM ET,21.238,Por,0,0,20.429,15.652,20.562,20.500,24.600,16.250,0.313,209.500,-2.000,-1.963,16.250
SG,Sean Kilpatrick,4100,Bkn@NO 08:00PM ET,24.543,Bkn,0,0,20.964,15.830,16.938,18.000,24.600,12.750,0.498,221.500,9.500,-8.994,0.000
PG/SG,Jordan Clarkson,4100,Ind@LAL 10:30PM ET,23.120,LAL,1,0,21.679,16.228,27.312,21.250,24.600,29.750,0.438,220.500,3.500,5.810,29.750
PF/C,Lucas Nogueira,4000,Tor@Cha 07:00PM ET,17.096,Tor,0,0,13.500,10.829,18.625,18.000,24.000,6.000,0.210,215.500,-1.000,-6.218,0.000
PG,Ty Lawson,4000,Sac@Mem 08:00PM ET,19.923,Sac,0,0,21.429,12.139,19.250,7.000,24.000,27.000,0.328,199.500,8.500,-9013.029,27.000
C,Clint Capela,4000,GS@Hou 08:00PM ET,25.767,Hou,1,0,26.536,18.950,20.000,22.500,24.000,43.000,0.607,240.500,5.000,15.942,43.000
SF,Maurice Harkless,4000,Por@Phi 07:00PM ET,23.179,Por,0,0,19.357,14.861,15.312,24.000,24.000,12.000,0.447,209.500,-2.000,-10.039,12.000
SF,Rondae Hollis-Jefferson,4000,Bkn@NO 08:00PM ET,19.514,Bkn,0,0,20.143,13.560,24.438,16.500,24.000,24.250,0.309,221.500,9.500,2.517,24.250
PG,Rajon Rondo,3900,Chi@Atl 08:00PM ET,27.037,Chi,0,0,19.429,18.125,15.188,24.000,23.400,14.750,0.607,204.500,4.000,-17.563,14.750
SG,Seth Curry,3900,Uta@Dal 08:30PM ET,19.974,Dal,1,0,18.929,14.062,21.875,1.000,23.400,21.250,0.340,188.000,5.500,-9021.155,21.250
SG,Nick Young,3900,Ind@LAL 10:30PM ET,20.974,LAL,1,0,19.214,13.194,22.625,26.000,23.400,24.250,0.398,220.500,3.500,5.810,24.250
PG,Cory Joseph,3800,Tor@Cha 07:00PM ET,18.683,Tor,0,0,21.607,12.708,20.125,19.000,22.800,6.500,0.296,215.500,-1.000,-5.907,6.500
SG/SF,Terrence Ross,3800,Tor@Cha 07:00PM ET,18.110,Tor,0,0,20.893,12.920,20.000,22.500,22.800,16.000,0.277,215.500,-1.000,2.277,16.000
SG/SF,Marco Belinelli,3700,Tor@Cha 07:00PM ET,18.581,Cha,1,0,15.643,12.762,16.688,7.000,22.200,14.250,0.318,215.500,1.000,-8997.723,14.250
PF,Frank Kaminsky,3700,Tor@Cha 07:00PM ET,20.656,Cha,1,0,25.000,14.978,19.500,22.000,22.200,36.000,0.446,215.500,1.000,2.277,36.000
PG,Andrew Harrison,3700,Sac@Mem 08:00PM ET,17.140,Mem,1,0,11.964,10.630,7.250,21.500,22.200,12.250,0.289,199.500,-8.500,-9.029,12.250
SG/SF,Allen Crabbe,3700,Por@Phi 07:00PM ET,18.193,Por,0,0,16.393,12.300,11.938,20.500,22.200,8.250,0.295,209.500,-2.000,-9.787,8.250
PF,Richaun Holmes,3700,Por@Phi 07:00PM ET,16.393,Phi,1,0,14.143,7.667,16.438,30.000,22.200,10.750,0.251,209.500,2.000,-1.963,0.000
SG/SF,Thabo Sefolosha,3600,Chi@Atl 08:00PM ET,19.712,Atl,1,0,16.857,12.632,15.062,12.500,21.600,22.500,0.415,204.500,-4.000,-9005.496,22.500
PG,J.J. Barea,3600,Uta@Dal 08:30PM ET,24.162,Dal,1,0,27.625,18.275,21.500,6.000,21.600,24.250,0.614,188.000,5.500,-9021.155,24.250
PG,Spencer Dinwiddie,3600,Bkn@NO 08:00PM ET,13.694,Bkn,0,0,18.214,6.556,16.625,27.000,21.600,18.000,0.182,221.500,9.500,2.517,18.000
PF/C,Spencer Hawes,3500,Tor@Cha 07:00PM ET,16.552,Cha,1,0,11.321,9.235,20.062,15.250,21.000,7.750,0.313,215.500,1.000,2.277,7.750
SF,Omri Casspi,3500,Sac@Mem 08:00PM ET,13.614,Sac,0,0,16.964,7.100,9.062,7.000,21.000,4.750,0.155,199.500,8.500,-9020.132,0.000
C,John Henson,3500,Mil@Orl 07:00PM ET,18.019,Mil,0,0,12.321,11.607,18.125,22.500,21.000,18.250,0.367,211.000,-3.500,-0.903,18.250
SF/PF,Sam Dekker,3500,GS@Hou 08:00PM ET,15.250,Hou,1,0,15.571,10.615,19.875,9.250,21.000,31.250,0.224,240.500,5.000,-8984.058,31.250
SF,Andre Iguodala,3500,GS@Hou 08:00PM ET,17.817,GS,0,0,19.393,12.550,21.125,24.000,21.000,21.750,0.306,240.500,-5.000,19.942,21.750
C,Zaza Pachulia,3500,GS@Hou 08:00PM ET,18.007,GS,0,0,21.571,12.512,21.938,20.500,21.000,27.750,0.365,240.500,-5.000,19.942,27.750
SG,Nik Stauskas,3500,Por@Phi 07:00PM ET,16.592,Phi,1,0,13.643,10.963,10.625,9.000,21.000,11.000,0.258,209.500,2.000,-9001.963,11.000
SF/PF,Larry Nance Jr.,3500,Ind@LAL 10:30PM ET,19.214,LAL,1,0,21.929,12.214,21.000,20.500,21.000,21.500,0.414,220.500,3.500,5.810,0.000
PG,Jerian Grant,3400,Chi@Atl 08:00PM ET,10.932,Chi,0,0,14.393,4.667,15.312,24.000,20.400,14.000,0.147,204.500,4.000,-5.496,14.000
PG,Ramon Sessions,3400,Tor@Cha 07:00PM ET,13.274,Cha,1,0,12.857,9.641,13.938,9.000,20.400,14.750,0.087,215.500,1.000,-8997.723,14.750
SG/SF,Vince Carter,3400,Sac@Mem 08:00PM ET,17.649,Mem,1,0,17.500,12.762,17.812,15.250,20.400,24.000,0.358,199.500,-8.500,-9.029,24.000
C,Bismack Biyombo,3400,Mil@Orl 07:00PM ET,19.808,Orl,1,0,21.750,13.823,22.188,13.000,20.400,40.250,0.494,211.000,3.500,-9000.903,40.250
PG,Shaun Livingston,3400,GS@Hou 08:00PM ET,11.226,GS,0,0,11.321,8.205,12.812,10.000,20.400,10.250,0.014,240.500,-5.000,-8980.058,10.250
SG/SF,Joe Johnson,3400,Uta@Dal 08:30PM ET,15.518,Uta,0,0,17.179,8.225,14.812,6.250,20.400,24.750,0.296,188.000,-5.500,-9017.155,24.750
PG,Tim Frazier,3400,Bkn@NO 08:00PM ET,25.050,NO,1,0,14.000,14.607,3.812,30.000,20.400,11.000,0.611,221.500,-9.500,6.517,11.000
SG,Buddy Hield,3400,Bkn@NO 08:00PM ET,15.756,NO,1,0,21.036,8.137,14.312,30.000,20.400,16.750,0.297,221.500,-9.500,6.517,16.750
PF/C,Justin Hamilton,3400,Bkn@NO 08:00PM ET,16.806,Bkn,0,0,19.607,10.472,18.062,21.750,20.400,12.250,0.321,221.500,9.500,2.517,12.250
PF/C,Kris Humphries,3300,Chi@Atl 08:00PM ET,10.735,Atl,1,0,9.964,5.083,19.938,12.500,19.800,25.750,0.173,204.500,-4.000,-9005.496,25.750
PF,Patrick Patterson,3300,Tor@Cha 07:00PM ET,19.197,Tor,0,0,15.786,13.219,10.125,10.000,19.800,5.500,0.467,215.500,-1.000,-9005.050,0.000
PG/SG,Matthew Dellavedova,3300,Mil@Orl 07:00PM ET,19.556,Mil,0,0,14.250,13.079,9.438,16.750,19.800,1.250,0.465,211.000,-3.500,-8.647,1.250
PG,D.J. Augustin,3300,Mil@Orl 07:00PM ET,16.267,Orl,1,0,17.786,11.490,16.438,3.000,19.800,24.500,0.296,211.000,3.500,-9000.903,24.500
SF,Tony Snell,3300,Mil@Orl 07:00PM ET,16.581,Mil,0,0,12.036,10.955,13.188,19.000,19.800,6.750,0.309,211.000,-3.500,-7.817,6.750
C,Andrew Bogut,3300,Uta@Dal 08:30PM ET,19.614,Dal,1,0,16.357,14.604,12.188,2.000,19.800,11.000,0.489,188.000,5.500,-9027.722,0.000
PG,Isaiah Whitehead,3300,Bkn@NO 08:00PM ET,15.788,Bkn,0,0,15.857,11.250,13.438,27.000,19.800,18.750,0.267,221.500,9.500,2.517,18.750
SG/SF,Caris LeVert,3300,Bkn@NO 08:00PM ET,13.738,Bkn,0,0,16.821,8.596,21.188,17.250,19.800,36.250,0.296,221.500,9.500,2.517,36.250
SG,Monta Ellis,3300,Ind@LAL 10:30PM ET,19.455,Ind,0,0,12.857,11.958,14.812,21.000,19.800,13.500,0.479,220.500,-3.500,5.810,13.500
C,Ivica Zubac,3300,Ind@LAL 10:30PM ET,9.386,LAL,1,0,14.562,1.857,15.062,17.000,19.800,5.250,0.177,220.500,3.500,5.810,5.250
SF,Chandler Parsons,3200,Sac@Mem 08:00PM ET,11.944,Mem,1,0,12.042,7.143,13.562,9.500,19.200,10.000,0.076,199.500,-8.500,-9009.029,0.000
SG,E'Twaun Moore,3200,Bkn@NO 08:00PM ET,18.288,NO,1,0,16.250,13.167,17.812,30.000,19.200,8.250,0.421,221.500,-9.500,0.531,8.250
SF,Solomon Hill,3200,Bkn@NO 08:00PM ET,15.707,NO,1,0,13.679,10.820,15.188,30.000,19.200,11.500,0.309,221.500,-9.500,6.517,11.500
SF,C.J. Miles,3200,Ind@LAL 10:30PM ET,18.414,Ind,0,0,16.786,11.375,15.125,28.000,19.200,10.250,0.452,220.500,-3.500,5.810,10.250
PG,Malcolm Delaney,3100,Chi@Atl 08:00PM ET,13.131,Atl,1,0,15.607,7.361,16.750,11.000,18.600,15.500,0.205,204.500,-4.000,-9005.496,15.500
SG/SF,Norman Powell,3100,Tor@Cha 07:00PM ET,11.125,Tor,0,0,8.571,5.250,12.625,22.500,18.600,8.500,0.223,215.500,-1.000,2.277,8.500
SF,James Ennis III,3100,Sac@Mem 08:00PM ET,17.367,Mem,1,0,12.643,11.233,17.812,9.500,18.600,25.000,0.449,199.500,-8.500,-9009.029,25.000
SF/PF,Jeff Green,3100,Mil@Orl 07:00PM ET,15.907,Orl,1,0,13.107,10.448,22.688,23.500,18.600,36.250,0.390,211.000,3.500,-0.903,36.250
SG,Alec Burks,3100,Uta@Dal 08:30PM ET,4.464,Uta,0,0,3.375,0.375,7.750,7.500,18.600,10.000,0.049,188.000,-5.500,-9017.155,10.000
PF/C,Dwight Powell,3100,Uta@Dal 08:30PM ET,17.440,Dal,1,0,15.500,11.739,10.688,1.500,18.600,17.750,0.439,188.000,5.500,-9021.155,17.750
C,Donatas Motiejunas,3100,Bkn@NO 08:00PM ET,11.625,NO,1,0,7.375,4.667,6.375,30.000,18.600,11.500,0.184,221.500,-9.500,6.517,11.500
C,Al Jefferson,3100,Ind@LAL 10:30PM ET,15.909,Ind,0,0,19.429,11.269,19.750,29.000,18.600,33.000,0.383,220.500,-3.500,5.810,33.000
PG,Isaiah Canaan,3000,Chi@Atl 08:00PM ET,10.768,Chi,0,0,12.393,5.703,3.312,24.000,18.000,0.750,0.174,204.500,4.000,-13.089,0.000
