Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds,penalty,Final
PF,Ersan Ilyasova,5800,NO@Phi 07:00PM ET,25.565,Phi,1,0,26.321,18.609,26.688,26.500,34.800,21.000,0.183,206.000,3.500,11.396,21.000
PF,Trevor Booker,5800,Bkn@Tor 07:30PM ET,29.270,Bkn,0,0,22.036,19.688,22.625,22.000,34.800,20.750,0.278,224.000,15.500,23.499,20.750
C,Jonas Valanciunas,5800,Bkn@Tor 07:30PM ET,27.840,Tor,1,0,24.143,20.750,31.938,29.000,34.800,31.000,0.231,224.000,-15.500,25.499,31.000
C,Mason Plumlee,5700,Por@Sac 10:30PM ET,29.043,Por,0,0,34.286,22.882,36.188,8.000,34.200,57.750,0.346,217.500,-1.000,20.406,57.750
SF,Robert Covington,5700,NO@Phi 07:00PM ET,23.573,Phi,1,0,25.000,15.438,31.188,22.000,34.200,28.500,0.167,206.000,3.500,11.396,28.500
PG,Jeremy Lin,5700,Bkn@Tor 07:30PM ET,30.656,Bkn,0,0,29.083,25.964,26.500,11.000,34.200,24.500,0.318,224.000,15.500,23.499,24.500
SF,Danilo Gallinari,5700,Den@LAC 10:30PM ET,27.510,Den,0,0,26.250,22.250,29.500,17.500,34.200,27.750,0.158,218.000,8.000,18.798,27.750
SG,Dion Waiters,5600,Orl@Mia 07:30PM ET,27.078,Mia,1,0,27.929,15.679,31.750,22.000,33.600,44.750,0.292,199.000,-3.500,5.912,0.000
PG,Tim Frazier,5600,NO@Phi 07:00PM ET,29.089,NO,0,0,29.536,19.391,27.688,9.000,33.600,24.500,0.362,206.000,-3.500,11.396,24.500
SG/SF,Will Barton,5600,Den@LAC 10:30PM ET,25.672,Den,0,0,29.786,17.156,28.375,12.000,33.600,35.750,0.241,218.000,8.000,18.798,35.750
SF,Jae Crowder,5500,Bos@Mem 08:00PM ET,26.974,Bos,0,0,28.214,20.389,27.750,6.000,33.000,24.250,0.197,194.500,-2.000,-9.281,24.250
PG,Elfrid Payton,5500,Orl@Mia 07:30PM ET,27.052,Orl,0,0,30.786,19.833,27.500,6.000,33.000,37.000,0.318,199.000,3.500,-5.755,37.000
PG/SG,Brandon Jennings,5500,Ind@NY 07:30PM ET,21.148,NY,1,0,18.214,15.233,21.500,21.750,33.000,18.250,0.076,210.500,-4.500,14.922,18.250
C,Jahlil Okafor,5500,NO@Phi 07:00PM ET,21.620,Phi,1,0,27.107,13.278,25.062,21.000,33.000,24.750,0.088,206.000,3.500,11.396,24.750
SG,Rodney Hood,5400,Uta@GS 10:30PM ET,26.302,Uta,0,0,22.250,17.682,18.875,12.500,32.400,4.000,0.217,210.500,12.500,4.082,4.000
PG,Patrick Beverley,5400,SA@Hou 08:00PM ET,26.838,Hou,1,0,30.893,19.781,29.562,3.000,32.400,21.000,0.229,1.000,-1.000,-162.550,21.000
PG,D'Angelo Russell,5300,LAL@Cha 07:00PM ET,28.588,LAL,0,0,26.036,23.000,26.688,18.000,31.800,32.250,0.388,212.500,8.500,14.489,32.250
PF/C,Zach Randolph,5300,Bos@Mem 08:00PM ET,26.705,Mem,1,0,25.357,21.575,24.875,22.000,31.800,20.250,0.209,194.500,2.000,2.386,20.250
SG,Eric Gordon,5300,SA@Hou 08:00PM ET,28.321,Hou,1,0,30.143,22.406,32.375,17.000,31.800,23.250,0.333,1.000,-1.000,-149.217,23.250
PG,Emmanuel Mudiay,5300,Den@LAC 10:30PM ET,25.648,Den,0,0,16.429,13.519,25.375,2.000,31.800,8.750,0.294,218.000,8.000,-8.712,8.750
PF,JaMychal Green,5200,Bos@Mem 08:00PM ET,23.526,Mem,1,0,27.500,15.875,22.875,24.000,31.200,27.000,0.197,194.500,2.000,2.386,27.000
PG,Tyler Johnson,5200,Orl@Mia 07:30PM ET,26.769,Mia,1,0,27.857,20.929,31.062,13.500,31.200,50.250,0.340,199.000,-3.500,5.912,50.250
SG/SF,Tyreke Evans,5200,NO@Phi 07:00PM ET,14.625,NO,0,0,16.000,13.250,14.625,19.000,31.200,16.000,0.081,206.000,-3.500,11.396,0.000
SF,Trevor Ariza,5100,SA@Hou 08:00PM ET,27.580,Hou,1,0,29.964,21.500,31.688,2.000,30.600,36.000,0.362,1.000,-1.000,-164.217,36.000
PG,Sergio Rodriguez,5100,NO@Phi 07:00PM ET,24.096,Phi,1,0,25.857,16.554,20.375,27.500,30.600,19.000,0.239,206.000,3.500,11.396,19.000
PF,Ryan Anderson,5000,SA@Hou 08:00PM ET,24.027,Hou,1,0,20.643,16.797,27.312,2.000,30.000,17.500,0.251,1.000,-1.000,-164.217,17.500
SF,Justise Winslow,5000,Orl@Mia 07:30PM ET,24.667,Mia,1,0,23.964,18.375,19.812,21.000,30.000,21.750,0.246,199.000,-3.500,5.912,21.750
SG,Sean Kilpatrick,5000,Bkn@Tor 07:30PM ET,26.923,Bkn,0,0,20.143,17.967,23.312,2.000,30.000,14.250,0.383,224.000,15.500,-3.362,14.250
SG,Gary Harris,5000,Den@LAC 10:30PM ET,24.781,Den,0,0,16.250,11.583,27.250,6.500,30.000,9.000,0.257,218.000,8.000,-3.438,9.000
C,Tristan Thompson,4900,Cle@Mil 08:00PM ET,23.840,Cle,0,0,27.714,17.339,20.875,14.000,29.400,29.500,0.280,212.500,-3.500,16.489,29.500
PF,Marvin Williams,4900,LAL@Cha 07:00PM ET,21.466,Cha,1,0,20.857,14.659,23.062,26.500,29.400,24.750,0.170,212.500,-8.500,16.489,24.750
C,Cody Zeller,4900,LAL@Cha 07:00PM ET,23.490,Cha,1,0,24.143,18.173,26.875,30.000,29.400,23.750,0.205,212.500,-8.500,16.489,23.750
SG,Tony Allen,4900,Bos@Mem 08:00PM ET,22.534,Mem,1,0,28.536,15.812,29.188,14.000,29.400,24.000,0.221,194.500,2.000,2.386,24.000
C,Clint Capela,4900,SA@Hou 08:00PM ET,26.804,Hou,1,0,26.679,20.607,20.062,3.000,29.400,14.500,0.362,1.000,-1.000,-169.895,0.000
PG,Darren Collison,4900,Por@Sac 10:30PM ET,24.303,Sac,1,0,25.000,19.417,18.062,13.500,29.400,16.500,0.168,217.500,1.000,14.835,16.500
SF,Maurice Harkless,4900,Por@Sac 10:30PM ET,24.116,Por,0,0,22.536,14.750,26.812,12.000,29.400,29.000,0.276,217.500,-1.000,20.406,29.000
SF/PF,Aaron Gordon,4900,Orl@Mia 07:30PM ET,20.974,Orl,0,0,19.286,15.338,24.875,8.750,29.400,19.250,0.161,199.000,3.500,5.912,19.250
PF,Thaddeus Young,4900,Ind@NY 07:30PM ET,24.534,Ind,0,0,20.179,18.833,27.625,20.500,29.400,36.250,0.317,210.500,4.500,14.922,36.250
PF,Kenneth Faried,4900,Den@LAC 10:30PM ET,24.111,Den,0,0,18.964,14.135,26.375,6.000,29.400,33.750,0.340,218.000,8.000,7.131,33.750
PG,Shelvin Mack,4800,Uta@GS 10:30PM ET,17.268,Uta,0,0,15.071,9.667,20.875,16.500,28.800,8.250,0.067,210.500,12.500,5.256,8.250
PG/SG,Jordan Clarkson,4800,LAL@Cha 07:00PM ET,23.833,LAL,0,0,22.964,17.717,26.938,19.000,28.800,43.250,0.297,212.500,8.500,14.489,43.250
C,Bismack Biyombo,4800,Orl@Mia 07:30PM ET,21.286,Orl,0,0,23.929,15.547,25.000,17.000,28.800,20.250,0.173,199.000,3.500,5.912,20.250
PF/C,Kyle O'Quinn,4800,Ind@NY 07:30PM ET,17.250,NY,1,0,22.000,9.304,20.688,22.000,28.800,20.500,0.159,210.500,-4.500,14.922,20.500
SF,Luol Deng,4700,LAL@Cha 07:00PM ET,19.508,LAL,0,0,26.429,13.684,27.438,23.000,28.200,27.250,0.175,212.500,8.500,14.489,27.250
PG/SG,Garrett Temple,4700,Por@Sac 10:30PM ET,16.620,Sac,1,0,16.714,10.750,27.812,11.750,28.200,18.500,0.090,217.500,1.000,20.406,18.500
SG/SF,Josh Richardson,4700,Orl@Mia 07:30PM ET,19.889,Mia,1,0,20.071,11.357,17.562,21.500,28.200,23.000,0.166,199.000,-3.500,5.912,23.000
SF,Bojan Bogdanovic,4700,Bkn@Tor 07:30PM ET,22.673,Bkn,0,0,20.536,16.883,22.562,8.500,28.200,8.500,0.220,224.000,15.500,15.822,8.500
SG/SF,Marcus Smart,4600,Bos@Mem 08:00PM ET,24.083,Bos,0,0,22.393,18.423,19.562,6.250,27.600,9.500,0.296,194.500,-2.000,-16.666,9.500
SG/SF,Evan Turner,4600,Por@Sac 10:30PM ET,20.629,Por,0,0,20.607,14.281,22.312,17.750,27.600,9.250,0.196,217.500,-1.000,12.365,0.000
SF/PF,Omri Casspi,4600,Por@Sac 10:30PM ET,14.859,Sac,1,0,16.750,7.167,21.812,24.250,27.600,17.250,0.054,217.500,1.000,20.406,0.000
C,Greg Monroe,4500,Cle@Mil 08:00PM ET,24.385,Mil,1,0,27.036,16.286,21.062,7.000,27.000,12.000,0.387,212.500,3.500,-5.751,12.000
SG,Nick Young,4400,LAL@Cha 07:00PM ET,21.413,LAL,0,0,20.786,13.625,29.938,20.000,26.400,28.500,0.305,212.500,8.500,12.489,28.500
SF,Michael Kidd-Gilchrist,4400,LAL@Cha 07:00PM ET,22.167,Cha,1,0,20.571,16.344,15.625,28.000,26.400,21.250,0.316,212.500,-8.500,16.489,21.250
PG,Patty Mills,4400,SA@Hou 08:00PM ET,21.194,SA,0,0,22.643,15.400,18.500,13.500,26.400,19.000,0.232,1.000,1.000,-151.217,19.000
PF,Terrence Jones,4400,NO@Phi 07:00PM ET,22.920,NO,0,0,21.429,14.967,28.312,5.000,26.400,34.500,0.388,206.000,-3.500,-8988.604,34.500
PG,Austin Rivers,4400,Den@LAC 10:30PM ET,16.222,LAC,1,0,14.393,9.161,22.688,29.000,26.400,22.500,0.133,218.000,-8.000,20.798,22.500
PF,Derrick Favors,4300,Uta@GS 10:30PM ET,20.982,Uta,0,0,24.929,14.250,12.438,10.000,25.800,14.250,0.344,210.500,12.500,-8989.078,0.000
SG,J.J. Redick,4300,Den@LAC 10:30PM ET,20.769,LAC,1,0,21.893,14.269,23.625,29.000,25.800,39.250,0.307,218.000,-8.000,20.798,39.250
C,John Henson,4200,Cle@Mil 08:00PM ET,19.880,Mil,1,0,25.893,12.792,22.625,7.000,25.200,30.500,0.309,212.500,3.500,-8983.511,30.500
PG,Ramon Sessions,4200,LAL@Cha 07:00PM ET,13.732,Cha,1,0,12.643,9.719,15.562,27.500,25.200,8.000,0.024,212.500,-8.500,11.004,8.000
SF,Brandon Ingram,4200,LAL@Cha 07:00PM ET,17.267,LAL,0,0,17.964,12.118,16.500,23.000,25.200,13.500,0.135,212.500,8.500,12.489,13.500
PG,Tony Parker,4200,SA@Hou 08:00PM ET,19.566,SA,0,0,17.036,14.750,20.938,13.500,25.200,14.500,0.186,1.000,1.000,-151.217,14.500
SF/PF,Matt Barnes,4200,Por@Sac 10:30PM ET,19.050,Sac,1,0,19.786,11.768,16.812,24.250,25.200,12.500,0.257,217.500,1.000,20.406,12.500
PF,James Johnson,4200,Orl@Mia 07:30PM ET,21.750,Mia,1,0,21.571,14.312,24.125,11.500,25.200,31.500,0.373,199.000,-3.500,-8994.088,31.500
SF,C.J. Miles,4200,Ind@NY 07:30PM ET,19.467,Ind,0,0,18.250,13.208,17.062,15.000,25.200,23.750,0.256,210.500,4.500,14.922,23.750
SF/PF,DeMarre Carroll,4200,Bkn@Tor 07:30PM ET,19.182,Tor,1,0,20.179,14.096,15.562,30.000,25.200,25.250,0.240,224.000,-15.500,25.499,25.250
PF,Patrick Patterson,4200,Bkn@Tor 07:30PM ET,20.537,Tor,1,0,22.679,15.679,17.500,30.000,25.200,14.000,0.225,224.000,-15.500,19.383,0.000
PF/C,Marreese Speights,4200,Den@LAC 10:30PM ET,18.268,LAC,1,0,20.929,12.569,16.875,13.500,25.200,13.000,0.211,218.000,-8.000,20.798,13.000
SG,Marco Belinelli,4100,LAL@Cha 07:00PM ET,19.554,Cha,1,0,16.821,15.111,21.625,21.000,24.600,21.500,0.258,212.500,-8.500,16.489,21.500
SG,Courtney Lee,4100,Ind@NY 07:30PM ET,19.050,NY,1,0,22.964,13.104,18.562,27.000,24.600,15.500,0.203,210.500,-4.500,14.922,15.500
SG,Jamal Crawford,4100,Den@LAC 10:30PM ET,18.563,LAC,1,0,18.500,12.250,10.438,29.000,24.600,10.250,0.202,218.000,-8.000,13.322,10.250
SG,J.R. Smith,4000,Cle@Mil 08:00PM ET,17.775,Cle,0,0,13.429,11.300,19.688,16.000,24.000,8.250,0.196,212.500,-3.500,8.807,8.250
PF,Frank Kaminsky,4000,LAL@Cha 07:00PM ET,21.894,Cha,1,0,21.107,15.567,18.438,26.500,24.000,17.250,0.395,212.500,-8.500,16.489,17.250
C,Kosta Koufos,4000,Por@Sac 10:30PM ET,16.213,Sac,1,0,14.643,9.350,21.812,28.000,24.000,1.500,0.177,217.500,1.000,11.560,1.500
SG,Monta Ellis,4000,Ind@NY 07:30PM ET,21.781,Ind,0,0,18.857,13.688,12.312,23.500,24.000,17.500,0.414,210.500,4.500,14.922,0.000
SF/PF,Dario Saric,4000,NO@Phi 07:00PM ET,20.213,Phi,1,0,17.607,10.750,12.875,24.250,24.000,11.750,0.337,206.000,3.500,11.396,11.750
C,Nerlens Noel,4000,NO@Phi 07:00PM ET,10.125,Phi,1,0,9.000,7.750,9.333,21.000,24.000,7.750,0.043,206.000,3.500,10.019,7.750
SF/PF,Larry Nance Jr.,3900,LAL@Cha 07:00PM ET,19.056,LAL,0,0,17.143,12.214,21.000,18.000,23.400,21.500,0.305,212.500,8.500,12.489,21.500
SF,Wayne Ellington,3900,Orl@Mia 07:30PM ET,21.182,Mia,1,0,19.850,16.393,18.375,21.000,23.400,16.000,0.384,199.000,-3.500,5.912,0.000
C,Joakim Noah,3900,Ind@NY 07:30PM ET,20.413,NY,1,0,21.000,12.771,21.625,16.000,23.400,32.750,0.403,210.500,-4.500,14.922,32.750
PG,Cory Joseph,3900,Bkn@Tor 07:30PM ET,17.846,Tor,1,0,22.393,12.500,27.125,30.000,23.400,24.750,0.238,224.000,-15.500,25.499,24.750
SG/SF,Norman Powell,3900,Bkn@Tor 07:30PM ET,11.804,Tor,1,0,12.107,5.589,15.500,30.000,23.400,36.250,0.175,224.000,-15.500,25.499,36.250
PG/SG,Matthew Dellavedova,3800,Cle@Mil 08:00PM ET,20.900,Mil,1,0,21.321,15.768,17.750,24.000,22.800,20.250,0.392,212.500,3.500,16.489,20.250
C,JaVale McGee,3800,Uta@GS 10:30PM ET,10.417,GS,1,0,15.821,4.808,19.688,2.000,22.800,20.250,0.058,210.500,-12.500,-8985.078,20.250
SF,Chandler Parsons,3800,Bos@Mem 08:00PM ET,13.750,Mem,1,0,10.750,7.375,15.250,13.000,22.800,15.000,0.088,194.500,2.000,-8997.614,0.000
SG/SF,Allen Crabbe,3800,Por@Sac 10:30PM ET,17.138,Por,0,0,16.464,10.482,15.625,17.750,22.800,9.500,0.211,217.500,-1.000,13.109,9.500
PG,D.J. Augustin,3800,Orl@Mia 07:30PM ET,16.466,Orl,0,0,15.750,11.656,17.375,6.000,22.800,17.250,0.158,199.000,3.500,-8994.088,17.250
SF/PF,Jeff Green,3800,Orl@Mia 07:30PM ET,16.598,Orl,0,0,21.464,10.000,16.312,8.750,22.800,21.250,0.232,199.000,3.500,-8994.088,21.250
PG,Jerryd Bayless,3800,NO@Phi 07:00PM ET,21.333,Phi,1,0,21.333,15.750,21.333,27.500,22.800,18.500,0.439,206.000,3.500,11.396,0.000
SG,Buddy Hield,3800,NO@Phi 07:00PM ET,14.405,NO,0,0,18.036,7.196,20.812,18.500,22.800,12.750,0.160,206.000,-3.500,11.396,12.750
C,Justin Hamilton,3800,Bkn@Tor 07:30PM ET,15.738,Bkn,0,0,13.357,8.850,10.500,9.000,22.800,26.250,0.230,224.000,15.500,-8978.501,26.250
C,Lucas Nogueira,3800,Bkn@Tor 07:30PM ET,16.738,Tor,1,0,21.536,11.096,17.438,29.000,22.800,25.000,0.270,224.000,-15.500,25.499,25.000
SF/PF,Sam Dekker,3700,SA@Hou 08:00PM ET,15.393,Hou,1,0,19.107,10.641,20.125,2.000,22.200,23.250,0.171,1.000,-1.000,-9149.217,23.250
C,Guillermo Hernangomez,3700,Ind@NY 07:30PM ET,15.409,NY,1,0,14.071,6.458,22.188,16.000,22.200,0.000,0.230,210.500,-4.500,4.757,0.000
PG,T.J. McConnell,3700,NO@Phi 07:00PM ET,16.463,Phi,1,0,17.464,11.956,22.188,27.500,22.200,22.500,0.242,206.000,3.500,11.396,22.500
SG/SF,Terrence Ross,3700,Bkn@Tor 07:30PM ET,17.394,Tor,1,0,19.321,11.300,15.812,30.000,22.200,14.500,0.274,224.000,-15.500,25.499,14.500
PF,Channing Frye,3600,Cle@Mil 08:00PM ET,16.917,Cle,0,0,15.143,11.275,13.438,18.500,21.600,23.250,0.293,212.500,-3.500,16.489,23.250
PF,Mirza Teletovic,3600,Cle@Mil 08:00PM ET,14.420,Mil,1,0,13.786,8.583,18.750,14.500,21.600,15.250,0.195,212.500,3.500,16.489,15.250
SG/SF,Joe Johnson,3600,Uta@GS 10:30PM ET,17.250,Uta,0,0,13.214,8.977,13.438,11.500,21.600,16.500,0.306,210.500,12.500,-8989.078,16.500
PG,Andrew Harrison,3600,Bos@Mem 08:00PM ET,18.241,Mem,1,0,13.857,11.556,9.812,25.500,21.600,9.750,0.354,194.500,2.000,2.386,9.750
SG/SF,James Ennis III,3600,Bos@Mem 08:00PM ET,19.267,Mem,1,0,20.429,11.219,14.062,13.500,21.600,9.000,0.363,194.500,2.000,-6.105,9.000
PF/C,Kelly Olynyk,3600,Bos@Mem 08:00PM ET,18.036,Bos,0,0,17.036,11.896,18.312,2.500,21.600,24.750,0.359,194.500,-2.000,-8997.614,24.750
SG,Manu Ginobili,3600,SA@Hou 08:00PM ET,17.402,SA,0,0,15.286,13.617,21.750,26.000,21.600,28.500,0.282,1.000,1.000,-151.217,28.500
SG,Danny Green,3600,SA@Hou 08:00PM ET,16.618,SA,0,0,15.964,10.425,16.438,26.000,21.600,25.750,0.290,1.000,1.000,-151.217,25.750
PF,Al-Farouq Aminu,3600,Por@Sac 10:30PM ET,20.021,Por,0,0,20.607,13.321,16.375,24.000,21.600,18.000,0.435,217.500,-1.000,20.406,0.000
C,Willie Reed,3600,Orl@Mia 07:30PM ET,9.850,Mia,1,0,5.964,4.500,4.688,18.500,21.600,5.000,0.060,199.000,-3.500,5.912,5.000
PG/SG,Rodney Stuckey,3600,Ind@NY 07:30PM ET,16.656,Ind,0,0,19.071,9.094,20.938,18.500,21.600,20.750,0.297,210.500,4.500,14.922,0.000
