Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds,penalty,Final
PG,Tyler Johnson,5400,Det@Mia 06:00PM ET,28.016,Mia,1,0,29.393,21.708,31.750,24.000,32.400,25.750,0.299,198.000,6.500,-8.383,25.750
SG,Kentavious Caldwell-Pope,5400,Det@Mia 06:00PM ET,26.441,Det,0,0,25.500,17.338,31.062,3.000,32.400,43.000,0.309,198.000,-6.500,-19.716,43.000
PG,D'Angelo Russell,5400,Tor@LAL 09:30PM ET,28.033,LAL,1,0,29.893,22.633,28.500,11.000,32.400,45.500,0.368,218.500,8.000,6.486,45.500
SF/PF,James Johnson,5300,Det@Mia 06:00PM ET,23.733,Mia,1,0,28.929,15.667,31.188,8.000,31.800,37.750,0.225,198.000,6.500,-8.383,37.750
SF,Luol Deng,5300,Tor@LAL 09:30PM ET,20.819,LAL,1,0,22.214,13.226,21.375,8.500,31.800,8.750,0.123,218.500,8.000,-3.086,8.750
SG,Lou Williams,5200,Tor@LAL 09:30PM ET,29.174,LAL,1,0,31.893,20.681,18.750,2.000,31.200,10.500,0.405,218.500,8.000,-18.987,10.500
C,Jonas Valanciunas,5100,Tor@LAL 09:30PM ET,27.467,Tor,0,0,28.393,20.797,24.812,30.000,30.600,27.750,0.364,218.500,-8.000,8.486,27.750
SG/SF,Evan Turner,4900,Por@Min 07:00PM ET,20.828,Por,0,0,22.286,14.931,23.625,6.250,29.400,26.750,0.140,208.500,6.000,-10.367,26.750
PF,Jon Leuer,4900,Det@Mia 06:00PM ET,23.750,Det,0,0,26.107,17.266,23.938,7.000,29.400,9.750,0.209,198.000,-6.500,-25.201,9.750
SG,Dion Waiters,4800,Det@Mia 06:00PM ET,27.078,Mia,1,0,27.929,15.679,31.750,5.000,28.800,44.750,0.442,198.000,6.500,-20.383,0.000
SF,Maurice Harkless,4700,Por@Min 07:00PM ET,23.794,Por,0,0,20.786,17.059,22.312,4.500,28.200,23.750,0.289,208.500,6.000,-10.989,23.750
SF/PF,Aaron Gordon,4700,Orl@Ind 06:00PM ET,20.941,Orl,0,0,18.393,14.750,24.438,21.000,28.200,26.000,0.212,209.500,6.000,1.958,26.000
PG,Tony Parker,4600,SA@Atl 06:00PM ET,19.844,SA,0,0,18.464,14.308,29.312,22.500,27.600,36.250,0.175,199.500,-5.000,-5.295,36.250
SG,Jodie Meeks,4600,Orl@Ind 06:00PM ET,15.393,Orl,0,0,18.107,8.000,20.625,27.000,27.600,18.750,0.099,209.500,6.000,1.958,18.750
PG/SG,Jordan Clarkson,4500,Tor@LAL 09:30PM ET,23.729,LAL,1,0,17.893,16.097,14.750,6.500,27.000,4.250,0.331,218.500,8.000,-13.731,4.250
PF,Al-Farouq Aminu,4400,Por@Min 07:00PM ET,18.722,Por,0,0,17.500,14.591,21.062,8.500,26.400,18.000,0.213,208.500,6.000,-8998.767,18.000
SF,Marcus Morris,4400,Det@Mia 06:00PM ET,23.309,Det,0,0,18.214,16.697,19.875,10.500,26.400,14.250,0.343,198.000,-6.500,-9014.635,14.250
SG/SF,Norman Powell,4400,Tor@LAL 09:30PM ET,12.018,Tor,0,0,8.500,5.264,7.375,24.500,26.400,6.000,0.091,218.500,-8.000,8.486,6.000
SG/SF,Allen Crabbe,4200,Por@Min 07:00PM ET,17.307,Por,0,0,17.536,12.092,20.375,6.250,25.200,23.000,0.138,208.500,6.000,-8998.767,23.000
C,Bismack Biyombo,4200,Orl@Ind 06:00PM ET,21.394,Orl,0,0,23.964,15.403,19.688,16.000,25.200,17.500,0.305,209.500,6.000,1.958,17.500
SG,Nick Young,4200,Tor@LAL 09:30PM ET,21.716,LAL,1,0,24.107,14.365,25.125,2.000,25.200,35.000,0.369,218.500,8.000,-8995.514,35.000
SG/SF,Kent Bazemore,4000,SA@Atl 06:00PM ET,21.919,Atl,1,0,18.393,13.267,16.438,9.500,24.000,15.000,0.406,199.500,5.000,-9005.295,15.000
SG,Manu Ginobili,4000,SA@Atl 06:00PM ET,18.509,SA,0,0,16.321,13.484,23.812,25.000,24.000,24.250,0.228,199.500,-5.000,-5.295,24.250
SG/SF,Jonathon Simmons,3900,SA@Atl 06:00PM ET,13.189,SA,0,0,11.393,8.316,14.188,24.500,23.400,10.250,0.088,199.500,-5.000,-5.295,10.250
SG,Danny Green,3900,SA@Atl 06:00PM ET,17.620,SA,0,0,16.607,10.250,22.500,25.000,23.400,21.000,0.231,199.500,-5.000,-5.295,21.000
PF,Patrick Patterson,3900,Tor@LAL 09:30PM ET,19.669,Tor,0,0,15.786,14.094,13.312,26.500,23.400,0.000,0.298,218.500,-8.000,1.359,0.000
PG,Patty Mills,3800,SA@Atl 06:00PM ET,20.485,SA,0,0,20.786,14.000,12.000,22.500,22.800,10.000,0.375,199.500,-5.000,-13.506,10.000
SF,Thabo Sefolosha,3800,SA@Atl 06:00PM ET,21.192,Atl,1,0,18.964,14.625,17.125,2.000,22.800,11.000,0.404,199.500,5.000,-9013.259,11.000
SF,C.J. Miles,3800,Orl@Ind 06:00PM ET,19.143,Ind,1,0,12.893,12.550,12.875,21.000,22.800,11.000,0.318,209.500,-6.000,1.958,11.000
SG/SF,Terrence Ross,3800,Tor@LAL 09:30PM ET,18.056,Tor,0,0,21.179,12.042,24.375,24.500,22.800,18.250,0.291,218.500,-8.000,8.486,18.250
SF/PF,DeMarre Carroll,3800,Tor@LAL 09:30PM ET,18.907,Tor,0,0,14.179,12.500,14.938,27.250,22.800,6.500,0.311,218.500,-8.000,-0.296,6.500
SG,Kyle Korver,3700,SA@Atl 06:00PM ET,18.542,Atl,1,0,23.821,12.183,24.938,17.000,22.200,36.000,0.348,199.500,5.000,-5.295,36.000
PF,David Lee,3700,SA@Atl 06:00PM ET,16.280,SA,0,0,14.964,12.075,15.000,18.500,22.200,13.750,0.182,199.500,-5.000,-5.295,13.750
C,Aron Baynes,3700,Det@Mia 06:00PM ET,10.921,Det,0,0,8.964,6.655,8.812,17.000,22.200,6.500,0.044,198.000,-6.500,-6.383,6.500
SG,Monta Ellis,3700,Orl@Ind 06:00PM ET,20.683,Ind,1,0,18.321,12.625,12.875,22.000,22.200,19.000,0.439,209.500,-6.000,1.958,19.000
C,Lucas Nogueira,3700,Tor@LAL 09:30PM ET,16.890,Tor,0,0,14.857,10.583,12.938,30.000,22.200,13.250,0.268,218.500,-8.000,8.486,13.250
C,Dewayne Dedmon,3600,SA@Atl 06:00PM ET,15.009,SA,0,0,12.857,8.554,12.000,4.000,21.600,2.000,0.176,199.500,-5.000,-9012.768,2.000
C,Cole Aldrich,3600,Por@Min 07:00PM ET,10.112,Min,1,0,7.214,5.050,5.500,28.000,21.600,11.500,0.074,208.500,-6.000,1.233,11.500
C,Willie Reed,3600,Det@Mia 06:00PM ET,10.587,Mia,1,0,8.250,6.017,15.688,5.000,21.600,11.500,0.063,198.000,6.500,-9010.383,11.500
PG,Cory Joseph,3600,Tor@LAL 09:30PM ET,17.823,Tor,0,0,17.571,12.653,18.062,27.500,21.600,20.250,0.300,218.500,-8.000,8.486,20.250
PF/C,Mike Muscala,3500,SA@Atl 06:00PM ET,17.447,Atl,1,0,13.786,9.942,12.188,2.500,21.000,8.750,0.293,199.500,5.000,-9012.250,8.750
SF,Wayne Ellington,3500,Det@Mia 06:00PM ET,19.446,Mia,1,0,18.679,14.833,17.188,4.500,21.000,29.500,0.458,198.000,6.500,-9010.383,29.500
SF/PF,Larry Nance Jr.,3500,Tor@LAL 09:30PM ET,19.214,LAL,1,0,21.929,12.214,21.000,15.250,21.000,21.500,0.414,218.500,8.000,4.486,0.000
PG,D.J. Augustin,3400,Orl@Ind 06:00PM ET,16.346,Orl,0,0,14.143,11.487,16.000,16.500,20.400,11.500,0.248,209.500,6.000,1.958,11.500
C,Timofey Mozgov,3400,Tor@LAL 09:30PM ET,16.307,LAL,1,0,15.000,10.961,15.500,9.000,20.400,13.250,0.278,218.500,8.000,-8995.514,13.250
SG/SF,Tim Hardaway Jr.,3300,SA@Atl 06:00PM ET,16.935,Atl,1,0,16.750,9.844,12.625,9.500,19.800,39.250,0.411,199.500,5.000,-9005.295,39.250
SG,Kyle Anderson,3300,SA@Atl 06:00PM ET,9.543,SA,0,0,10.964,4.438,9.125,25.000,19.800,2.250,0.102,199.500,-5.000,-5.295,2.250
PG,Ish Smith,3300,Det@Mia 06:00PM ET,22.386,Det,0,0,15.964,14.974,15.375,6.000,19.800,10.000,0.596,198.000,-6.500,-9015.598,10.000
C,Al Jefferson,3300,Orl@Ind 06:00PM ET,15.853,Ind,1,0,18.143,11.025,18.125,18.500,19.800,18.750,0.298,209.500,-6.000,1.958,18.750
SF,Brandon Ingram,3300,Tor@LAL 09:30PM ET,16.715,LAL,1,0,13.429,11.912,12.812,8.500,19.800,12.750,0.318,218.500,8.000,-8995.514,12.750
PG/SG,Rodney Stuckey,3200,Orl@Ind 06:00PM ET,15.794,Ind,1,0,16.786,8.306,14.625,17.750,19.200,2.000,0.362,209.500,-6.000,-7.661,0.000
SF/PF,Jeff Green,3200,Orl@Ind 06:00PM ET,15.879,Orl,0,0,20.429,9.147,11.312,21.000,19.200,23.500,0.352,209.500,6.000,1.958,23.500
PF,Thomas Robinson,3200,Tor@LAL 09:30PM ET,11.598,LAL,1,0,16.643,4.979,20.438,22.000,19.200,27.750,0.219,218.500,8.000,4.486,27.750
C,Kris Humphries,3100,SA@Atl 06:00PM ET,10.448,Atl,1,0,8.393,4.700,12.688,3.000,18.600,4.500,0.153,199.500,5.000,-9005.295,4.500
SG/SF,Shabazz Muhammad,3100,Por@Min 07:00PM ET,11.650,Min,1,0,16.643,6.750,17.625,14.750,18.600,21.500,0.148,208.500,-6.000,1.233,21.500
SF/PF,Nemanja Bjelica,3100,Por@Min 07:00PM ET,13.476,Min,1,0,11.500,6.471,14.938,24.250,18.600,11.000,0.297,208.500,-6.000,1.233,11.000
PF/C,Meyers Leonard,3100,Por@Min 07:00PM ET,11.977,Por,0,0,5.393,5.184,8.938,11.750,18.600,2.500,0.228,208.500,6.000,-9007.937,2.500
PG,Malcolm Delaney,3000,SA@Atl 06:00PM ET,11.720,Atl,1,0,9.714,5.846,10.250,3.000,18.000,13.500,0.133,199.500,5.000,-9005.295,13.500
PG,Bryn Forbes,3000,SA@Atl 06:00PM ET,1.462,SA,0,0,0.179,0.125,0.000,22.500,18.000,0.000,0.001,199.500,-5.000,-5.295,0.000
PG,Dejounte Murray,3000,SA@Atl 06:00PM ET,4.453,SA,0,0,4.917,1.750,8.062,22.500,18.000,5.500,0.007,199.500,-5.000,-5.295,0.000
SF/PF,Davis Bertans,3000,SA@Atl 06:00PM ET,5.981,SA,0,0,2.571,2.118,0.875,21.250,18.000,2.000,0.037,199.500,-5.000,-5.295,0.000
SF,Ryan Kelly,3000,SA@Atl 06:00PM ET,4.667,Atl,1,0,2.950,2.650,4.562,2.000,18.000,7.750,0.006,199.500,5.000,-9005.295,0.000
SF,Taurean Prince,3000,SA@Atl 06:00PM ET,7.850,Atl,1,0,9.679,2.841,4.625,2.000,18.000,9.500,0.070,199.500,5.000,-9005.295,0.000
SF,DeAndre' Bembry,3000,SA@Atl 06:00PM ET,4.136,Atl,1,0,2.150,1.071,6.562,2.000,18.000,9.750,0.021,199.500,5.000,-9005.295,0.000
PF,Mike Scott,3000,SA@Atl 06:00PM ET,9.679,Atl,1,0,9.375,6.812,11.938,2.000,18.000,14.250,0.078,199.500,5.000,-9005.295,0.000
PG,Shabazz Napier,3000,Por@Min 07:00PM ET,7.625,Por,0,0,7.607,3.212,10.875,19.000,18.000,5.250,0.046,208.500,6.000,1.233,5.250
PG,Kris Dunn,3000,Por@Min 07:00PM ET,12.697,Min,1,0,13.857,7.645,14.375,13.500,18.000,28.250,0.265,208.500,-6.000,1.233,28.250
PG,Tim Quarterman,3000,Por@Min 07:00PM ET,3.250,Por,0,0,3.357,1.750,1.750,19.000,18.000,3.750,0.001,208.500,6.000,1.233,0.000
PG,Tyus Jones,3000,Por@Min 07:00PM ET,9.450,Min,1,0,2.500,2.227,1.500,13.500,18.000,0.000,0.183,208.500,-6.000,1.233,0.000
SG,Brandon Rush,3000,Por@Min 07:00PM ET,4.773,Min,1,0,6.100,2.714,3.938,10.000,18.000,4.500,0.008,208.500,-6.000,-8998.767,0.000
SF,Pat Connaughton,3000,Por@Min 07:00PM ET,3.267,Por,0,0,3.964,1.094,4.250,4.500,18.000,5.750,0.002,208.500,6.000,-8998.767,0.000
PF,Jordan Hill,3000,Por@Min 07:00PM ET,5.350,Min,1,0,2.667,0.625,5.000,29.000,18.000,1.250,0.048,208.500,-6.000,1.233,0.000
PF,Adreian Payne,3000,Por@Min 07:00PM ET,9.000,Min,1,0,10.750,4.625,4.812,29.000,18.000,2.750,0.102,208.500,-6.000,1.233,0.000
PF,Jake Layman,3000,Por@Min 07:00PM ET,4.474,Por,0,0,2.071,1.411,0.562,8.500,18.000,0.000,0.028,208.500,6.000,-8998.767,0.000
PF,Noah Vonleh,3000,Por@Min 07:00PM ET,9.223,Por,0,0,8.929,4.375,9.125,8.500,18.000,1.250,0.072,208.500,6.000,-9004.736,1.250
C,Ed Davis,3000,Por@Min 07:00PM ET,13.081,Por,0,0,10.964,6.556,5.250,15.000,18.000,2.000,0.249,208.500,6.000,-6.462,2.000
PG,Beno Udrih,3000,Det@Mia 06:00PM ET,13.635,Det,0,0,10.214,8.292,9.000,6.000,18.000,5.000,0.245,198.000,-6.500,-9012.661,0.000
SG/SF,Stanley Johnson,3000,Det@Mia 06:00PM ET,10.032,Det,0,0,11.679,4.931,10.625,6.750,18.000,5.250,0.127,198.000,-6.500,-9006.383,5.250
SG,Rodney McGruder,3000,Det@Mia 06:00PM ET,14.267,Mia,1,0,14.107,7.732,12.000,5.000,18.000,16.000,0.307,198.000,6.500,-9010.383,16.000
SG,Darrun Hilliard,3000,Det@Mia 06:00PM ET,6.845,Det,0,0,8.964,3.083,6.625,3.000,18.000,2.000,0.023,198.000,-6.500,-9006.383,0.000
SF,Derrick Williams,3000,Det@Mia 06:00PM ET,12.069,Mia,1,0,12.429,7.425,12.875,4.500,18.000,21.000,0.207,198.000,6.500,-9010.383,21.000
SF,Reggie Bullock,3000,Det@Mia 06:00PM ET,7.563,Det,0,0,5.000,2.500,7.562,10.500,18.000,0.000,0.112,198.000,-6.500,-9013.432,0.000
SF,Michael Gbinije,3000,Det@Mia 06:00PM ET,1.344,Det,0,0,1.750,0.625,1.500,10.500,18.000,1.250,0.003,198.000,-6.500,-9006.383,0.000
PF,Josh McRoberts,3000,Det@Mia 06:00PM ET,13.523,Mia,1,0,15.107,8.917,9.188,11.500,18.000,10.000,0.234,198.000,6.500,-9010.383,0.000
PF,Luke Babbitt,3000,Det@Mia 06:00PM ET,8.192,Mia,1,0,6.500,3.192,11.938,11.500,18.000,12.750,0.059,198.000,6.500,-9010.383,12.750
PF,Henry Ellenson,3000,Det@Mia 06:00PM ET,2.250,Det,0,0,2.250,0.450,2.250,7.000,18.000,-0.500,0.002,198.000,-6.500,-9008.838,0.000
C,Udonis Haslem,3000,Det@Mia 06:00PM ET,2.444,Mia,1,0,4.208,0.958,4.188,5.000,18.000,14.500,0.021,198.000,6.500,-9010.383,14.500
C,Boban Marjanovic,3000,Det@Mia 06:00PM ET,5.654,Det,0,0,6.250,2.500,6.188,17.000,18.000,6.750,0.017,198.000,-6.500,-6.383,0.000
PG,C.J. Watson,3000,Orl@Ind 06:00PM ET,6.771,Orl,0,0,7.571,3.696,12.812,16.500,18.000,18.000,0.031,209.500,6.000,1.958,18.000
PG,Aaron Brooks,3000,Orl@Ind 06:00PM ET,11.823,Ind,1,0,13.393,7.456,19.188,13.500,18.000,22.500,0.202,209.500,-6.000,1.958,22.500
SG,C.J. Wilcox,3000,Orl@Ind 06:00PM ET,2.788,Orl,0,0,3.429,0.750,3.875,27.000,18.000,5.500,0.002,209.500,6.000,1.958,5.500
SG,Joe Young,3000,Orl@Ind 06:00PM ET,5.547,Ind,1,0,2.250,1.083,5.500,22.000,18.000,0.000,0.052,209.500,-6.000,1.958,0.000
SG,Mario Hezonja,3000,Orl@Ind 06:00PM ET,6.284,Orl,0,0,2.536,1.519,6.188,27.000,18.000,7.500,0.049,209.500,6.000,1.958,7.500
SF,Damjan Rudez,3000,Orl@Ind 06:00PM ET,4.452,Orl,0,0,3.821,1.346,2.500,14.000,18.000,8.500,0.007,209.500,6.000,1.958,0.000
PF,Arinze Onuaku,3000,Orl@Ind 06:00PM ET,1.800,Orl,0,0,1.900,1.312,2.500,28.000,18.000,4.250,0.009,209.500,6.000,1.958,4.250
PF,Lavoy Allen,3000,Orl@Ind 06:00PM ET,7.204,Ind,1,0,5.071,3.950,2.188,11.500,18.000,3.000,0.006,209.500,-6.000,-9001.845,3.000
PF,Rakeem Christmas,3000,Orl@Ind 06:00PM ET,3.417,Ind,1,0,7.500,1.375,3.417,11.500,18.000,0.000,0.055,209.500,-6.000,-8998.042,0.000
PF,Georges Niang,3000,Orl@Ind 06:00PM ET,2.571,Ind,1,0,3.071,0.472,0.188,11.500,18.000,0.000,0.001,209.500,-6.000,-8998.042,0.000
PF,Stephen Zimmerman Jr.,3000,Orl@Ind 06:00PM ET,4.125,Orl,0,0,2.583,1.950,5.000,28.000,18.000,11.000,0.011,209.500,6.000,1.958,0.000
C,Kevin Seraphin,3000,Orl@Ind 06:00PM ET,8.985,Ind,1,0,13.000,4.000,8.688,18.500,18.000,13.000,0.152,209.500,-6.000,1.958,13.000
PG,Jose Calderon,3000,Tor@LAL 09:30PM ET,10.983,LAL,1,0,16.000,5.750,9.938,11.000,18.000,7.250,0.240,218.500,8.000,-8995.514,0.000
PG,Marcelo Huertas,3000,Tor@LAL 09:30PM ET,9.679,LAL,1,0,7.400,3.969,15.875,11.000,18.000,14.000,0.170,218.500,8.000,-8995.514,0.000
PG,Fred VanVleet,3000,Tor@LAL 09:30PM ET,4.406,Tor,0,0,9.250,1.167,7.438,27.500,18.000,0.000,0.046,218.500,-8.000,8.486,0.000
SF,Metta World Peace,3000,Tor@LAL 09:30PM ET,3.135,LAL,1,0,2.375,0.781,0.875,8.500,18.000,0.000,0.004,218.500,8.000,-8995.514,0.000
PF,Pascal Siakam,3000,Tor@LAL 09:30PM ET,12.344,Tor,0,0,11.000,6.766,9.500,26.500,18.000,22.500,0.221,218.500,-8.000,8.486,22.500
C,Tarik Black,3000,Tor@LAL 09:30PM ET,14.281,LAL,1,0,17.964,9.386,12.188,9.000,18.000,20.250,0.271,218.500,8.000,-8995.514,20.250
C,Jakob Poeltl,3000,Tor@LAL 09:30PM ET,7.967,Tor,0,0,7.708,4.083,3.375,30.000,18.000,6.500,0.039,218.500,-8.000,8.486,6.500
