Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds,penalty,Final
PG,Andrew Harrison,4900,Mem@LAC 10:30PM ET,18.306,Mem,0,0,22.429,11.964,18.875,2.000,29.400,24.250,0.113,197.000,-1.500,-22.933,24.250
SF,Michael Kidd-Gilchrist,4800,OKC@Cha 07:00PM ET,22.824,Cha,1,0,23.607,16.789,22.375,7.000,28.800,30.750,0.255,208.500,-2.000,-11.068,30.750
C,Greg Monroe,4800,Mil@NY 07:30PM ET,24.680,Mil,0,0,28.536,16.485,30.125,26.000,28.800,41.750,0.371,213.000,-3.500,3.606,41.750
SG,Jamal Crawford,4800,Mem@LAC 10:30PM ET,19.568,LAC,1,0,27.107,13.455,23.312,6.500,28.800,31.250,0.161,197.000,1.500,-19.471,31.250
SF,Maurice Harkless,4700,Por@GS 10:30PM ET,23.807,Por,0,0,22.786,17.059,22.438,10.500,28.200,24.250,0.287,222.500,16.000,8.457,24.250
SF/PF,Aaron Gordon,4600,Atl@Orl 07:00PM ET,21.639,Orl,1,0,26.286,15.100,27.250,21.250,27.600,32.000,0.272,207.000,2.000,-0.721,32.000
SG,Dion Waiters,4600,Mia@Sac 10:30PM ET,27.078,Mia,0,0,25.464,14.375,24.750,23.500,27.600,5.250,0.443,204.000,7.500,-17.498,5.250
PG,Raymond Felton,4600,Mem@LAC 10:30PM ET,14.750,LAC,1,0,22.750,9.352,32.438,8.000,27.600,32.000,0.108,197.000,1.500,-7.933,32.000
C,Cody Zeller,4500,OKC@Cha 07:00PM ET,23.653,Cha,1,0,23.357,18.359,22.250,12.000,27.000,13.250,0.320,208.500,-2.000,-6.758,0.000
PG,Darren Collison,4500,Mia@Sac 10:30PM ET,23.067,Sac,1,0,21.821,16.917,24.188,6.000,27.000,19.000,0.273,204.000,-7.500,-14.551,19.000
PG,Michael Carter-Williams,4500,Chi@Cle 08:00PM ET,17.063,Chi,0,0,17.583,11.438,23.812,20.000,27.000,24.250,0.129,204.000,4.000,-2.885,24.250
PF/C,Taj Gibson,4500,Chi@Cle 08:00PM ET,25.143,Chi,0,0,23.571,19.575,22.438,10.750,27.000,30.250,0.411,204.000,4.000,-2.885,30.250
C,Tristan Thompson,4500,Chi@Cle 08:00PM ET,24.015,Cle,1,0,22.464,18.100,19.188,10.000,27.000,18.250,0.356,204.000,-4.000,-2.885,18.250
SG,Jodie Meeks,4400,Atl@Orl 07:00PM ET,16.641,Orl,1,0,15.393,9.000,21.000,25.000,26.400,16.000,0.149,207.000,2.000,-0.721,16.000
C,Robin Lopez,4400,Chi@Cle 08:00PM ET,23.050,Chi,0,0,17.857,17.118,17.000,7.000,26.400,14.750,0.313,204.000,4.000,-9010.215,14.750
PF/C,Marreese Speights,4400,Mem@LAC 10:30PM ET,19.243,LAC,1,0,18.857,13.375,22.250,2.500,26.400,15.500,0.194,197.000,1.500,-9007.933,15.500
PF,Al-Farouq Aminu,4300,Por@GS 10:30PM ET,18.684,Por,0,0,19.536,14.591,22.500,10.000,25.800,31.250,0.260,222.500,16.000,-8993.543,31.250
PF,Frank Kaminsky,4300,OKC@Cha 07:00PM ET,21.182,Cha,1,0,22.893,15.908,22.750,16.500,25.800,33.500,0.303,208.500,-2.000,0.361,33.500
SG/SF,Kent Bazemore,4300,Atl@Orl 07:00PM ET,21.703,Atl,0,0,22.536,13.267,21.062,21.500,25.800,28.500,0.342,207.000,-2.000,-0.721,28.500
SF/PF,Nikola Mirotic,4300,Chi@Cle 08:00PM ET,21.326,Chi,0,0,21.393,14.569,22.250,20.750,25.800,28.000,0.333,204.000,4.000,-2.885,28.000
PG/SG,Brandon Jennings,4300,Mil@NY 07:30PM ET,21.309,NY,1,0,18.643,14.592,24.312,10.000,25.800,9.500,0.306,213.000,3.500,-9005.782,9.500
SG/SF,Allen Crabbe,4200,Por@GS 10:30PM ET,17.465,Por,0,0,18.750,12.375,24.000,11.500,25.200,29.750,0.154,222.500,16.000,-8993.543,29.750
PF,Marvin Williams,4200,OKC@Cha 07:00PM ET,21.198,Cha,1,0,21.036,15.567,20.438,16.500,25.200,25.500,0.298,208.500,-2.000,0.361,25.500
SG,Kyle Korver,4200,Atl@Orl 07:00PM ET,19.105,Atl,0,0,17.036,12.183,26.938,22.000,25.200,20.250,0.220,207.000,-2.000,-0.721,20.250
SF/PF,Matt Barnes,4200,Mia@Sac 10:30PM ET,19.188,Sac,1,0,19.036,12.816,26.688,8.750,25.200,29.250,0.277,204.000,-7.500,-9002.885,29.250
SG/SF,Jeremy Lamb,4100,OKC@Cha 07:00PM ET,18.323,Cha,1,0,15.429,8.455,22.875,9.000,24.600,19.250,0.286,208.500,-2.000,-8999.639,19.250
SF,Wayne Ellington,4100,Mia@Sac 10:30PM ET,19.875,Mia,0,0,18.464,15.341,21.000,12.000,24.600,19.000,0.276,204.000,7.500,-9006.885,19.000
SF,Thabo Sefolosha,4000,Atl@Orl 07:00PM ET,20.863,Atl,0,0,24.000,14.809,15.000,21.000,24.000,17.750,0.341,207.000,-2.000,-0.721,17.750
C,Bismack Biyombo,4000,Atl@Orl 07:00PM ET,21.100,Orl,1,0,20.929,14.579,12.250,4.000,24.000,5.500,0.338,207.000,2.000,-9008.684,5.500
PG,Ty Lawson,4000,Mia@Sac 10:30PM ET,19.667,Sac,1,0,22.107,11.667,17.188,6.000,24.000,24.500,0.319,204.000,-7.500,-9002.885,24.500
SG,Jordan McRae,4000,Chi@Cle 08:00PM ET,8.321,Cle,1,0,10.071,3.773,20.375,12.500,24.000,31.250,0.046,204.000,-4.000,-9002.885,31.250
C,Willie Reed,3900,Mia@Sac 10:30PM ET,12.188,Mia,0,0,23.464,7.300,24.250,8.000,23.400,16.500,0.151,204.000,7.500,-9006.885,16.500
PG/SG,Justin Holiday,3900,Mil@NY 07:30PM ET,15.588,NY,1,0,12.571,10.091,19.125,10.000,23.400,11.750,0.179,213.000,3.500,-8996.394,11.750
SG,Courtney Lee,3800,Mil@NY 07:30PM ET,19.026,NY,1,0,21.821,13.462,21.188,16.000,22.800,23.500,0.288,213.000,3.500,3.606,23.500
C,John Henson,3800,Mil@NY 07:30PM ET,18.903,Mil,0,0,12.536,10.922,11.062,26.000,22.800,4.500,0.324,213.000,-3.500,-5.915,4.500
PF,Anthony Tolliver,3700,Mia@Sac 10:30PM ET,12.455,Sac,1,0,14.929,6.385,18.375,7.000,22.200,20.750,0.155,204.000,-7.500,-9002.885,20.750
PG/SG,Matthew Dellavedova,3700,Mil@NY 07:30PM ET,20.517,Mil,0,0,17.393,15.397,18.188,18.500,22.200,17.000,0.408,213.000,-3.500,3.606,0.000
PG,Shaun Livingston,3600,Por@GS 10:30PM ET,10.949,GS,1,0,12.714,7.806,11.812,13.500,21.600,14.500,0.010,222.500,-16.000,10.457,14.500
SG/SF,Tim Hardaway Jr.,3600,Atl@Orl 07:00PM ET,17.633,Atl,0,0,21.500,10.294,16.500,21.500,21.600,17.500,0.338,207.000,-2.000,-0.721,17.500
PG/SG,Garrett Temple,3600,Mia@Sac 10:30PM ET,17.147,Sac,1,0,17.143,11.618,21.688,4.500,21.600,23.500,0.294,204.000,-7.500,-9002.885,23.500
PG/SG,Iman Shumpert,3600,Chi@Cle 08:00PM ET,15.672,Cle,1,0,15.500,11.069,11.750,11.250,21.600,10.250,0.158,204.000,-4.000,-9002.885,10.250
PF/C,Channing Frye,3600,Chi@Cle 08:00PM ET,16.731,Cle,1,0,16.750,10.964,16.438,12.250,21.600,24.750,0.271,204.000,-4.000,-9002.885,24.750
SG/SF,Tony Snell,3600,Mil@NY 07:30PM ET,16.742,Mil,0,0,15.250,11.125,8.375,19.250,21.600,7.750,0.236,213.000,-3.500,-3.458,7.750
PF/C,Kyle O'Quinn,3600,Mil@NY 07:30PM ET,17.430,NY,1,0,20.893,9.684,11.188,16.250,21.600,12.000,0.353,213.000,3.500,3.606,12.000
SG,Marco Belinelli,3500,OKC@Cha 07:00PM ET,18.967,Cha,1,0,14.321,12.517,14.438,11.000,21.000,11.000,0.391,208.500,-2.000,-8999.639,11.000
PF/C,Spencer Hawes,3500,OKC@Cha 07:00PM ET,15.320,Cha,1,0,11.964,8.038,14.375,14.250,21.000,24.500,0.289,208.500,-2.000,0.361,24.500
C,Kosta Koufos,3500,Mia@Sac 10:30PM ET,15.963,Sac,1,0,14.429,9.861,20.062,17.000,21.000,17.500,0.279,204.000,-7.500,-2.885,17.500
PG,Jerian Grant,3500,Chi@Cle 08:00PM ET,9.991,Chi,0,0,7.143,4.609,14.375,20.000,21.000,14.000,0.111,204.000,4.000,-2.885,14.000
SG,J.R. Smith,3500,Chi@Cle 08:00PM ET,17.321,Cle,1,0,17.750,11.300,19.688,12.500,21.000,8.250,0.317,204.000,-4.000,-9010.566,0.000
SF/PF,Richard Jefferson,3500,Chi@Cle 08:00PM ET,10.727,Cle,1,0,15.143,6.776,15.688,11.500,21.000,9.250,0.051,204.000,-4.000,-9002.885,9.250
SF,Doug McDermott,3500,Chi@Cle 08:00PM ET,16.045,Chi,0,0,18.429,11.167,21.500,27.000,21.000,29.500,0.281,204.000,4.000,-2.885,29.500
SF/PF,Luc Richard Mbah a Moute,3500,Mem@LAC 10:30PM ET,13.536,LAC,1,0,19.000,9.443,14.312,5.000,21.000,19.500,0.129,197.000,1.500,-9007.933,19.500
SF,James Ennis III,3500,Mem@LAC 10:30PM ET,17.207,Mem,0,0,15.893,11.404,13.375,17.500,21.000,26.500,0.337,197.000,-1.500,-7.933,26.500
SF,Andre Iguodala,3400,Por@GS 10:30PM ET,17.287,GS,1,0,17.607,12.676,18.188,19.500,20.400,25.750,0.307,222.500,-16.000,10.457,25.750
PG,Ramon Sessions,3400,OKC@Cha 07:00PM ET,13.543,Cha,1,0,12.000,10.364,12.938,22.500,20.400,16.000,0.099,208.500,-2.000,0.361,16.000
SF,Andre Roberson,3400,OKC@Cha 07:00PM ET,18.293,OKC,0,0,11.393,10.219,11.500,23.000,20.400,5.500,0.382,208.500,2.000,-7.846,5.500
SF/PF,Michael Beasley,3400,Mil@NY 07:30PM ET,15.417,Mil,0,0,14.071,8.607,14.562,17.750,20.400,9.000,0.258,213.000,-3.500,3.606,9.000
SF,Chandler Parsons,3400,Mem@LAC 10:30PM ET,11.188,Mem,0,0,9.786,6.667,7.875,17.500,20.400,6.000,0.069,197.000,-1.500,-7.933,0.000
C,Zaza Pachulia,3300,Por@GS 10:30PM ET,17.040,GS,1,0,17.464,11.987,18.625,28.000,19.800,25.750,0.386,222.500,-16.000,10.457,25.750
SG,Alex Abrines,3300,OKC@Cha 07:00PM ET,9.089,OKC,0,0,13.893,4.267,15.062,20.000,19.800,12.250,0.062,208.500,2.000,0.361,12.250
PG,D.J. Augustin,3300,Atl@Orl 07:00PM ET,16.090,Orl,1,0,16.536,11.262,11.250,22.500,19.800,11.000,0.264,207.000,2.000,-0.721,11.000
PF/C,Mike Muscala,3300,Atl@Orl 07:00PM ET,17.191,Atl,0,0,16.357,10.143,12.375,15.000,19.800,12.750,0.346,207.000,-2.000,-0.721,12.750
SF/PF,Omri Casspi,3300,Mia@Sac 10:30PM ET,13.813,Sac,1,0,13.417,7.361,9.625,8.750,19.800,9.750,0.203,204.000,-7.500,-9002.885,0.000
SF/PF,Jerami Grant,3200,OKC@Cha 07:00PM ET,13.404,OKC,0,0,12.179,9.706,10.062,18.000,19.200,8.500,0.107,208.500,2.000,-4.306,8.500
SF/PF,Jeff Green,3200,Atl@Orl 07:00PM ET,16.193,Orl,1,0,11.571,9.486,16.125,21.250,19.200,15.250,0.351,207.000,2.000,-0.721,15.250
PG,Kay Felder,3200,Chi@Cle 08:00PM ET,11.125,Cle,1,0,10.429,4.778,18.812,10.000,19.200,16.750,0.179,204.000,-4.000,-9002.885,16.750
C,Guillermo Hernangomez,3200,Mil@NY 07:30PM ET,13.491,NY,1,0,9.643,5.125,7.875,14.000,19.200,1.250,0.272,213.000,3.500,-6.410,1.250
SG/SF,Vince Carter,3200,Mem@LAC 10:30PM ET,17.967,Mem,0,0,16.000,13.500,22.500,12.000,19.200,26.250,0.446,197.000,-1.500,-9007.933,26.250
PF/C,Meyers Leonard,3100,Por@GS 10:30PM ET,11.705,Por,0,0,5.929,5.184,11.562,16.000,18.600,11.750,0.224,222.500,16.000,6.457,11.750
C,Kris Humphries,3100,Atl@Orl 07:00PM ET,10.210,Atl,0,0,11.571,4.906,9.375,18.500,18.600,8.000,0.146,207.000,-2.000,-0.721,8.000
SG,Rodney McGruder,3100,Mia@Sac 10:30PM ET,14.398,Mia,0,0,16.714,7.732,15.938,23.500,18.600,15.500,0.278,204.000,7.500,-6.885,15.500
SF/PF,Lance Thomas,3100,Mil@NY 07:30PM ET,8.717,NY,1,0,10.607,5.365,14.812,23.750,18.600,21.500,0.048,213.000,3.500,3.606,21.500
SG,Troy Daniels,3100,Mem@LAC 10:30PM ET,15.413,Mem,0,0,14.429,7.578,19.625,6.500,18.600,15.000,0.394,197.000,-1.500,-9007.933,15.000
PG/SG,Ian Clark,3000,Por@GS 10:30PM ET,12.445,GS,1,0,16.179,7.702,13.625,11.750,18.000,7.000,0.239,222.500,-16.000,-8989.543,7.000
PG,Shabazz Napier,3000,Por@GS 10:30PM ET,7.522,Por,0,0,7.821,3.212,9.438,16.500,18.000,9.000,0.043,222.500,16.000,6.457,9.000
PG,Tim Quarterman,3000,Por@GS 10:30PM ET,3.250,Por,0,0,3.357,1.750,1.750,16.500,18.000,3.750,0.001,222.500,16.000,6.457,0.000
SG/SF,Patrick McCaw,3000,Por@GS 10:30PM ET,6.952,GS,1,0,6.321,3.162,1.438,14.750,18.000,1.250,0.035,222.500,-16.000,10.457,1.250
SF,Pat Connaughton,3000,Por@GS 10:30PM ET,3.267,Por,0,0,3.500,0.972,4.250,10.500,18.000,0.000,0.002,222.500,16.000,-8993.543,0.000
PF,David West,3000,Por@GS 10:30PM ET,12.307,GS,1,0,11.786,7.461,11.625,29.000,18.000,12.000,0.177,222.500,-16.000,10.457,12.000
PF,James Michael McAdoo,3000,Por@GS 10:30PM ET,3.036,GS,1,0,4.167,1.333,1.375,29.000,18.000,0.000,0.001,222.500,-16.000,7.607,0.000
PF,Jake Layman,3000,Por@GS 10:30PM ET,4.474,Por,0,0,2.071,1.411,0.562,10.000,18.000,0.000,0.028,222.500,16.000,-8993.543,0.000
PF,Noah Vonleh,3000,Por@GS 10:30PM ET,8.948,Por,0,0,8.714,4.529,6.000,10.000,18.000,7.000,0.068,222.500,16.000,-8993.543,7.000
PF,Kevon Looney,3000,Por@GS 10:30PM ET,8.366,GS,1,0,7.143,3.656,5.938,29.000,18.000,0.000,0.060,222.500,-16.000,4.359,0.000
C,Anderson Varejao,3000,Por@GS 10:30PM ET,6.000,GS,1,0,5.667,2.650,5.688,28.000,18.000,1.250,0.022,222.500,-16.000,5.986,0.000
C,JaVale McGee,3000,Por@GS 10:30PM ET,10.597,GS,1,0,13.607,4.456,7.938,28.000,18.000,2.000,0.146,222.500,-16.000,3.306,2.000
C,Ed Davis,3000,Por@GS 10:30PM ET,12.764,Por,0,0,10.964,6.556,5.250,22.000,18.000,2.000,0.249,222.500,16.000,-1.238,0.000
PG,Semaj Christon,3000,OKC@Cha 07:00PM ET,9.360,OKC,0,0,11.893,4.891,13.125,18.000,18.000,14.250,0.051,208.500,2.000,0.361,14.250
PG,Aaron Harrison,3000,OKC@Cha 07:00PM ET,1.850,Cha,1,0,1.688,0.625,1.625,22.500,18.000,2.750,0.014,208.500,-2.000,0.361,0.000
SG,Anthony Morrow,3000,OKC@Cha 07:00PM ET,8.875,OKC,0,0,7.464,4.044,5.125,20.000,18.000,5.500,0.092,208.500,2.000,0.361,5.500
SF,Kyle Singler,3000,OKC@Cha 07:00PM ET,4.338,OKC,0,0,4.893,1.333,2.500,23.000,18.000,6.000,0.001,208.500,2.000,0.361,0.000
SF,Treveon Graham,3000,OKC@Cha 07:00PM ET,4.219,Cha,1,0,3.750,0.562,2.812,7.000,18.000,0.000,0.006,208.500,-2.000,-9002.868,0.000
PF/C,Joffrey Lauvergne,3000,OKC@Cha 07:00PM ET,12.661,OKC,0,0,10.893,7.667,6.750,19.000,18.000,7.750,0.240,208.500,2.000,0.361,0.000
PF,Domantas Sabonis,3000,OKC@Cha 07:00PM ET,14.564,OKC,0,0,12.929,9.276,11.375,13.000,18.000,5.750,0.300,208.500,2.000,-9006.632,5.750
C,Nick Collison,3000,OKC@Cha 07:00PM ET,4.250,OKC,0,0,5.850,0.500,7.062,25.000,18.000,7.000,0.012,208.500,2.000,0.361,0.000
C,Roy Hibbert,3000,OKC@Cha 07:00PM ET,12.647,Cha,1,0,11.679,8.426,8.312,12.000,18.000,11.500,0.241,208.500,-2.000,-8999.639,11.500
PG,C.J. Watson,3000,Atl@Orl 07:00PM ET,7.346,Orl,1,0,7.143,3.286,10.000,22.500,18.000,1.500,0.028,207.000,2.000,-5.990,1.500
PG,Malcolm Delaney,3000,Atl@Orl 07:00PM ET,11.772,Atl,0,0,11.036,5.846,13.375,13.500,18.000,17.250,0.139,207.000,-2.000,-0.721,17.250
SG,C.J. Wilcox,3000,Atl@Orl 07:00PM ET,2.783,Orl,1,0,2.000,0.675,3.562,25.000,18.000,0.000,0.001,207.000,2.000,-0.721,0.000
SG,Mario Hezonja,3000,Atl@Orl 07:00PM ET,6.156,Orl,1,0,4.786,1.683,7.375,25.000,18.000,3.500,0.040,207.000,2.000,-0.721,3.500
SF,Ryan Kelly,3000,Atl@Orl 07:00PM ET,4.667,Atl,0,0,6.812,2.650,4.562,21.000,18.000,7.750,0.006,207.000,-2.000,-0.721,0.000
SF,Taurean Prince,3000,Atl@Orl 07:00PM ET,7.850,Atl,0,0,7.286,2.841,4.625,21.000,18.000,9.500,0.070,207.000,-2.000,-0.721,0.000
SF,DeAndre' Bembry,3000,Atl@Orl 07:00PM ET,4.136,Atl,0,0,5.143,1.094,7.125,21.000,18.000,1.250,0.017,207.000,-2.000,-0.721,1.250
SF,Damjan Rudez,3000,Atl@Orl 07:00PM ET,4.393,Orl,1,0,4.071,0.854,2.812,24.000,18.000,1.250,0.006,207.000,2.000,-0.721,1.250
PF,Arinze Onuaku,3000,Atl@Orl 07:00PM ET,2.214,Orl,1,0,1.875,0.417,2.562,18.500,18.000,0.000,0.003,207.000,2.000,-2.267,0.000
