Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
15,641675650,b9chen,0,198.5,PG Russell Westbrook SG Dwyane Wade SF Nikola Mirotic PF Kristaps Porzingis C Enes Kanter F Solomon Hill G J.J. Barea UTIL Zach LaVine,,Taj Gibson,21.74%,23.75
17,641642868,austBlack,0,193.5,PG Jrue Holiday SG Dwyane Wade SF Andrew Wiggins PF Dirk Nowitzki C Gorgui Dieng F Kristaps Porzingis G Derrick Rose UTIL Harrison Barnes,,Harrison Barnes,21.74%,35.5
18,641650722,Skerbetz29,0,193.25,PG Derrick Rose SG Victor Oladipo SF Carmelo Anthony PF Gorgui Dieng C Anthony Davis F Doug McDermott G Jrue Holiday UTIL Donatas Motiejunas,,Donatas Motiejunas,21.74%,16
19,641649356,marek5050,0,188.5,PG Brandon Jennings SG Dwyane Wade SF Jimmy Butler PF Kristaps Porzingis C Robin Lopez F Karl-Anthony Towns G J.J. Barea UTIL Derrick Rose,,Karl-Anthony Towns,21.74%,62.75
20,641700672,ericchadley,0,176,PG Jrue Holiday SG Jimmy Butler SF Carmelo Anthony PF Kristaps Porzingis C Dirk Nowitzki F Nikola Mirotic G Deron Williams UTIL Tyreke Evans,,Zach LaVine,21.74%,21.5
21,641701094,cullen33,0,172.25,PG Russell Westbrook SG Dwyane Wade SF Carmelo Anthony PF Nikola Mirotic C Taj Gibson F Kyle O'Quinn G Derrick Rose UTIL Wesley Matthews,,Andrew Wiggins,21.74%,16.5
22,641683357,BadBrad420,0,132.25,PG Deron Williams SG Zach LaVine SF Nikola Mirotic PF Kristaps Porzingis C Joakim Noah F Andrew Wiggins G Wesley Matthews UTIL Jimmy Butler,,Wesley Matthews,17.39%,13.5
23,641627545,ReidBolin13,0,0,,,Jimmy Butler,17.39%,13.5
,,,,,,,Dirk Nowitzki,17.39%,40.75
,,,,,,,Buddy Hield,13.04%,28
,,,,,,,Tyreke Evans,13.04%,20
,,,,,,,Andre Roberson,8.70%,18
,,,,,,,E'Twaun Moore,8.70%,15.75
,,,,,,,Courtney Lee,4.35%,9.5
,,,,,,,Brandon Jennings,4.35%,37.25
,,,,,,,Robin Lopez,4.35%,10
,,,,,,,Andrew Bogut,4.35%,11
,,,,,,,Solomon Hill,4.35%,10.25
,,,,,,,Joakim Noah,4.35%,19
,,,,,,,Terrence Jones,4.35%,18.75
,,,,,,,Kyle O'Quinn,4.35%,8.5
