Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,communityBonus,penalty,dvp,value,O/U,±
PG/SG,C.J. McCollum,7300,Por@Phi 07:00PM ET,37.097,POR,False,0,39.393,29.250,31.938,9.274,-0.971,14.500,43.800,209.500,-2.000
C,Marc Gasol,7200,Sac@Mem 08:00PM ET,38.321,MEM,True,0,38.893,29.087,42.250,3.832,-8.445,11.000,43.200,199.500,-8.500
PG,Jrue Holiday,7200,Bkn@NO 08:00PM ET,31.848,NO,True,0,33.643,26.078,27.875,0.000,-0.418,30.000,43.200,221.500,-9.500
C,Rudy Gobert,7100,Uta@Dal 08:30PM ET,36.174,UTA,False,0,43.000,28.300,48.812,3.617,-11.892,12.000,42.600,188.000,-5.500
PF/C,Julius Randle,7000,Ind@LAL 10:30PM ET,31.518,LAL,True,0,30.679,22.190,19.375,0.000,-32.505,23.000,42.000,220.500,3.500
C,Dwight Howard,6900,Chi@Atl 08:00PM ET,36.074,ATL,True,0,33.571,24.141,25.562,9.018,-45.754,8.500,41.400,204.500,-4.000
SF/PF,Jabari Parker,6900,Mil@Orl 07:00PM ET,34.476,MIL,False,0,35.107,25.921,34.625,3.448,-0.415,16.500,41.400,211.000,-3.500
C,Myles Turner,6900,Ind@LAL 10:30PM ET,32.631,IND,False,0,27.286,23.700,23.750,3.263,-33.247,29.000,41.400,220.500,-3.500
C,Brook Lopez,6800,Bkn@NO 08:00PM ET,34.824,BKN,False,0,36.321,27.845,38.812,0.000,-0.457,18.500,40.800,221.500,9.500
C,Nikola Vucevic,6700,Mil@Orl 07:00PM ET,34.250,ORL,True,0,28.429,25.685,28.000,3.425,-37.769,13.000,40.200,211.000,3.500
PG,D'Angelo Russell,6600,Ind@LAL 10:30PM ET,29.159,LAL,True,0,29.036,18.906,16.000,0.000,-31.981,16.500,39.600,220.500,3.500
SG,Klay Thompson,6500,GS@Hou 08:00PM ET,32.067,GS,False,0,31.857,25.045,30.125,0.000,-25.493,27.000,39.000,240.500,-5.000
PG,George Hill,6400,Uta@Dal 08:30PM ET,32.026,UTA,False,1,33.071,22.417,26.438,0.000,-3244.932,1.000,38.400,188.000,-5.500
SG,Dwyane Wade,6300,Chi@Atl 08:00PM ET,33.151,CHI,False,0,29.179,24.667,27.875,0.000,-33.485,24.000,37.800,204.500,4.000
PF/C,Terrence Jones,6200,Bkn@NO 08:00PM ET,23.220,NO,True,0,23.000,15.068,28.062,0.000,-0.304,29.000,37.200,221.500,-9.500
PF/C,Serge Ibaka,6100,Mil@Orl 07:00PM ET,30.564,ORL,True,0,30.893,22.870,25.562,0.000,-0.368,15.500,36.600,211.000,3.500
SF,Rudy Gay,6000,Sac@Mem 08:00PM ET,35.200,SAC,False,1,39.929,27.797,39.438,3.520,-3527.406,7.000,36.000,199.500,8.500
PG,Elfrid Payton,6000,Mil@Orl 07:00PM ET,28.545,ORL,True,0,30.357,20.398,40.938,0.000,-4.150,3.000,36.000,211.000,3.500
PG,Dennis Schroder,5900,Chi@Atl 08:00PM ET,31.345,ATL,True,0,28.821,23.050,27.500,0.000,-2.297,11.000,35.400,204.500,-4.000
PF/C,Zach Randolph,5800,Sac@Mem 08:00PM ET,27.750,MEM,True,0,32.500,22.833,33.312,0.000,-6.116,17.500,34.800,199.500,-8.500
SF/PF,Harrison Barnes,5800,Uta@Dal 08:30PM ET,31.589,DAL,True,0,31.679,24.712,25.812,0.000,-16.702,1.000,34.800,188.000,5.500
SG/SF,Tyreke Evans,5800,Bkn@NO 08:00PM ET,22.217,NO,True,0,21.321,13.781,26.875,2.222,-0.291,30.000,34.800,221.500,-9.500
C,Jonas Valanciunas,5700,Tor@Cha 07:00PM ET,27.756,TOR,False,0,22.929,20.345,27.625,2.776,0.843,26.000,34.200,215.500,-1.000
PG/SG,Malcolm Brogdon,5700,Mil@Orl 07:00PM ET,20.951,MIL,False,0,31.143,13.190,26.000,2.095,-0.252,16.750,34.200,211.000,-3.500
SF,Trevor Ariza,5700,GS@Hou 08:00PM ET,27.994,HOU,True,0,26.536,21.500,26.438,0.000,-17.234,9.500,34.200,240.500,5.000
PG,Patrick Beverley,5600,GS@Hou 08:00PM ET,28.105,HOU,True,0,28.714,21.317,33.000,0.000,4.663,14.500,33.600,240.500,5.000
SG,Eric Gordon,5600,GS@Hou 08:00PM ET,28.488,HOU,True,0,28.357,21.583,23.750,2.849,-18.913,14.000,33.600,240.500,5.000
PF,Thaddeus Young,5500,Ind@LAL 10:30PM ET,25.695,IND,False,0,24.107,19.462,21.625,0.000,-22.192,27.000,33.000,220.500,-3.500
PF/C,Taj Gibson,5400,Chi@Atl 08:00PM ET,25.536,CHI,False,1,23.679,19.281,25.625,0.000,-2575.964,11.500,32.400,204.500,4.000
SF/PF,Aaron Gordon,5400,Mil@Orl 07:00PM ET,22.614,ORL,True,0,26.500,15.354,28.875,2.261,-0.272,23.500,32.400,211.000,3.500
PF/C,Dirk Nowitzki,5400,Uta@Dal 08:30PM ET,25.559,DAL,True,0,21.929,18.500,27.250,0.000,-35.411,1.500,32.400,188.000,5.500
PG/SG,Darren Collison,5300,Sac@Mem 08:00PM ET,23.402,SAC,False,0,17.679,16.833,24.812,0.000,-24.405,5.000,31.800,199.500,8.500
SG/SF,Evan Fournier,5300,Mil@Orl 07:00PM ET,27.068,ORL,True,1,28.964,18.583,16.625,0.000,-2734.365,22.500,31.800,211.000,3.500
PG,Deron Williams,5300,Uta@Dal 08:30PM ET,28.559,DAL,True,0,28.607,20.700,31.312,0.000,-12.720,6.000,31.800,188.000,5.500
PF,Ersan Ilyasova,5300,Por@Phi 07:00PM ET,26.700,PHI,True,0,28.821,19.500,30.625,2.670,-0.699,30.000,31.800,209.500,2.000
PF,Trevor Booker,5300,Bkn@NO 08:00PM ET,28.316,BKN,False,0,22.321,20.421,27.250,0.000,-0.371,25.000,31.800,221.500,9.500
PF/C,Derrick Favors,5200,Uta@Dal 08:30PM ET,20.938,UTA,False,0,19.500,13.333,20.562,2.094,-27.171,7.500,31.200,188.000,-5.500
SF,Robert Covington,5200,Por@Phi 07:00PM ET,24.777,PHI,True,0,29.393,17.500,25.000,2.478,-0.648,21.000,31.200,209.500,2.000
C,Mason Plumlee,5200,Por@Phi 07:00PM ET,30.267,POR,False,0,31.214,23.250,30.688,0.000,-0.792,27.000,31.200,209.500,-2.000
SF,Michael Kidd-Gilchrist,5100,Tor@Cha 07:00PM ET,23.530,CHA,True,0,26.464,17.193,28.562,0.000,0.714,12.000,30.600,215.500,1.000
C,Cody Zeller,5000,Tor@Cha 07:00PM ET,24.071,CHA,True,0,21.429,19.060,25.062,0.000,-16.648,8.500,30.000,215.500,1.000
C,Greg Monroe,5000,Mil@Orl 07:00PM ET,25.556,MIL,False,0,22.893,16.512,16.625,0.000,-0.308,22.500,30.000,211.000,-3.500
PF,Al-Farouq Aminu,5000,Por@Phi 07:00PM ET,21.722,POR,False,0,25.393,15.929,22.500,0.000,-3.103,6.000,30.000,209.500,-2.000
PG,Jeremy Lin,5000,Bkn@NO 08:00PM ET,30.146,BKN,False,1,27.929,25.472,29.125,0.000,-3014.694,27.000,30.000,221.500,9.500
SF,DeMarre Carroll,4900,Tor@Cha 07:00PM ET,19.709,TOR,False,1,12.750,12.905,16.375,0.000,-1988.276,24.000,29.400,215.500,-1.000
PF/C,Montrezl Harrell,4900,GS@Hou 08:00PM ET,18.986,HOU,True,0,26.214,10.224,25.250,1.899,3.150,15.750,29.400,240.500,5.000
PF,Ryan Anderson,4800,GS@Hou 08:00PM ET,24.349,HOU,True,1,17.714,16.670,18.062,0.000,-2455.234,9.000,28.800,240.500,5.000
PF,Marvin Williams,4700,Tor@Cha 07:00PM ET,22.014,CHA,True,0,23.607,16.111,23.688,2.201,0.668,22.000,28.200,215.500,1.000
PF,Nikola Mirotic,4600,Chi@Atl 08:00PM ET,21.216,CHI,False,0,20.857,13.395,16.438,0.000,-1.555,19.000,27.600,204.500,4.000
SG/SF,Wesley Matthews,4600,Uta@Dal 08:30PM ET,26.110,DAL,True,0,23.643,19.440,27.875,0.000,-13.805,1.000,27.600,188.000,5.500
SG,Lou Williams,4600,Ind@LAL 10:30PM ET,27.598,LAL,True,0,24.357,18.102,27.938,0.000,-27.720,26.000,27.600,220.500,3.500
SG/SF,Kent Bazemore,4500,Chi@Atl 08:00PM ET,21.694,ATL,True,0,20.643,13.200,22.875,2.169,-22.330,12.500,27.000,204.500,-4.000
SG,Jeremy Lamb,4500,Tor@Cha 07:00PM ET,18.536,CHA,True,1,15.429,8.188,19.812,0.000,-1852.852,2.000,27.000,215.500,1.000
SG,Tony Allen,4500,Sac@Mem 08:00PM ET,22.453,MEM,True,0,22.571,15.825,26.062,0.000,-4.948,21.000,27.000,199.500,-8.500
PF,JaMychal Green,4500,Sac@Mem 08:00PM ET,23.093,MEM,True,0,22.714,16.087,22.438,0.000,-5.089,24.000,27.000,199.500,-8.500
SG,Jodie Meeks,4500,Mil@Orl 07:00PM ET,16.792,ORL,True,1,15.286,9.188,19.250,0.000,-1679.234,16.000,27.000,211.000,3.500
C,Nerlens Noel,4500,Por@Phi 07:00PM ET,15.982,PHI,True,0,15.036,10.062,17.000,1.598,-0.418,28.000,27.000,209.500,2.000
SG,Bojan Bogdanovic,4500,Bkn@NO 08:00PM ET,21.598,BKN,False,0,17.643,15.719,24.438,0.000,-0.283,18.000,27.000,221.500,9.500
PG,Michael Carter-Williams,4400,Chi@Atl 08:00PM ET,19.359,CHI,False,0,19.500,13.861,21.750,0.000,-1.419,24.000,26.400,204.500,4.000
SF,Doug McDermott,4400,Chi@Atl 08:00PM ET,17.400,CHI,False,0,17.857,10.375,22.375,0.000,-1.275,22.000,26.400,204.500,4.000
C,Robin Lopez,4400,Chi@Atl 08:00PM ET,22.698,CHI,False,0,19.750,16.524,27.125,0.000,-2044.483,4.000,26.400,204.500,4.000
SG/SF,Joe Ingles,4400,Uta@Dal 08:30PM ET,15.221,UTA,False,0,21.321,7.635,18.938,0.000,-1376.416,6.250,26.400,188.000,-5.500
SG,Rodney Hood,4400,Uta@Dal 08:30PM ET,23.493,UTA,False,1,13.429,15.625,28.000,0.000,-2359.137,7.500,26.400,188.000,-5.500
SF/PF,Anthony Tolliver,4300,Sac@Mem 08:00PM ET,14.216,SAC,False,0,16.643,7.062,17.188,0.000,-1283.995,5.750,25.800,199.500,8.500
SF/PF,Dario Saric,4300,Por@Phi 07:00PM ET,20.944,PHI,True,0,18.500,13.238,23.375,2.094,-0.548,25.500,25.800,209.500,2.000
C,Jahlil Okafor,4300,Por@Phi 07:00PM ET,21.050,PHI,True,0,24.643,13.019,21.188,0.000,-0.551,28.000,25.800,209.500,2.000
PG/SG,Garrett Temple,4200,Sac@Mem 08:00PM ET,17.439,SAC,False,0,26.000,12.478,20.188,0.000,-1575.097,5.000,25.200,199.500,8.500
PG,Sergio Rodriguez,4200,Por@Phi 07:00PM ET,22.708,PHI,True,0,16.250,14.105,16.500,0.000,-2067.306,13.000,25.200,209.500,2.000
SF,Luol Deng,4200,Ind@LAL 10:30PM ET,20.512,LAL,True,0,18.893,13.460,15.812,0.000,-1844.491,12.000,25.200,220.500,3.500
SF,Brandon Ingram,4200,Ind@LAL 10:30PM ET,17.859,LAL,True,0,21.143,12.948,21.688,0.000,-1619.113,12.000,25.200,220.500,3.500
SF/PF,Matt Barnes,4100,Sac@Mem 08:00PM ET,19.197,SAC,False,0,18.786,12.310,16.750,0.000,-1733.880,5.750,24.600,199.500,8.500
SF/PF,Michael Beasley,4100,Mil@Orl 07:00PM ET,16.929,MIL,False,0,22.429,9.434,18.062,0.000,-17.014,16.500,24.600,211.000,-3.500
PG,Shelvin Mack,4100,Uta@Dal 08:30PM ET,16.195,UTA,False,0,15.000,8.961,4.875,0.000,-1477.900,1.000,24.600,188.000,-5.500
SG/SF,Evan Turner,4100,Por@Phi 07:00PM ET,21.238,POR,False,0,20.429,15.652,20.562,0.000,-0.556,20.500,24.600,209.500,-2.000
SG,Sean Kilpatrick,4100,Bkn@NO 08:00PM ET,24.543,BKN,False,0,20.964,15.830,16.938,0.000,-31.027,18.000,24.600,221.500,9.500
PG/SG,Jordan Clarkson,4100,Ind@LAL 10:30PM ET,23.120,LAL,True,0,18.036,15.729,20.938,2.312,-18.959,21.250,24.600,220.500,3.500
PF/C,Lucas Nogueira,4000,Tor@Cha 07:00PM ET,17.096,TOR,False,1,13.500,10.829,18.625,0.000,-1723.433,18.000,24.000,215.500,-1.000
PG,Ty Lawson,4000,Sac@Mem 08:00PM ET,19.923,SAC,False,1,21.429,12.139,19.250,1.992,-1998.484,7.000,24.000,199.500,8.500
C,Clint Capela,4000,GS@Hou 08:00PM ET,25.767,HOU,True,0,26.536,18.950,20.000,0.000,1.698,22.500,24.000,240.500,5.000
SF,Maurice Harkless,4000,Por@Phi 07:00PM ET,23.179,POR,False,0,19.357,14.861,15.312,0.000,-19.327,24.000,24.000,209.500,-2.000
SF,Rondae Hollis-Jefferson,4000,Bkn@NO 08:00PM ET,19.514,BKN,False,0,20.143,13.560,24.438,0.000,-2.207,16.500,24.000,221.500,9.500
PG,Rajon Rondo,3900,Chi@Atl 08:00PM ET,27.037,CHI,False,0,19.429,18.125,15.188,0.000,-34.606,24.000,23.400,204.500,4.000
SG,Seth Curry,3900,Uta@Dal 08:30PM ET,19.974,DAL,True,0,18.929,14.062,21.875,0.000,-1806.224,1.000,23.400,188.000,5.500
SG,Nick Young,3900,Ind@LAL 10:30PM ET,20.974,LAL,True,0,17.036,12.974,18.812,0.000,-17.696,26.000,23.400,220.500,3.500
PG,Cory Joseph,3800,Tor@Cha 07:00PM ET,18.683,TOR,False,0,21.607,12.708,20.125,0.000,-14.723,19.000,22.800,215.500,-1.000
SG/SF,Terrence Ross,3800,Tor@Cha 07:00PM ET,18.110,TOR,False,0,20.893,12.920,20.000,1.811,0.550,22.500,22.800,215.500,-1.000
SG/SF,Marco Belinelli,3700,Tor@Cha 07:00PM ET,18.581,CHA,True,0,15.643,12.762,16.688,0.000,-1671.726,7.000,22.200,215.500,1.000
PF,Frank Kaminsky,3700,Tor@Cha 07:00PM ET,20.656,CHA,True,0,25.000,14.978,19.500,0.000,0.627,22.000,22.200,215.500,1.000
PG,Andrew Harrison,3700,Sac@Mem 08:00PM ET,17.140,MEM,True,0,11.964,10.630,7.250,0.000,-5.491,21.500,22.200,199.500,-8.500
SG/SF,Allen Crabbe,3700,Por@Phi 07:00PM ET,18.193,POR,False,0,16.393,12.300,11.938,0.000,-14.710,20.500,22.200,209.500,-2.000
PF,Richaun Holmes,3700,Por@Phi 07:00PM ET,16.393,PHI,True,0,14.143,7.667,16.438,0.000,-0.429,30.000,22.200,209.500,2.000
SG/SF,Thabo Sefolosha,3600,Chi@Atl 08:00PM ET,19.712,ATL,True,0,16.857,12.632,15.062,0.000,-1775.524,12.500,21.600,204.500,-4.000
PG,J.J. Barea,3600,Uta@Dal 08:30PM ET,24.162,DAL,True,0,27.625,18.275,21.500,0.000,-2184.939,6.000,21.600,188.000,5.500
PG,Spencer Dinwiddie,3600,Bkn@NO 08:00PM ET,13.694,BKN,False,0,18.214,6.556,16.625,0.000,-1.549,27.000,21.600,221.500,9.500
PF/C,Spencer Hawes,3500,Tor@Cha 07:00PM ET,16.552,CHA,True,0,11.321,9.235,20.062,0.000,0.502,15.250,21.000,215.500,1.000
SF,Omri Casspi,3500,Sac@Mem 08:00PM ET,13.614,SAC,False,1,16.964,7.100,9.062,0.000,-1375.296,7.000,21.000,199.500,8.500
C,John Henson,3500,Mil@Orl 07:00PM ET,18.019,MIL,False,0,12.429,11.643,18.312,0.000,-0.217,22.500,21.000,211.000,-3.500
SF/PF,Sam Dekker,3500,GS@Hou 08:00PM ET,15.250,HOU,True,0,15.571,10.615,19.875,0.000,-1371.495,9.250,21.000,240.500,5.000
SF,Andre Iguodala,3500,GS@Hou 08:00PM ET,17.817,GS,False,0,19.393,12.550,21.125,0.000,1.174,24.000,21.000,240.500,-5.000
C,Zaza Pachulia,3500,GS@Hou 08:00PM ET,18.007,GS,False,0,21.571,12.512,21.938,0.000,1.187,20.500,21.000,240.500,-5.000
SG,Nik Stauskas,3500,Por@Phi 07:00PM ET,16.592,PHI,True,0,13.643,10.963,10.625,0.000,-1493.714,9.000,21.000,209.500,2.000
PG,Jerian Grant,3400,Chi@Atl 08:00PM ET,10.932,CHI,False,0,14.393,4.667,15.312,0.000,-0.801,24.000,20.400,204.500,4.000
PG,Ramon Sessions,3400,Tor@Cha 07:00PM ET,13.274,CHA,True,0,12.857,9.641,13.938,0.000,-1194.257,9.000,20.400,215.500,1.000
SG/SF,Vince Carter,3400,Sac@Mem 08:00PM ET,17.649,MEM,True,0,17.500,12.762,17.812,0.000,-5.655,15.250,20.400,199.500,-8.500
C,Bismack Biyombo,3400,Mil@Orl 07:00PM ET,19.808,ORL,True,0,21.750,13.823,22.188,0.000,-1782.958,13.000,20.400,211.000,3.500
PG,Shaun Livingston,3400,GS@Hou 08:00PM ET,11.226,GS,False,0,11.321,8.205,12.812,0.000,-1009.600,10.000,20.400,240.500,-5.000
SG/SF,Joe Johnson,3400,Uta@Dal 08:30PM ET,15.518,UTA,False,0,17.179,8.225,14.812,0.000,-1403.273,6.250,20.400,188.000,-5.500
SG,Buddy Hield,3400,Bkn@NO 08:00PM ET,15.756,NO,True,0,21.036,8.137,14.312,0.000,-1.782,30.000,20.400,221.500,-9.500
PF/C,Justin Hamilton,3400,Bkn@NO 08:00PM ET,16.806,BKN,False,0,19.607,10.472,18.062,0.000,-1.901,21.750,20.400,221.500,9.500
PF/C,Kris Humphries,3300,Chi@Atl 08:00PM ET,10.735,ATL,True,0,9.964,5.083,19.938,0.000,-966.937,12.500,19.800,204.500,-4.000
PF,Patrick Patterson,3300,Tor@Cha 07:00PM ET,19.197,TOR,False,1,15.786,13.219,10.125,0.000,-1932.992,10.000,19.800,215.500,-1.000
PG/SG,Matthew Dellavedova,3300,Mil@Orl 07:00PM ET,19.556,MIL,False,0,14.250,13.079,9.438,0.000,-15.379,16.750,19.800,211.000,-3.500
PG,D.J. Augustin,3300,Mil@Orl 07:00PM ET,16.267,ORL,True,0,17.786,11.490,16.438,0.000,-1464.226,3.000,19.800,211.000,3.500
SF,Tony Snell,3300,Mil@Orl 07:00PM ET,16.581,MIL,False,0,12.036,10.955,13.188,0.000,-11.664,19.000,19.800,211.000,-3.500
C,Andrew Bogut,3300,Uta@Dal 08:30PM ET,19.614,DAL,True,1,16.357,14.604,12.188,0.000,-1982.492,2.000,19.800,188.000,5.500
PG,Isaiah Whitehead,3300,Bkn@NO 08:00PM ET,15.788,BKN,False,0,15.857,11.250,13.438,0.000,-1.786,27.000,19.800,221.500,9.500
SG/SF,Caris LeVert,3300,Bkn@NO 08:00PM ET,13.738,BKN,False,0,16.821,8.596,21.188,0.000,-1.554,17.250,19.800,221.500,9.500
SG,Monta Ellis,3300,Ind@LAL 10:30PM ET,19.455,IND,False,0,11.643,11.029,12.688,0.000,-18.075,21.000,19.800,220.500,-3.500
C,Ivica Zubac,3300,Ind@LAL 10:30PM ET,9.386,LAL,True,0,14.562,1.857,15.062,0.000,0.727,17.000,19.800,220.500,3.500
SF,Chandler Parsons,3200,Sac@Mem 08:00PM ET,11.944,MEM,True,0,12.042,7.143,13.562,0.000,-1078.787,9.500,19.200,199.500,-8.500
SG,E'Twaun Moore,3200,Bkn@NO 08:00PM ET,18.288,NO,True,0,16.250,13.262,17.812,0.000,-12.963,30.000,19.200,221.500,-9.500
SF,Solomon Hill,3200,Bkn@NO 08:00PM ET,15.707,NO,True,0,13.679,10.770,15.188,0.000,-1.777,30.000,19.200,221.500,-9.500
SF,C.J. Miles,3200,Ind@LAL 10:30PM ET,18.414,IND,False,0,15.786,10.986,13.375,0.000,-14.416,28.000,19.200,220.500,-3.500
PG,Malcolm Delaney,3100,Chi@Atl 08:00PM ET,13.131,ATL,True,0,15.786,7.361,17.062,0.000,-1182.752,11.000,18.600,204.500,-4.000
SG/SF,Norman Powell,3100,Tor@Cha 07:00PM ET,11.125,TOR,False,0,8.571,5.250,12.625,0.000,0.338,22.500,18.600,215.500,-1.000
SF,James Ennis III,3100,Sac@Mem 08:00PM ET,17.367,MEM,True,0,12.643,11.233,17.812,0.000,-1568.594,9.500,18.600,199.500,-8.500
SF/PF,Jeff Green,3100,Mil@Orl 07:00PM ET,15.907,ORL,True,0,13.107,10.448,22.688,0.000,-0.192,23.500,18.600,211.000,3.500
SG,Alec Burks,3100,Uta@Dal 08:30PM ET,4.464,UTA,False,0,3.375,0.375,7.750,0.000,-403.674,7.500,18.600,188.000,-5.500
PF/C,Dwight Powell,3100,Uta@Dal 08:30PM ET,17.440,DAL,True,0,15.500,11.739,10.688,0.000,-1577.077,1.500,18.600,188.000,5.500
C,Donatas Motiejunas,3100,Bkn@NO 08:00PM ET,11.625,NO,True,0,7.375,4.667,6.375,0.000,-1.315,30.000,18.600,221.500,-9.500
C,Al Jefferson,3100,Ind@LAL 10:30PM ET,15.909,IND,False,0,18.179,11.070,17.562,0.000,1.232,29.000,18.600,220.500,-3.500
PG,Isaiah Canaan,3000,Chi@Atl 08:00PM ET,10.768,CHI,False,0,12.393,5.703,3.312,0.000,-8.965,24.000,18.000,204.500,4.000
SG/SF,Denzel Valentine,3000,Chi@Atl 08:00PM ET,6.865,CHI,False,0,13.179,2.922,15.125,0.000,-0.503,23.000,18.000,204.500,4.000
SF,Mike Dunleavy,3000,Chi@Atl 08:00PM ET,10.130,ATL,True,0,13.536,5.641,13.875,0.000,-912.442,12.000,18.000,204.500,-4.000
SF,Taurean Prince,3000,Chi@Atl 08:00PM ET,8.170,ATL,True,0,6.393,2.446,4.125,0.000,-741.576,12.000,18.000,204.500,-4.000
SF,DeAndre' Bembry,3000,Chi@Atl 08:00PM ET,4.656,ATL,True,0,2.643,2.125,6.125,0.000,-419.381,12.000,18.000,204.500,-4.000
SF,Paul Zipser,3000,Chi@Atl 08:00PM ET,4.462,CHI,False,0,5.607,1.688,10.938,0.000,-0.327,22.000,18.000,204.500,4.000
PF/C,Mike Muscala,3000,Chi@Atl 08:00PM ET,16.594,ATL,True,1,10.286,9.344,11.375,0.000,-1672.383,12.500,18.000,204.500,-4.000
PF,Mike Scott,3000,Chi@Atl 08:00PM ET,7.725,ATL,True,0,10.917,3.650,5.875,0.000,-0.566,16.500,18.000,204.500,-4.000
PF,Bobby Portis,3000,Chi@Atl 08:00PM ET,9.500,CHI,False,0,12.429,5.361,10.375,0.000,-0.696,19.000,18.000,204.500,4.000
C,Cristiano Felicio,3000,Chi@Atl 08:00PM ET,12.407,CHI,False,0,13.321,6.737,10.188,0.000,-1126.942,4.000,18.000,204.500,4.000
PG,Brian Roberts,3000,Tor@Cha 07:00PM ET,3.045,CHA,True,0,2.500,0.542,2.375,0.000,-273.958,9.000,18.000,215.500,1.000
PG,Fred VanVleet,3000,Tor@Cha 07:00PM ET,5.673,TOR,False,0,9.333,2.100,8.375,0.000,0.172,19.000,18.000,215.500,-1.000
SF,Treveon Graham,3000,Tor@Cha 07:00PM ET,3.231,CHA,True,0,3.357,0.929,2.125,0.000,-290.692,12.000,18.000,215.500,1.000
PF,Jared Sullinger,3000,Tor@Cha 07:00PM ET,11.750,TOR,False,0,10.625,9.500,10.625,1.175,-1059.013,10.000,18.000,215.500,-1.000
PF,Pascal Siakam,3000,Tor@Cha 07:00PM ET,11.949,TOR,False,0,11.179,6.400,11.688,0.000,-1075.047,10.000,18.000,215.500,-1.000
C,Roy Hibbert,3000,Tor@Cha 07:00PM ET,13.293,CHA,True,0,13.036,8.537,14.125,0.000,-1195.966,8.500,18.000,215.500,1.000
C,Jakob Poeltl,3000,Tor@Cha 07:00PM ET,6.906,TOR,False,0,6.536,3.054,3.688,0.000,0.210,26.000,18.000,215.500,-1.000
PG,Wade Baldwin IV,3000,Sac@Mem 08:00PM ET,9.402,MEM,True,0,9.214,3.327,3.125,0.000,-3.012,21.500,18.000,199.500,-8.500
SG,Arron Afflalo,3000,Sac@Mem 08:00PM ET,12.301,SAC,False,0,10.536,6.706,12.250,0.000,-1111.031,3.000,18.000,199.500,8.500
SG,Troy Daniels,3000,Sac@Mem 08:00PM ET,14.617,MEM,True,0,11.643,5.368,6.188,0.000,-21.554,21.000,18.000,199.500,-8.500
SG,Ben McLemore,3000,Sac@Mem 08:00PM ET,8.641,SAC,False,0,9.929,2.554,1.312,0.000,-780.458,3.000,18.000,199.500,8.500
