Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,dvp,value,LastGame,fvalue,O/U,odds
SF,Trevor Ariza,5200,Hou@Dal 08:30PM ET,27.563,Hou,0,0,24.429,21.235,24.125,3.000,31.200,22.750,0.313,209.000,-5.000
PF/C,Zach Randolph,5100,Mem@Bos 07:30PM ET,26.298,Mem,0,0,26.929,21.295,27.375,22.000,30.600,33.500,0.266,198.000,7.500
C,Steven Adams,5100,OKC@Mia 07:30PM ET,26.282,OKC,0,0,26.643,20.297,29.188,17.000,30.600,28.500,0.286,203.000,-4.500
PG,D'Angelo Russell,5100,Uta@LAL 10:30PM ET,28.762,LAL,1,0,26.750,21.208,24.125,7.000,30.600,10.750,0.398,204.000,5.500
PG,Tyler Johnson,5000,OKC@Mia 07:30PM ET,27.422,Mia,1,0,29.250,21.078,31.188,22.500,30.000,25.500,0.376,203.000,4.500
PG,Shelvin Mack,5000,Uta@LAL 10:30PM ET,17.435,Uta,0,0,14.464,11.250,18.062,27.500,30.000,12.750,0.058,204.000,-5.500
C,Enes Kanter,4900,OKC@Mia 07:30PM ET,24.016,OKC,0,0,28.893,16.444,32.438,17.000,29.400,32.000,0.315,203.000,-4.500
C,Clint Capela,4900,Hou@Dal 08:30PM ET,26.804,Hou,0,0,24.286,20.607,20.062,11.000,29.400,14.500,0.362,209.000,-5.000
SG,Lou Williams,4900,Uta@LAL 10:30PM ET,29.647,LAL,1,0,35.679,22.542,26.062,1.000,29.400,28.500,0.509,204.000,5.500
PF/C,Montrezl Harrell,4800,Hou@Dal 08:30PM ET,14.946,Hou,0,0,18.714,7.192,23.125,7.000,28.800,13.000,0.090,209.000,-5.000
PF,Dirk Nowitzki,4700,Hou@Dal 08:30PM ET,23.714,Dal,1,0,15.500,16.550,19.812,16.500,28.200,10.250,0.274,209.000,5.000
PF,James Johnson,4600,OKC@Mia 07:30PM ET,23.148,Mia,1,0,26.929,14.981,32.312,16.500,27.600,28.250,0.326,203.000,4.500
SG,Tony Allen,4500,Mem@Bos 07:30PM ET,21.933,Mem,0,0,24.107,15.518,21.312,14.000,27.000,34.750,0.300,198.000,7.500
PF,JaMychal Green,4400,Mem@Bos 07:30PM ET,23.174,Mem,0,0,25.214,15.812,20.000,24.000,26.400,24.500,0.354,198.000,7.500
SG/SF,Josh Richardson,4400,OKC@Mia 07:30PM ET,19.833,Mia,1,0,21.250,12.667,23.562,9.000,26.400,35.750,0.246,203.000,4.500
SG/SF,Marcus Smart,4300,Mem@Bos 07:30PM ET,23.848,Bos,1,0,22.750,18.867,27.812,6.250,25.800,33.000,0.411,198.000,-7.500
SG/SF,Joe Ingles,4300,Uta@LAL 10:30PM ET,14.669,Uta,0,0,14.679,7.237,26.188,24.500,25.800,22.000,0.162,204.000,-5.500
PG,J.J. Barea,4200,Hou@Dal 08:30PM ET,27.932,Dal,1,0,32.083,21.708,20.312,13.500,25.200,10.750,0.630,209.000,5.000
PG/SG,Jordan Clarkson,4200,Uta@LAL 10:30PM ET,23.743,LAL,1,0,23.893,16.484,18.562,4.000,25.200,25.250,0.432,204.000,5.500
SG,Nick Young,4100,Uta@LAL 10:30PM ET,22.028,LAL,1,0,23.964,13.750,21.312,1.000,24.600,11.500,0.369,204.000,5.500
C,Andrew Bogut,4000,Hou@Dal 08:30PM ET,22.188,Dal,1,0,21.893,16.531,19.188,23.000,24.000,13.500,0.347,209.000,5.000
PF/C,Dwight Powell,3900,Hou@Dal 08:30PM ET,18.161,Dal,1,0,19.893,12.853,19.438,19.750,23.400,22.500,0.235,209.000,5.000
SF,Andre Roberson,3800,OKC@Mia 07:30PM ET,19.161,OKC,0,0,15.179,10.865,16.438,10.500,22.800,5.750,0.305,203.000,-4.500
PF/C,Derrick Favors,3800,Uta@LAL 10:30PM ET,20.188,Uta,0,0,25.250,13.568,15.500,28.250,22.800,18.500,0.403,204.000,-5.500
SF,Wayne Ellington,3700,OKC@Mia 07:30PM ET,21.182,Mia,1,0,16.875,13.750,15.312,7.000,22.200,2.000,0.386,203.000,4.500
SF/PF,Larry Nance Jr.,3700,Uta@LAL 10:30PM ET,19.143,LAL,1,0,21.929,12.214,21.000,1.000,22.200,21.500,0.358,204.000,5.500
C,Willie Reed,3600,OKC@Mia 07:30PM ET,9.739,Mia,1,0,8.179,4.938,11.000,12.000,21.600,17.000,0.058,203.000,4.500
SG,Seth Curry,3600,Hou@Dal 08:30PM ET,20.241,Dal,1,0,19.607,14.433,22.312,26.000,21.600,22.750,0.441,209.000,5.000
PG,Andrew Harrison,3500,Mem@Bos 07:30PM ET,18.094,Mem,0,0,24.750,11.975,21.312,25.500,21.000,30.750,0.390,198.000,7.500
PF/C,Amir Johnson,3500,Mem@Bos 07:30PM ET,16.718,Bos,1,0,18.500,9.500,25.812,2.500,21.000,23.000,0.334,198.000,-7.500
SF,Chandler Parsons,3400,Mem@Bos 07:30PM ET,11.556,Mem,0,0,11.625,5.875,9.125,13.000,20.400,1.250,0.099,198.000,7.500
PF/C,Kelly Olynyk,3400,Mem@Bos 07:30PM ET,18.020,Bos,1,0,18.321,9.909,16.812,2.500,20.400,20.250,0.399,198.000,-7.500
SF,Dorian Finney-Smith,3400,Hou@Dal 08:30PM ET,12.283,Dal,1,0,19.214,6.961,8.875,25.000,20.400,6.250,0.167,209.000,5.000
SF,Brandon Ingram,3400,Uta@LAL 10:30PM ET,17.029,LAL,1,0,16.143,12.118,14.562,1.000,20.400,9.500,0.303,204.000,5.500
PF,Trey Lyles,3400,Uta@LAL 10:30PM ET,18.177,Uta,0,0,16.607,12.544,19.188,26.500,20.400,14.000,0.377,204.000,-5.500
C,Timofey Mozgov,3400,Uta@LAL 10:30PM ET,16.530,LAL,1,0,16.429,11.711,19.438,2.000,20.400,21.500,0.295,204.000,5.500
PG,Terry Rozier,3300,Mem@Bos 07:30PM ET,14.442,Bos,1,0,15.357,8.897,5.250,8.000,19.800,9.000,0.239,198.000,-7.500
SF,James Ennis III,3300,Mem@Bos 07:30PM ET,18.526,Mem,0,0,15.500,12.659,17.688,13.000,19.800,16.750,0.429,198.000,7.500
C,Nene Hilario,3300,Hou@Dal 08:30PM ET,14.667,Hou,0,0,15.286,9.679,16.438,11.000,19.800,24.250,0.229,209.000,-5.000
SG/SF,Joe Johnson,3300,Uta@LAL 10:30PM ET,16.589,Uta,0,0,12.214,9.143,11.438,24.500,19.800,14.500,0.351,204.000,-5.500
SF/PF,Jerami Grant,3200,OKC@Mia 07:30PM ET,13.683,OKC,0,0,12.286,9.875,14.812,8.750,19.200,13.500,0.125,203.000,-4.500
SF/PF,Sam Dekker,3200,Hou@Dal 08:30PM ET,15.313,Hou,0,0,18.071,10.333,17.250,3.000,19.200,33.250,0.325,209.000,-5.000
PF,Thomas Robinson,3200,Uta@LAL 10:30PM ET,10.952,LAL,1,0,15.107,4.979,20.438,1.000,19.200,15.250,0.165,204.000,5.500
C,Salah Mejri,3100,Hou@Dal 08:30PM ET,11.806,Dal,1,0,15.214,5.344,12.812,23.000,18.600,6.500,0.209,209.000,5.000
PG,Demetrius Jackson,3000,Mem@Bos 07:30PM ET,5.000,Bos,1,0,7.625,1.583,5.000,8.000,18.000,2.750,0.082,198.000,-7.500
PG,Wade Baldwin IV,3000,Mem@Bos 07:30PM ET,10.138,Mem,0,0,8.143,4.125,1.375,25.500,18.000,-1.000,0.210,198.000,7.500
SG/SF,Vince Carter,3000,Mem@Bos 07:30PM ET,17.673,Mem,0,0,13.786,13.235,13.000,13.500,18.000,15.750,0.478,198.000,7.500
SG,Gerald Green,3000,Mem@Bos 07:30PM ET,9.250,Bos,1,0,14.571,5.472,15.812,6.500,18.000,29.750,0.180,198.000,-7.500
SG,Troy Daniels,3000,Mem@Bos 07:30PM ET,14.920,Mem,0,0,18.786,5.865,13.625,14.000,18.000,9.000,0.395,198.000,7.500
SG,Troy Williams,3000,Mem@Bos 07:30PM ET,10.720,Mem,0,0,11.821,2.729,4.188,14.000,18.000,0.000,0.234,198.000,7.500
SG,James Young,3000,Mem@Bos 07:30PM ET,3.523,Bos,1,0,2.500,0.594,2.125,6.500,18.000,1.250,0.033,198.000,-7.500
SF,Jaylen Brown,3000,Mem@Bos 07:30PM ET,9.540,Bos,1,0,4.893,4.592,5.688,6.000,18.000,1.500,0.128,198.000,-7.500
PF/C,Jarell Martin,3000,Mem@Bos 07:30PM ET,11.531,Mem,0,0,11.607,5.544,7.875,22.000,18.000,1.250,0.184,198.000,7.500
PF,Jonas Jerebko,3000,Mem@Bos 07:30PM ET,11.395,Bos,1,0,12.393,6.953,7.562,4.000,18.000,2.750,0.098,198.000,-7.500
PF,Jordan Mickey,3000,Mem@Bos 07:30PM ET,5.306,Bos,1,0,4.188,1.812,5.500,4.000,18.000,7.750,0.014,198.000,-7.500
PF,Deyonta Davis,3000,Mem@Bos 07:30PM ET,5.881,Mem,0,0,4.143,2.062,4.750,24.000,18.000,11.000,0.041,198.000,7.500
C,Tyler Zeller,3000,Mem@Bos 07:30PM ET,10.920,Bos,1,0,3.893,3.817,2.688,1.000,18.000,1.250,0.222,198.000,-7.500
PG,Semaj Christon,3000,OKC@Mia 07:30PM ET,9.158,OKC,0,0,9.929,4.667,9.000,6.000,18.000,5.250,0.044,203.000,-4.500
SG,Anthony Morrow,3000,OKC@Mia 07:30PM ET,9.340,OKC,0,0,11.607,4.232,6.250,3.000,18.000,11.000,0.110,203.000,-4.500
SG,Rodney McGruder,3000,OKC@Mia 07:30PM ET,14.667,Mia,1,0,14.214,7.846,12.000,11.000,18.000,10.250,0.321,203.000,4.500
SG,Alex Abrines,3000,OKC@Mia 07:30PM ET,7.698,OKC,0,0,10.107,3.577,17.688,3.000,18.000,20.500,0.075,203.000,-4.500
SF/PF,Luke Babbitt,3000,OKC@Mia 07:30PM ET,7.781,Mia,1,0,4.857,3.192,6.375,11.750,18.000,8.750,0.051,203.000,4.500
SF,Kyle Singler,3000,OKC@Mia 07:30PM ET,4.515,OKC,0,0,5.536,1.250,2.938,10.500,18.000,2.000,0.002,203.000,-4.500
SF,Derrick Williams,3000,OKC@Mia 07:30PM ET,11.985,Mia,1,0,10.964,7.425,12.875,7.000,18.000,13.500,0.183,203.000,4.500
PF/C,Josh McRoberts,3000,OKC@Mia 07:30PM ET,13.523,Mia,1,0,15.107,8.917,9.188,14.250,18.000,10.000,0.234,203.000,4.500
PF/C,Joffrey Lauvergne,3000,OKC@Mia 07:30PM ET,13.537,OKC,0,0,13.000,8.722,15.125,12.000,18.000,7.000,0.264,203.000,-4.500
PF,Udonis Haslem,3000,OKC@Mia 07:30PM ET,2.750,Mia,1,0,2.150,0.958,2.500,16.500,18.000,0.000,0.008,203.000,4.500
PF,Domantas Sabonis,3000,OKC@Mia 07:30PM ET,14.702,OKC,0,0,14.464,9.779,15.938,7.000,18.000,14.250,0.318,203.000,-4.500
C,Nick Collison,3000,OKC@Mia 07:30PM ET,3.944,OKC,0,0,5.562,0.500,6.500,17.000,18.000,0.000,0.015,203.000,-4.500
PG/SG,Devin Harris,3000,Hou@Dal 08:30PM ET,9.283,Dal,1,0,11.607,3.812,8.500,19.750,18.000,4.750,0.110,209.000,5.000
PG,Tyler Ennis,3000,Hou@Dal 08:30PM ET,5.361,Hou,0,0,6.393,2.568,5.062,1.000,18.000,11.500,0.012,209.000,-5.000
SG/SF,Corey Brewer,3000,Hou@Dal 08:30PM ET,8.375,Hou,0,0,6.393,4.903,8.625,3.500,18.000,15.750,0.036,209.000,-5.000
SG,Jonathan Gibson,3000,Hou@Dal 08:30PM ET,10.912,Dal,1,0,7.750,2.188,2.062,26.000,18.000,0.000,0.260,209.000,5.000
SG,Nicolas Brussino,3000,Hou@Dal 08:30PM ET,4.663,Dal,1,0,4.893,1.483,2.875,26.000,18.000,11.500,0.012,209.000,5.000
SF,K.J. McDaniels,3000,Hou@Dal 08:30PM ET,6.667,Hou,0,0,5.964,2.455,2.812,3.000,18.000,4.250,0.038,209.000,-5.000
SF,Justin Anderson,3000,Hou@Dal 08:30PM ET,15.155,Dal,1,0,16.607,10.283,15.188,25.000,18.000,33.000,0.381,209.000,5.000
PF,Kyle Wiltjer,3000,Hou@Dal 08:30PM ET,2.500,Hou,0,0,1.042,0.375,2.812,3.000,18.000,0.000,0.009,209.000,-5.000
C,A.J. Hammons,3000,Hou@Dal 08:30PM ET,3.906,Dal,1,0,4.571,1.725,4.438,23.000,18.000,0.000,0.003,209.000,5.000
PG,Jose Calderon,3000,Uta@LAL 10:30PM ET,10.983,LAL,1,0,16.000,5.750,9.938,7.000,18.000,7.250,0.240,204.000,5.500
PG,Marcelo Huertas,3000,Uta@LAL 10:30PM ET,9.679,LAL,1,0,7.400,3.969,15.875,7.000,18.000,14.000,0.170,204.000,5.500
PG,Raul Neto,3000,Uta@LAL 10:30PM ET,4.483,Uta,0,0,7.100,1.275,8.438,27.500,18.000,13.000,0.026,204.000,-5.500
PG,Dante Exum,3000,Uta@LAL 10:30PM ET,12.446,Uta,0,0,12.393,6.682,10.188,27.500,18.000,6.750,0.172,204.000,-5.500
SF,Metta World Peace,3000,Uta@LAL 10:30PM ET,3.135,LAL,1,0,2.375,0.781,0.875,1.000,18.000,0.000,0.004,204.000,5.500
PF/C,Boris Diaw,3000,Uta@LAL 10:30PM ET,11.659,Uta,0,0,12.714,6.429,12.250,28.250,18.000,14.000,0.211,204.000,-5.500
PF,Joel Bolomboy,3000,Uta@LAL 10:30PM ET,2.833,Uta,0,0,3.550,1.050,2.812,26.500,18.000,3.500,0.004,204.000,-5.500
C,Jeff Withey,3000,Uta@LAL 10:30PM ET,8.293,Uta,0,0,9.714,4.542,10.188,30.000,18.000,9.750,0.042,204.000,-5.500
C,Tarik Black,3000,Uta@LAL 10:30PM ET,14.281,LAL,1,0,18.607,9.386,11.125,2.000,18.000,0.750,0.257,204.000,5.500
