Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,LastGame,dvp,value,fvalue,odds,O/U,penalty,Final
PF,Marquese Chriss,3900,Pho@Min 08:00PM ET,13.694,Pho,0,0,14.179,9.083,21.312,20.500,7.500,23.400,0.092,6.000,213.000,-0.246,15.500
C,Cole Aldrich,3900,Pho@Min 08:00PM ET,11.170,Min,1,0,7.643,6.625,12.875,11.250,24.000,23.400,0.068,0.000,213.000,3.754,3.500
PF/C,Dwight Powell,3800,Dal@Den 09:00PM ET,17.731,Dal,0,0,17.321,12.783,15.125,19.000,10.500,22.800,0.232,8.000,207.000,-4.577,29.000
SF,P.J. Tucker,3800,Pho@Min 08:00PM ET,17.009,Pho,0,0,15.357,8.911,21.375,15.000,6.000,22.800,0.293,6.000,213.000,-0.246,22.500
SG/SF,Kyle Korver,3800,Atl@OKC 08:00PM ET,17.770,Atl,0,0,15.321,11.731,19.562,15.500,9.000,22.800,0.250,3.000,211.500,2.671,20.500
C,Aron Baynes,3800,Det@Chi 08:00PM ET,11.414,Det,0,0,9.929,7.250,10.500,8.500,9.500,22.800,0.057,2.500,196.500,-8.157,7.250
C,Alex Len,3700,Pho@Min 08:00PM ET,23.450,Pho,0,0,26.786,16.875,23.375,20.250,16.000,22.200,0.551,6.000,213.000,-10.123,10.750
PG,Jerian Grant,3700,Det@Chi 08:00PM ET,9.292,Chi,1,0,6.679,3.325,6.562,8.750,25.500,22.200,0.089,0.000,196.500,-8.157,10.000
SG/SF,Stanley Johnson,3700,Det@Chi 08:00PM ET,9.280,Det,0,0,7.536,4.732,13.125,4.250,13.000,22.200,0.035,2.500,196.500,-8.157,20.500
PG,Jameer Nelson,3600,Dal@Den 09:00PM ET,20.111,Den,1,0,22.536,11.643,12.438,4.500,1.000,21.600,0.447,0.000,207.000,-9011.432,8.250
SF,Dorian Finney-Smith,3600,Dal@Den 09:00PM ET,12.558,Dal,0,0,10.536,6.517,22.562,26.000,17.000,21.600,0.167,8.000,207.000,-4.577,11.500
PG,Ish Smith,3600,Det@Chi 08:00PM ET,23.517,Det,0,0,24.393,16.672,12.062,8.750,11.500,21.600,0.581,2.500,196.500,-8.157,17.750
SF/PF,Nikola Mirotic,3600,Det@Chi 08:00PM ET,20.385,Chi,1,0,24.750,13.357,17.875,11.250,7.750,21.600,0.457,0.000,196.500,-8.157,25.500
PG/SG,Rodney Stuckey,3600,Was@Ind 07:00PM ET,16.656,Ind,1,0,16.786,9.094,20.938,20.750,6.000,21.600,0.297,0.000,211.000,2.310,0.000
PG/SG,Jamal Murray,3500,Dal@Den 09:00PM ET,17.657,Den,1,0,21.286,10.632,15.625,12.750,2.500,21.000,0.371,0.000,207.000,-9010.799,6.000
SG,Seth Curry,3500,Dal@Den 09:00PM ET,19.891,Dal,0,0,23.071,14.250,22.375,29.750,29.000,21.000,0.452,8.000,207.000,-4.577,22.500
PF,Jared Dudley,3500,Pho@Min 08:00PM ET,18.260,Pho,0,0,14.893,13.283,17.875,12.750,7.500,21.000,0.355,6.000,213.000,-0.246,15.750
SG/SF,Anthony Morrow,3500,Atl@OKC 08:00PM ET,10.000,OKC,1,0,13.821,4.295,12.438,16.500,25.750,21.000,0.076,0.000,211.500,2.671,7.500
SF/PF,Jerami Grant,3500,Atl@OKC 08:00PM ET,13.269,OKC,1,0,13.357,9.458,12.062,19.750,22.250,21.000,0.063,0.000,211.500,2.671,19.750
PG,Tomas Satoransky,3500,Was@Ind 07:00PM ET,9.675,Was,0,0,10.464,4.917,3.438,3.000,17.000,21.000,0.078,5.000,211.000,-1.690,4.000
C,Al Jefferson,3400,Was@Ind 07:00PM ET,15.580,Ind,1,0,16.107,9.767,16.438,22.750,7.500,20.400,0.273,0.000,211.000,2.310,14.500
PG/SG,Leandro Barbosa,3300,Pho@Min 08:00PM ET,11.135,Pho,0,0,11.071,4.404,11.438,1.500,13.500,19.800,0.159,6.000,213.000,-0.246,18.000
C,Jusuf Nurkic,3200,Dal@Den 09:00PM ET,22.306,Den,1,0,22.571,14.133,14.812,10.250,9.500,19.200,0.609,0.000,207.000,-11.886,0.000
PF,Domantas Sabonis,3200,Atl@OKC 08:00PM ET,14.880,OKC,1,0,15.214,9.964,16.625,18.000,19.000,19.200,0.268,0.000,211.500,-4.403,4.000
SG/SF,Justin Anderson,3100,Dal@Den 09:00PM ET,15.837,Dal,0,0,14.107,10.942,14.688,5.250,23.000,18.600,0.342,8.000,207.000,-11.390,7.500
C,Salah Mejri,3100,Dal@Den 09:00PM ET,11.717,Dal,0,0,12.393,5.096,20.125,14.750,15.000,18.600,0.226,8.000,207.000,-4.577,4.500
SF,Doug McDermott,3100,Det@Chi 08:00PM ET,15.393,Chi,1,0,12.214,9.714,11.750,8.750,3.500,18.600,0.346,0.000,196.500,-9008.157,20.250
PG,Devin Harris,3000,Dal@Den 09:00PM ET,9.886,Dal,0,0,4.417,4.292,11.750,26.250,29.000,18.000,0.165,8.000,207.000,-12.584,1.250
PG,Jonathan Gibson,3000,Dal@Den 09:00PM ET,12.050,Dal,0,0,18.600,3.464,1.875,1.500,29.000,18.000,0.298,8.000,207.000,-4.577,4.750
PG,Malik Beasley,3000,Dal@Den 09:00PM ET,4.611,Den,1,0,5.100,0.417,5.500,7.500,1.000,18.000,0.027,0.000,207.000,-9000.577,0.000
SG,Mike Miller,3000,Dal@Den 09:00PM ET,5.250,Den,1,0,9.375,1.125,5.250,5.500,4.000,18.000,0.068,0.000,207.000,-9000.577,0.000
SG,Nicolas Brussino,3000,Dal@Den 09:00PM ET,5.107,Dal,0,0,7.643,1.712,1.375,0.000,29.000,18.000,0.013,8.000,207.000,-9.624,0.000
SF,Alonzo Gee,3000,Dal@Den 09:00PM ET,3.938,Den,1,0,5.750,0.571,0.312,1.250,3.500,18.000,0.033,0.000,207.000,-9000.577,0.000
PF/C,Darrell Arthur,3000,Dal@Den 09:00PM ET,9.654,Den,1,0,8.833,4.929,8.875,2.000,6.750,18.000,0.104,0.000,207.000,-6.820,0.000
PF,Juancho Hernangomez,3000,Dal@Den 09:00PM ET,8.774,Den,1,0,4.393,3.589,12.188,1.000,4.000,18.000,0.150,0.000,207.000,-9000.577,0.000
C,A.J. Hammons,3000,Dal@Den 09:00PM ET,4.054,Dal,0,0,4.650,2.125,3.875,7.750,15.000,18.000,0.005,8.000,207.000,-4.577,5.750
PG,John Lucas III,3000,Pho@Min 08:00PM ET,1.500,Min,1,0,0.000,0.000,0.000,0.000,25.500,18.000,0.021,0.000,213.000,3.754,0.000
PG,Kris Dunn,3000,Pho@Min 08:00PM ET,13.019,Min,1,0,9.250,7.633,9.812,9.500,25.500,18.000,0.264,0.000,213.000,3.754,18.250
PG,Tyus Jones,3000,Pho@Min 08:00PM ET,10.167,Min,1,0,4.607,4.386,1.625,0.000,25.500,18.000,0.222,0.000,213.000,-6.335,0.000
PG,Tyler Ulis,3000,Pho@Min 08:00PM ET,8.469,Pho,0,0,13.821,4.318,4.812,6.500,22.000,18.000,0.126,6.000,213.000,-0.246,0.000
SG/SF,Shabazz Muhammad,3000,Pho@Min 08:00PM ET,10.641,Min,1,0,9.107,5.812,11.188,18.000,20.250,18.000,0.110,0.000,213.000,3.754,13.000
SG,Brandon Rush,3000,Pho@Min 08:00PM ET,4.773,Min,1,0,6.100,2.714,3.938,4.500,15.000,18.000,0.008,0.000,213.000,3.754,0.000
SG,John Jenkins,3000,Pho@Min 08:00PM ET,2.563,Pho,0,0,3.375,0.000,2.562,3.500,5.000,18.000,0.025,6.000,213.000,-9000.246,0.000
SF/PF,Nemanja Bjelica,3000,Pho@Min 08:00PM ET,14.375,Min,1,0,12.179,6.625,10.250,15.500,23.250,18.000,0.364,0.000,213.000,3.754,4.250
SF,Derrick Jones Jr.,3000,Pho@Min 08:00PM ET,1.500,Pho,0,0,0.000,0.000,1.500,3.000,6.000,18.000,0.081,6.000,213.000,-0.246,0.000
PF,Jordan Hill,3000,Pho@Min 08:00PM ET,4.167,Min,1,0,3.375,0.000,4.167,0.000,21.000,18.000,0.056,0.000,213.000,0.111,0.000
PF,Adreian Payne,3000,Pho@Min 08:00PM ET,9.694,Min,1,0,10.750,5.000,8.188,6.250,21.000,18.000,0.120,0.000,213.000,3.754,0.000
PF,Dragan Bender,3000,Pho@Min 08:00PM ET,6.273,Pho,0,0,8.179,2.769,5.188,7.750,7.500,18.000,0.023,6.000,213.000,-0.246,0.000
C,Nikola Pekovic,3000,Pho@Min 08:00PM ET,0.000,Min,1,0,0.000,0.000,0.000,0.000,24.000,18.000,,0.000,213.000,3.754,0.000
C,Alan Williams,3000,Pho@Min 08:00PM ET,11.250,Pho,0,0,16.071,3.406,4.625,4.500,16.000,18.000,0.328,6.000,213.000,-0.246,0.000
PG,Malcolm Delaney,3000,Atl@OKC 08:00PM ET,12.630,Atl,0,0,10.179,7.600,13.125,8.500,20.500,18.000,0.139,3.000,211.500,-2.434,2.750
PG,Semaj Christon,3000,Atl@OKC 08:00PM ET,9.115,OKC,1,0,9.107,4.481,13.875,15.000,20.500,18.000,0.054,0.000,211.500,2.671,10.250
PG,Cameron Payne,3000,Atl@OKC 08:00PM ET,0.000,OKC,1,0,0.000,0.000,0.000,0.000,20.500,18.000,,0.000,211.500,2.671,0.000
SG,Alex Abrines,3000,Atl@OKC 08:00PM ET,6.150,OKC,1,0,6.786,2.425,3.562,1.250,26.000,18.000,0.009,0.000,211.500,2.671,12.750
SF,Kyle Singler,3000,Atl@OKC 08:00PM ET,4.786,OKC,1,0,3.036,1.333,5.312,5.750,25.500,18.000,0.004,0.000,211.500,2.671,4.750
SF,Ryan Kelly,3000,Atl@OKC 08:00PM ET,4.281,Atl,0,0,6.500,2.188,5.188,4.750,7.000,18.000,0.008,3.000,211.500,2.671,0.000
SF,Josh Huestis,3000,Atl@OKC 08:00PM ET,0.000,OKC,1,0,0.000,0.000,0.000,0.000,25.500,18.000,,0.000,211.500,2.671,0.000
SF,Taurean Prince,3000,Atl@OKC 08:00PM ET,8.456,Atl,0,0,9.107,3.056,4.438,5.250,7.000,18.000,0.089,3.000,211.500,2.671,0.000
SF,DeAndre' Bembry,3000,Atl@OKC 08:00PM ET,2.028,Atl,0,0,1.875,0.250,0.750,0.000,7.000,18.000,0.003,3.000,211.500,2.671,0.000
PF/C,Joffrey Lauvergne,3000,Atl@OKC 08:00PM ET,13.283,OKC,1,0,15.429,8.900,13.250,5.750,11.500,18.000,0.266,0.000,211.500,-4.758,4.500
PF,Mike Scott,3000,Atl@OKC 08:00PM ET,6.667,Atl,0,0,5.125,0.750,6.667,9.500,15.500,18.000,0.082,3.000,211.500,2.671,8.000
C,Nick Collison,3000,Atl@OKC 08:00PM ET,4.344,OKC,1,0,3.312,0.625,6.500,10.750,4.000,18.000,0.019,0.000,211.500,-8997.329,0.000
C,Kris Humphries,3000,Atl@OKC 08:00PM ET,8.938,Atl,0,0,5.857,3.938,4.750,0.000,12.000,18.000,0.130,3.000,211.500,-5.109,0.000
C,Tiago Splitter,3000,Atl@OKC 08:00PM ET,0.000,Atl,0,0,0.000,0.000,0.000,0.000,12.000,18.000,,3.000,211.500,2.671,0.000
PG,Beno Udrih,3000,Det@Chi 08:00PM ET,14.011,Det,0,0,11.357,8.591,8.688,10.000,11.500,18.000,0.260,2.500,196.500,-14.435,5.000
PG,Michael Carter-Williams,3000,Det@Chi 08:00PM ET,13.583,Chi,1,0,18.625,3.500,13.583,3.500,25.500,18.000,0.306,0.000,196.500,-16.961,0.000
SG,Isaiah Canaan,3000,Det@Chi 08:00PM ET,12.010,Chi,1,0,9.714,7.467,6.500,1.500,6.500,18.000,0.211,0.000,196.500,-15.568,3.250
SG,Darrun Hilliard,3000,Det@Chi 08:00PM ET,7.028,Det,0,0,7.571,3.275,6.375,9.250,14.000,18.000,0.025,2.500,196.500,-8.157,13.000
SG,R.J. Hunter,3000,Det@Chi 08:00PM ET,0.417,Chi,1,0,0.000,0.000,0.417,0.000,6.500,18.000,0.042,0.000,196.500,-8.157,0.000
SF,Reggie Bullock,3000,Det@Chi 08:00PM ET,7.563,Det,0,0,5.000,2.500,7.562,0.000,12.000,18.000,0.112,2.500,196.500,-15.205,0.000
SF,Michael Gbinije,3000,Det@Chi 08:00PM ET,1.357,Det,0,0,1.750,0.417,1.500,1.500,12.000,18.000,0.005,2.500,196.500,-8.157,0.000
SF,Denzel Valentine,3000,Det@Chi 08:00PM ET,6.184,Chi,1,0,5.143,2.750,9.250,16.000,3.500,18.000,0.014,0.000,196.500,-9008.157,8.000
SF,Paul Zipser,3000,Det@Chi 08:00PM ET,3.036,Chi,1,0,3.750,1.312,2.812,6.500,3.500,18.000,0.008,0.000,196.500,-9008.157,2.750
PF,Bobby Portis,3000,Det@Chi 08:00PM ET,10.363,Chi,1,0,9.643,6.229,13.000,20.500,12.000,18.000,0.119,0.000,196.500,-14.495,2.250
PF,Henry Ellenson,3000,Det@Chi 08:00PM ET,2.929,Det,0,0,2.167,1.550,2.750,7.000,18.000,18.000,0.008,2.500,196.500,-8.157,2.500
C,Boban Marjanovic,3000,Det@Chi 08:00PM ET,4.750,Det,0,0,4.875,2.071,2.562,3.500,9.500,18.000,0.011,2.500,196.500,-8.157,14.500
C,Cristiano Felicio,3000,Det@Chi 08:00PM ET,9.625,Chi,1,0,11.786,4.656,13.312,8.250,5.000,18.000,0.072,0.000,196.500,-9008.157,21.750
PG,Aaron Brooks,3000,Was@Ind 07:00PM ET,11.520,Ind,1,0,12.250,7.167,8.625,10.000,3.000,18.000,0.115,0.000,211.000,-9002.954,5.750
PG,Trey Burke,3000,Was@Ind 07:00PM ET,8.068,Was,0,0,7.000,4.208,8.812,9.000,17.000,18.000,0.047,5.000,211.000,-1.690,3.000
SG,Marcus Thornton,3000,Was@Ind 07:00PM ET,13.390,Was,0,0,14.714,8.464,8.812,11.500,23.000,18.000,0.258,5.000,211.000,-8.795,5.000
SG,Joe Young,3000,Was@Ind 07:00PM ET,5.547,Ind,1,0,2.250,1.182,5.375,0.000,9.000,18.000,0.059,0.000,211.000,2.310,0.000
SG,Sheldon McClellan,3000,Was@Ind 07:00PM ET,7.321,Was,0,0,11.125,1.688,9.062,0.000,23.000,18.000,0.104,5.000,211.000,-1.690,0.000
SG,Danuel House,3000,Was@Ind 07:00PM ET,1.250,Was,0,0,0.000,0.000,0.000,0.000,23.000,18.000,,5.000,211.000,-1.690,0.000
PF/C,Jason Smith,3000,Was@Ind 07:00PM ET,7.531,Was,0,0,6.786,3.812,11.188,4.000,23.500,18.000,0.039,5.000,211.000,-1.690,7.750
PF,Lavoy Allen,3000,Was@Ind 07:00PM ET,7.865,Ind,1,0,7.036,4.591,5.812,4.000,25.000,18.000,0.006,0.000,211.000,-1.407,0.000
PF,Andrew Nicholson,3000,Was@Ind 07:00PM ET,5.684,Was,0,0,11.458,2.062,2.562,6.000,28.000,18.000,0.035,5.000,211.000,-1.690,12.500
PF,Rakeem Christmas,3000,Was@Ind 07:00PM ET,3.417,Ind,1,0,7.500,1.375,3.417,0.000,25.000,18.000,0.055,0.000,211.000,2.310,0.000
PF,Georges Niang,3000,Was@Ind 07:00PM ET,2.571,Ind,1,0,3.071,0.750,2.062,0.750,25.000,18.000,0.001,0.000,211.000,2.310,0.000
C,Ian Mahinmi,3000,Was@Ind 07:00PM ET,5.250,Was,0,0,0.000,0.000,0.000,0.000,19.000,18.000,,5.000,211.000,-1.690,0.000
C,Kevin Seraphin,3000,Was@Ind 07:00PM ET,10.173,Ind,1,0,12.458,4.094,13.562,2.750,7.500,18.000,0.202,0.000,211.000,2.310,0.000
C,Daniel Ochefu,3000,Was@Ind 07:00PM ET,1.500,Was,0,0,1.250,0.417,1.562,2.250,19.000,18.000,0.015,5.000,211.000,-1.690,1.250
