Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,communityBonus,penalty,dvp,value,O/U,odds,Final
SG/SF,Wesley Matthews,4600,Uta@Dal 08:30PM ET,26.110,DAL,1,0,23.643,19.440,27.875,0.000,-39.155,1.000,27.600,188.000,5.500,29.000
SG,Lou Williams,4600,Ind@LAL 10:30PM ET,27.598,LAL,1,0,24.357,18.102,27.938,0.000,5.810,26.000,27.600,220.500,3.500,41.000
SG/SF,Kent Bazemore,4500,Chi@Atl 08:00PM ET,21.694,ATL,1,0,20.643,13.200,22.875,2.169,-101.497,12.500,27.000,204.500,-4.000,9.500
SG,Jeremy Lamb,4500,Tor@Cha 07:00PM ET,18.536,CHA,1,1,15.429,8.188,19.812,0.000,-12.723,2.000,27.000,215.500,1.000,0.000
SG,Tony Allen,4500,Sac@Mem 08:00PM ET,22.453,MEM,1,0,22.571,15.825,26.062,0.000,-9.029,21.000,27.000,199.500,-8.500,26.500
PF,JaMychal Green,4500,Sac@Mem 08:00PM ET,23.093,MEM,1,0,22.714,16.087,22.438,0.000,-9.029,24.000,27.000,199.500,-8.500,16.750
SG,Jodie Meeks,4500,Mil@Orl 07:00PM ET,16.792,ORL,1,1,15.286,9.188,19.250,0.000,-0.903,16.000,27.000,211.000,3.500,0.000
C,Nerlens Noel,4500,Por@Phi 07:00PM ET,15.982,PHI,1,0,15.036,10.062,17.000,1.598,-1.963,28.000,27.000,209.500,2.000,22.250
SG,Bojan Bogdanovic,4500,Bkn@NO 08:00PM ET,21.598,BKN,0,0,17.643,15.719,24.438,0.000,4.517,18.000,27.000,221.500,9.500,37.500
PG,Michael Carter-Williams,4400,Chi@Atl 08:00PM ET,19.359,CHI,0,0,19.500,13.861,21.750,0.000,-5.496,24.000,26.400,204.500,4.000,13.250
SF,Doug McDermott,4400,Chi@Atl 08:00PM ET,17.400,CHI,0,0,17.857,10.375,22.375,0.000,-5.496,22.000,26.400,204.500,4.000,8.250
C,Robin Lopez,4400,Chi@Atl 08:00PM ET,22.698,CHI,0,0,19.750,16.524,27.125,0.000,-9005.496,4.000,26.400,204.500,4.000,24.500
SG/SF,Joe Ingles,4400,Uta@Dal 08:30PM ET,15.221,UTA,0,0,21.321,7.635,18.938,0.000,-9017.155,6.250,26.400,188.000,-5.500,27.750
SG,Rodney Hood,4400,Uta@Dal 08:30PM ET,23.493,UTA,0,1,13.429,15.625,28.000,0.000,-9017.155,7.500,26.400,188.000,-5.500,0.000
SF/PF,Anthony Tolliver,4300,Sac@Mem 08:00PM ET,14.216,SAC,0,0,16.643,7.062,17.188,0.000,-9013.029,5.750,25.800,199.500,8.500,14.000
SF/PF,Dario Saric,4300,Por@Phi 07:00PM ET,20.944,PHI,1,0,18.500,13.238,23.375,2.094,-1.963,25.500,25.800,209.500,2.000,16.500
C,Jahlil Okafor,4300,Por@Phi 07:00PM ET,21.050,PHI,1,0,24.643,13.019,21.188,0.000,-1.963,28.000,25.800,209.500,2.000,0.000
PG/SG,Garrett Temple,4200,Sac@Mem 08:00PM ET,17.439,SAC,0,0,26.000,12.478,20.188,0.000,-9013.029,5.000,25.200,199.500,8.500,29.250
PG,Sergio Rodriguez,4200,Por@Phi 07:00PM ET,22.708,PHI,1,0,16.250,14.105,16.500,0.000,-9103.211,13.000,25.200,209.500,2.000,10.250
SF,Luol Deng,4200,Ind@LAL 10:30PM ET,20.512,LAL,1,0,18.893,13.460,15.812,0.000,-8994.190,12.000,25.200,220.500,3.500,0.000
SF,Brandon Ingram,4200,Ind@LAL 10:30PM ET,17.859,LAL,1,0,21.143,12.948,21.688,0.000,-8994.190,12.000,25.200,220.500,3.500,32.750
SF/PF,Matt Barnes,4100,Sac@Mem 08:00PM ET,19.197,SAC,0,0,18.786,12.310,16.750,0.000,-9013.029,5.750,24.600,199.500,8.500,12.750
SF/PF,Michael Beasley,4100,Mil@Orl 07:00PM ET,16.929,MIL,0,0,22.429,9.434,18.062,0.000,-100.200,16.500,24.600,211.000,-3.500,4.500
PG,Shelvin Mack,4100,Uta@Dal 08:30PM ET,16.195,UTA,0,0,15.000,8.961,4.875,0.000,-9099.938,1.000,24.600,188.000,-5.500,0.000
SG/SF,Evan Turner,4100,Por@Phi 07:00PM ET,21.238,POR,0,0,20.429,15.652,20.562,0.000,-1.963,20.500,24.600,209.500,-2.000,16.250
SG,Sean Kilpatrick,4100,Bkn@NO 08:00PM ET,24.543,BKN,0,0,20.964,15.830,16.938,0.000,-112.589,18.000,24.600,221.500,9.500,0.000
PG/SG,Jordan Clarkson,4100,Ind@LAL 10:30PM ET,23.120,LAL,1,0,18.036,15.729,20.938,2.312,5.810,21.250,24.600,220.500,3.500,29.750
PF/C,Lucas Nogueira,4000,Tor@Cha 07:00PM ET,17.096,TOR,0,1,13.500,10.829,18.625,0.000,-82.674,18.000,24.000,215.500,-1.000,0.000
PG,Ty Lawson,4000,Sac@Mem 08:00PM ET,19.923,SAC,0,1,21.429,12.139,19.250,1.992,-9013.029,7.000,24.000,199.500,8.500,27.000
C,Clint Capela,4000,GS@Hou 08:00PM ET,25.767,HOU,1,0,26.536,18.950,20.000,0.000,15.942,22.500,24.000,240.500,5.000,43.000
SF,Maurice Harkless,4000,Por@Phi 07:00PM ET,23.179,POR,0,0,19.357,14.861,15.312,0.000,-82.729,24.000,24.000,209.500,-2.000,12.000
SF,Rondae Hollis-Jefferson,4000,Bkn@NO 08:00PM ET,19.514,BKN,0,0,20.143,13.560,24.438,0.000,2.517,16.500,24.000,221.500,9.500,24.250
PG,Rajon Rondo,3900,Chi@Atl 08:00PM ET,27.037,CHI,0,0,19.429,18.125,15.188,0.000,-126.164,24.000,23.400,204.500,4.000,14.750
SG,Seth Curry,3900,Uta@Dal 08:30PM ET,19.974,DAL,1,0,18.929,14.062,21.875,0.000,-9021.155,1.000,23.400,188.000,5.500,21.250
SG,Nick Young,3900,Ind@LAL 10:30PM ET,20.974,LAL,1,0,17.036,12.974,18.812,0.000,5.810,26.000,23.400,220.500,3.500,24.250
PG,Cory Joseph,3800,Tor@Cha 07:00PM ET,18.683,TOR,0,0,21.607,12.708,20.125,0.000,-79.564,19.000,22.800,215.500,-1.000,6.500
SG/SF,Terrence Ross,3800,Tor@Cha 07:00PM ET,18.110,TOR,0,0,20.893,12.920,20.000,1.811,2.277,22.500,22.800,215.500,-1.000,16.000
SG/SF,Marco Belinelli,3700,Tor@Cha 07:00PM ET,18.581,CHA,1,0,15.643,12.762,16.688,0.000,-8997.723,7.000,22.200,215.500,1.000,14.250
PF,Frank Kaminsky,3700,Tor@Cha 07:00PM ET,20.656,CHA,1,0,25.000,14.978,19.500,0.000,2.277,22.000,22.200,215.500,1.000,36.000
PG,Andrew Harrison,3700,Sac@Mem 08:00PM ET,17.140,MEM,1,0,11.964,10.630,7.250,0.000,-9.029,21.500,22.200,199.500,-8.500,12.250
SG/SF,Allen Crabbe,3700,Por@Phi 07:00PM ET,18.193,POR,0,0,16.393,12.300,11.938,0.000,-80.200,20.500,22.200,209.500,-2.000,8.250
PF,Richaun Holmes,3700,Por@Phi 07:00PM ET,16.393,PHI,1,0,14.143,7.667,16.438,0.000,-1.963,30.000,22.200,209.500,2.000,0.000
SG/SF,Thabo Sefolosha,3600,Chi@Atl 08:00PM ET,19.712,ATL,1,0,16.857,12.632,15.062,0.000,-9005.496,12.500,21.600,204.500,-4.000,22.500
PG,J.J. Barea,3600,Uta@Dal 08:30PM ET,24.162,DAL,1,0,27.625,18.275,21.500,0.000,-9021.155,6.000,21.600,188.000,5.500,24.250
PG,Spencer Dinwiddie,3600,Bkn@NO 08:00PM ET,13.694,BKN,0,0,18.214,6.556,16.625,0.000,2.517,27.000,21.600,221.500,9.500,18.000
PF/C,Spencer Hawes,3500,Tor@Cha 07:00PM ET,16.552,CHA,1,0,11.321,9.235,20.062,0.000,2.277,15.250,21.000,215.500,1.000,7.750
SF,Omri Casspi,3500,Sac@Mem 08:00PM ET,13.614,SAC,0,1,16.964,7.100,9.062,0.000,-9084.062,7.000,21.000,199.500,8.500,0.000
C,John Henson,3500,Mil@Orl 07:00PM ET,18.019,MIL,0,0,12.429,11.643,18.312,0.000,-0.903,22.500,21.000,211.000,-3.500,18.250
SF/PF,Sam Dekker,3500,GS@Hou 08:00PM ET,15.250,HOU,1,0,15.571,10.615,19.875,0.000,-8984.058,9.250,21.000,240.500,5.000,31.250
SF,Andre Iguodala,3500,GS@Hou 08:00PM ET,17.817,GS,0,0,19.393,12.550,21.125,0.000,19.942,24.000,21.000,240.500,-5.000,21.750
C,Zaza Pachulia,3500,GS@Hou 08:00PM ET,18.007,GS,0,0,21.571,12.512,21.938,0.000,19.942,20.500,21.000,240.500,-5.000,27.750
SG,Nik Stauskas,3500,Por@Phi 07:00PM ET,16.592,PHI,1,0,13.643,10.963,10.625,0.000,-9001.963,9.000,21.000,209.500,2.000,11.000
PG,Jerian Grant,3400,Chi@Atl 08:00PM ET,10.932,CHI,0,0,14.393,4.667,15.312,0.000,-5.496,24.000,20.400,204.500,4.000,14.000
PG,Ramon Sessions,3400,Tor@Cha 07:00PM ET,13.274,CHA,1,0,12.857,9.641,13.938,0.000,-8997.723,9.000,20.400,215.500,1.000,14.750
SG/SF,Vince Carter,3400,Sac@Mem 08:00PM ET,17.649,MEM,1,0,17.500,12.762,17.812,0.000,-9.029,15.250,20.400,199.500,-8.500,24.000
C,Bismack Biyombo,3400,Mil@Orl 07:00PM ET,19.808,ORL,1,0,21.750,13.823,22.188,0.000,-9000.903,13.000,20.400,211.000,3.500,40.250
PG,Shaun Livingston,3400,GS@Hou 08:00PM ET,11.226,GS,0,0,11.321,8.205,12.812,0.000,-8980.058,10.000,20.400,240.500,-5.000,10.250
SG/SF,Joe Johnson,3400,Uta@Dal 08:30PM ET,15.518,UTA,0,0,17.179,8.225,14.812,0.000,-9017.155,6.250,20.400,188.000,-5.500,24.750
SG,Buddy Hield,3400,Bkn@NO 08:00PM ET,15.756,NO,1,0,21.036,8.137,14.312,0.000,6.517,30.000,20.400,221.500,-9.500,16.750
PF/C,Justin Hamilton,3400,Bkn@NO 08:00PM ET,16.806,BKN,0,0,19.607,10.472,18.062,0.000,2.517,21.750,20.400,221.500,9.500,12.250
PF/C,Kris Humphries,3300,Chi@Atl 08:00PM ET,10.735,ATL,1,0,9.964,5.083,19.938,0.000,-9005.496,12.500,19.800,204.500,-4.000,25.750
PF,Patrick Patterson,3300,Tor@Cha 07:00PM ET,19.197,TOR,0,1,15.786,13.219,10.125,0.000,-9070.997,10.000,19.800,215.500,-1.000,0.000
PG/SG,Matthew Dellavedova,3300,Mil@Orl 07:00PM ET,19.556,MIL,0,0,14.250,13.079,9.438,0.000,-78.341,16.750,19.800,211.000,-3.500,1.250
PG,D.J. Augustin,3300,Mil@Orl 07:00PM ET,16.267,ORL,1,0,17.786,11.490,16.438,0.000,-9000.903,3.000,19.800,211.000,3.500,24.500
SF,Tony Snell,3300,Mil@Orl 07:00PM ET,16.581,MIL,0,0,12.036,10.955,13.188,0.000,-70.042,19.000,19.800,211.000,-3.500,6.750
C,Andrew Bogut,3300,Uta@Dal 08:30PM ET,19.614,DAL,1,1,16.357,14.604,12.188,0.000,-9086.819,2.000,19.800,188.000,5.500,0.000
PG,Isaiah Whitehead,3300,Bkn@NO 08:00PM ET,15.788,BKN,0,0,15.857,11.250,13.438,0.000,2.517,27.000,19.800,221.500,9.500,18.750
SG/SF,Caris LeVert,3300,Bkn@NO 08:00PM ET,13.738,BKN,0,0,16.821,8.596,21.188,0.000,2.517,17.250,19.800,221.500,9.500,36.250
SG,Monta Ellis,3300,Ind@LAL 10:30PM ET,19.455,IND,0,0,11.643,11.029,12.688,0.000,5.810,21.000,19.800,220.500,-3.500,13.500
C,Ivica Zubac,3300,Ind@LAL 10:30PM ET,9.386,LAL,1,0,14.562,1.857,15.062,0.000,5.810,17.000,19.800,220.500,3.500,5.250
SF,Chandler Parsons,3200,Sac@Mem 08:00PM ET,11.944,MEM,1,0,12.042,7.143,13.562,0.000,-9009.029,9.500,19.200,199.500,-8.500,0.000
SG,E'Twaun Moore,3200,Bkn@NO 08:00PM ET,18.288,NO,1,0,16.250,13.262,17.812,0.000,-53.338,30.000,19.200,221.500,-9.500,8.250
SF,Solomon Hill,3200,Bkn@NO 08:00PM ET,15.707,NO,1,0,13.679,10.770,15.188,0.000,6.517,30.000,19.200,221.500,-9.500,11.500
SF,C.J. Miles,3200,Ind@LAL 10:30PM ET,18.414,IND,0,0,15.786,10.986,13.375,0.000,5.810,28.000,19.200,220.500,-3.500,10.250
PG,Malcolm Delaney,3100,Chi@Atl 08:00PM ET,13.131,ATL,1,0,15.786,7.361,17.062,0.000,-9005.496,11.000,18.600,204.500,-4.000,15.500
SG/SF,Norman Powell,3100,Tor@Cha 07:00PM ET,11.125,TOR,0,0,8.571,5.250,12.625,0.000,2.277,22.500,18.600,215.500,-1.000,8.500
SF,James Ennis III,3100,Sac@Mem 08:00PM ET,17.367,MEM,1,0,12.643,11.233,17.812,0.000,-9009.029,9.500,18.600,199.500,-8.500,25.000
SF/PF,Jeff Green,3100,Mil@Orl 07:00PM ET,15.907,ORL,1,0,13.107,10.448,22.688,0.000,-0.903,23.500,18.600,211.000,3.500,36.250
SG,Alec Burks,3100,Uta@Dal 08:30PM ET,4.464,UTA,0,0,3.375,0.375,7.750,0.000,-9017.155,7.500,18.600,188.000,-5.500,10.000
PF/C,Dwight Powell,3100,Uta@Dal 08:30PM ET,17.440,DAL,1,0,15.500,11.739,10.688,0.000,-9021.155,1.500,18.600,188.000,5.500,17.750
C,Donatas Motiejunas,3100,Bkn@NO 08:00PM ET,11.625,NO,1,0,7.375,4.667,6.375,0.000,6.517,30.000,18.600,221.500,-9.500,11.500
C,Al Jefferson,3100,Ind@LAL 10:30PM ET,15.909,IND,0,0,18.179,11.070,17.562,0.000,5.810,29.000,18.600,220.500,-3.500,33.000
PG,Isaiah Canaan,3000,Chi@Atl 08:00PM ET,10.768,CHI,0,0,12.393,5.703,3.312,0.000,-81.425,24.000,18.000,204.500,4.000,0.000
SG/SF,Denzel Valentine,3000,Chi@Atl 08:00PM ET,6.865,CHI,0,0,13.179,2.922,15.125,0.000,-5.496,23.000,18.000,204.500,4.000,27.000
SF,Mike Dunleavy,3000,Chi@Atl 08:00PM ET,10.130,ATL,1,0,13.536,5.641,13.875,0.000,-9005.496,12.000,18.000,204.500,-4.000,10.500
SF,Taurean Prince,3000,Chi@Atl 08:00PM ET,8.170,ATL,1,0,6.393,2.446,4.125,0.000,-9074.984,12.000,18.000,204.500,-4.000,1.000
SF,DeAndre' Bembry,3000,Chi@Atl 08:00PM ET,4.656,ATL,1,0,2.643,2.125,6.125,0.000,-9005.496,12.000,18.000,204.500,-4.000,4.000
SF,Paul Zipser,3000,Chi@Atl 08:00PM ET,4.462,CHI,0,0,5.607,1.688,10.938,0.000,-5.496,22.000,18.000,204.500,4.000,11.750
PF/C,Mike Muscala,3000,Chi@Atl 08:00PM ET,16.594,ATL,1,1,10.286,9.344,11.375,0.000,-9077.406,12.500,18.000,204.500,-4.000,0.000
PF,Mike Scott,3000,Chi@Atl 08:00PM ET,7.725,ATL,1,0,10.917,3.650,5.875,0.000,-5.496,16.500,18.000,204.500,-4.000,14.000
PF,Bobby Portis,3000,Chi@Atl 08:00PM ET,9.500,CHI,0,0,12.429,5.361,10.375,0.000,-5.496,19.000,18.000,204.500,4.000,20.250
C,Cristiano Felicio,3000,Chi@Atl 08:00PM ET,12.407,CHI,0,0,13.321,6.737,10.188,0.000,-9081.283,4.000,18.000,204.500,4.000,3.500
PG,Brian Roberts,3000,Tor@Cha 07:00PM ET,3.045,CHA,1,0,2.500,0.542,2.375,0.000,-8997.723,9.000,18.000,215.500,1.000,5.250
PG,Fred VanVleet,3000,Tor@Cha 07:00PM ET,5.673,TOR,0,0,9.333,2.100,8.375,0.000,2.277,19.000,18.000,215.500,-1.000,4.500
SF,Treveon Graham,3000,Tor@Cha 07:00PM ET,3.231,CHA,1,0,3.357,0.929,2.125,0.000,-8997.723,12.000,18.000,215.500,1.000,3.250
