GAME_ID,tdate,player_id,Target,avg(t2.DKFPS),std(t2.DKFPS),min(t2.DKFPS),max(t2.DKFPS),avg(t2.MIN),min(s1.salary),max(s1.salary),avg(s1.salary),DISPLAY_FIRST_LAST,team,ou,odds,home,OPP
21700274,21700274-201596,201596,31.390000,30.0625,6.591602138327222,21.5,40,31.5000,5300,5300,5300.0000,Mario Chalmers,MEM,211,7,0,DEN
21700274,21700274-201936,201936,33.010000,34.6875,10.210862781861286,19.75,44.5,29.7500,6900,6900,6900.0000,Tyreke Evans,MEM,211,7,0,DEN
21700274,21700274-202702,202702,4.970000,11.5,5.412177627043173,5.75,18.75,11.6667,3800,3800,3800.0000,Kenneth Faried,DEN,211,-7,1,MEM
21700274,21700274-202718,202718,18.780000,18.75,2.468552207266437,15.5,21.5,24.5000,4000,4000,4000.0000,Chandler Parsons,MEM,211,7,0,DEN
21700274,21700274-203115,203115,33.020000,27.75,13.244102461095657,11.25,41.5,31.2500,6000,6000,6000.0000,Will Barton,DEN,211,-7,1,MEM
21700274,21700274-203210,203210,23.810000,20.3125,5.245161460813194,11.25,23.75,25.5000,4300,4300,4300.0000,JaMychal Green,MEM,211,7,0,DEN
21700274,21700274-203463,203463,10.740000,11.6875,1.254678743742796,9.75,13.25,16.7500,3500,3500,3500.0000,Ben McLemore,MEM,211,7,0,DEN
21700274,21700274-203486,203486,19.170000,21.0625,3.890593624371479,16,26.5,22.7500,3600,3600,3600.0000,Mason Plumlee,DEN,211,-7,1,MEM
21700274,21700274-203516,203516,8.970000,5.625,3.475359693614461,1.25,10.5,15.2500,3600,3600,3600.0000,James Ennis III,MEM,211,7,0,DEN
21700274,21700274-203914,203914,26.330000,29.5,4.697073557013984,23.25,34.75,33.2500,5100,5100,5100.0000,Gary Harris,DEN,211,-7,1,MEM
21700274,21700274-203999,203999,38.990000,33.1875,10.421394760299602,16,43.5,25.0000,8600,8600,8600.0000,Nikola Jokic,DEN,211,-7,1,MEM
21700274,21700274-2210,2210,1.260000,1.5,0,1.5,1.5,5.0000,3000,3000,3000.0000,Richard Jefferson,DEN,211,-7,1,MEM
21700275,21700275-1626164,1626164,38.830000,37,5.341465154805374,29.25,43.75,33.7500,7800,7800,7800.0000,Devin Booker,PHX,228,7,1,NOP
21700275,21700275-1627733,1627733,13.170000,16.125,8.603233403784882,7.5,26.5,25.5000,3400,3400,3400.0000,Dragan Bender,PHX,228,7,1,NOP
21700275,21700275-1627737,1627737,14.890000,12,6.578848683470383,3.5,21.5,16.7500,3800,3800,3800.0000,Marquese Chriss,PHX,228,7,1,NOP
21700275,21700275-1627755,1627755,26.510000,22.6875,6.425960531313587,14,30.75,25.7500,4100,4100,4100.0000,Tyler Ulis,PHX,228,7,1,NOP
21700275,21700275-1627767,1627767,3.080000,9,3.8890872965260113,3.5,11.75,10.6667,3300,3300,3300.0000,Cheick Diallo,NOP,228,-7,0,PHX
21700275,21700275-1627883,1627883,0.640000,3.375,1.375,2,4.75,3.5000,3000,3000,3000.0000,Jalen Jones,NOP,228,-7,0,PHX
21700275,21700275-1628367,1628367,12.800000,19.125,7.530147740914517,8.5,29.25,21.7500,3600,3600,3600.0000,Josh Jackson,PHX,228,7,1,NOP
21700275,21700275-1628429,1628429,0.520000,1.5,0,1.5,1.5,2.0000,3000,3000,3000.0000,Charles Cooke,NOP,228,-7,0,PHX
21700275,21700275-1628455,1628455,15.910000,18.4375,7.708305180128768,6.75,26.75,21.7500,4200,4200,4200.0000,Mike James,PHX,228,7,1,NOP
21700275,21700275-200765,200765,27.010000,21.25,2.311655251113366,19.75,25.25,23.2500,4900,4900,4900.0000,Rajon Rondo,NOP,228,-7,0,PHX
21700275,21700275-201950,201950,31.160000,26.8125,6.631777193935272,16.25,34.5,31.7500,6500,6500,6500.0000,Jrue Holiday,NOP,228,-7,0,PHX
21700275,21700275-201967,201967,9.590000,11.3125,5.36008103949931,4,18,23.2500,3500,3500,3500.0000,Dante Cunningham,NOP,228,-7,0,PHX
21700275,21700275-202326,202326,55.950000,42.5625,10.838840747515391,26,52.25,28.5000,11400,11400,11400.0000,DeMarcus Cousins,NOP,228,-7,0,PHX
21700275,21700275-202328,202328,21.380000,30.1875,14.069442730613035,9.75,43.75,23.7500,4700,4700,4700.0000,Greg Monroe,PHX,228,7,1,NOP
21700275,21700275-202734,202734,20.580000,19.1875,3.954329115033295,16.25,26,29.0000,3700,3700,3700.0000,E'Twaun Moore,NOP,228,-7,0,PHX
21700275,21700275-203076,203076,52.810000,43.875,13.235251225420695,28.25,61.25,33.7500,10700,10700,10700.0000,Anthony Davis,NOP,228,-7,0,PHX
21700275,21700275-203121,203121,10.760000,18.5,6.903350635742038,8,26.25,24.7500,3300,3300,3300.0000,Darius Miller,NOP,228,-7,0,PHX
21700275,21700275-203458,203458,13.490000,32.583333333333336,10.548169930793156,25,47.5,25.0000,4500,4500,4500.0000,Alex Len,PHX,228,7,1,NOP
21700275,21700275-203546,203546,3.750000,5.625,2.875,2.75,8.5,10.0000,3400,3400,3400.0000,Ian Clark,NOP,228,-7,0,PHX
21700275,21700275-203584,203584,7.240000,18.9375,9.590644855795674,6.25,31.75,18.0000,3300,3300,3300.0000,Troy Daniels,PHX,228,7,1,NOP
21700275,21700275-203933,203933,34.060000,35,7.814249804043893,23.75,43.25,35.5000,6600,6600,6600.0000,TJ Warren,PHX,228,7,1,NOP
21700275,21700275-2199,2199,20.540000,26,0,26,26,21.0000,4400,4400,4400.0000,Tyson Chandler,PHX,228,7,1,NOP
21700275,21700275-2749,2749,14.540000,19.1875,7.270176665666386,8,27,23.0000,3600,3600,3600.0000,Jameer Nelson,NOP,228,-7,0,PHX
21700275,21700275-2754,2754,8.080000,11.75,4.75,7,16.5,15.5000,3000,3000,3000.0000,Tony Allen,NOP,228,-7,0,PHX
21700276,21700276-1626170,1626170,11.540000,14.5,5.308012810836085,8.5,23,22.0000,4400,4400,4400.0000,Jerian Grant,CHI,211,15,0,GSW
21700276,21700276-1626171,1626171,22.350000,21.5,4.7169905660283025,14.25,27.5,20.4000,5200,5200,5200.0000,Bobby Portis,CHI,211,15,0,GSW
21700276,21700276-1626172,1626172,9.850000,9.875,6.180867657538058,-0.5,15.25,9.7500,3000,3000,3000.0000,Kevon Looney,GSW,211,-15,1,CHI
21700276,21700276-1626245,1626245,8.910000,9.15,5.510444628158421,2.5,16.25,14.8000,3000,3000,3000.0000,Cristiano Felicio,CHI,211,15,0,GSW
21700276,21700276-1627739,1627739,30.450000,30.95,9.528116288123272,16.5,45.25,28.4000,5500,5500,5500.0000,Kris Dunn,CHI,211,15,0,GSW
21700276,21700276-1627756,1627756,26.790000,27.05,10.181355508968341,11.75,40.25,31.2000,5400,5400,5400.0000,Denzel Valentine,CHI,211,15,0,GSW
21700276,21700276-1627770,1627770,2.470000,1.375,1.375,0,2.75,3.0000,3000,3000,3000.0000,Kay Felder,CHI,211,15,0,GSW
21700276,21700276-1627775,1627775,4.750000,1.8333333333333333,1.783411213252725,0,4.25,6.0000,3200,3200,3200.0000,Patrick McCaw,GSW,211,-15,1,CHI
21700276,21700276-1627835,1627835,5.480000,4.583333333333333,3.501983564908449,0,8.5,9.0000,3800,3800,3800.0000,Paul Zipser,CHI,211,15,0,GSW
21700276,21700276-1628374,1628374,31.450000,32.25,11.645814698852115,11.25,47.25,30.4000,6400,6400,6400.0000,Lauri Markkanen,CHI,211,15,0,GSW
21700276,21700276-1628395,1628395,12.980000,1.25,0,1.25,1.25,3.0000,3000,3000,3000.0000,Jordan Bell,GSW,211,-15,1,CHI
21700276,21700276-1628469,1628469,9.670000,13.45,4.66476151587624,7.75,19,19.8000,3000,3000,3000.0000,Antonio Blakeney,CHI,211,15,0,GSW
21700276,21700276-201142,201142,45.340000,38.166666666666664,3.7877727257878364,33.75,43,33.6667,9900,9900,9900.0000,Kevin Durant,GSW,211,-15,1,CHI
21700276,21700276-201156,201156,9.840000,9.625,2.401171589037318,6,12.25,12.0000,3300,3300,3300.0000,Nick Young,GSW,211,-15,1,CHI
21700276,21700276-201577,201577,26.660000,19,6.9731628404906765,10,29.5,27.8000,4700,4700,4700.0000,Robin Lopez,CHI,211,15,0,GSW
21700276,21700276-201580,201580,7.610000,5.25,4.330127018922194,2.75,12.75,6.0000,3000,3000,3000.0000,JaVale McGee,GSW,211,-15,1,CHI
21700276,21700276-201939,201939,45.840000,47.9375,14.341128573093542,31,69.25,32.5000,9600,9600,9600.0000,Stephen Curry,GSW,211,-15,1,CHI
21700276,21700276-201956,201956,10.760000,15.6875,8.695140525028908,3.25,27.5,12.5000,3600,3600,3600.0000,Omri Casspi,GSW,211,-15,1,CHI
21700276,21700276-202347,202347,4.660000,3.3125,2.2801795433693375,1.25,6.75,12.7500,3000,3000,3000.0000,Quincy Pondexter,CHI,211,15,0,GSW
21700276,21700276-202691,202691,29.120000,29.1875,9.16749522770533,20,44,32.7500,7100,7100,7100.0000,Klay Thompson,GSW,211,-15,1,CHI
21700276,21700276-203110,203110,36.470000,32.625,3.281101187101672,27,35,35.0000,7500,7500,7500.0000,Draymond Green,GSW,211,-15,1,CHI
21700276,21700276-203200,203200,28.520000,27.3125,8.50620178164144,16,39.75,36.0000,5600,5600,5600.0000,Justin Holiday,CHI,211,15,0,GSW
21700276,21700276-2561,2561,14.750000,14.1875,6.438106767521023,5.75,23.75,11.5000,3500,3500,3500.0000,David West,GSW,211,-15,1,CHI
21700276,21700276-2585,2585,13.300000,13.6875,2.677306248825487,9.75,17,15.0000,3100,3100,3100.0000,Zaza Pachulia,GSW,211,-15,1,CHI
21700276,21700276-2733,2733,12.960000,9.8125,1.8317938612191054,8,12,15.2500,3600,3600,3600.0000,Shaun Livingston,GSW,211,-15,1,CHI
21700276,21700276-2738,2738,17.920000,16.375,6.296080129731514,8,25.75,27.7500,4000,4000,4000.0000,Andre Iguodala,GSW,211,-15,1,CHI
