max(s1.salary),max(s2.salary),avg(s2.salary),min(s2.salary),stddev(s2.salary),avg(t2.DKFPS),std(t2.DKFPS) ,min(t2.DKFPS),max(t2.DKFPS),team    ,ou        ,odds      ,home    ,OPP     ,Target    ,player_id ,game_id   ,DISPLAY_FIRST_LAST     ,AdaBoost  ,Neural Network    ,Random Forest
continuous    ,continuous    ,continuous    ,continuous    ,continuous       ,continuous   ,continuous    ,continuous   ,continuous   ,discrete,continuous,continuous,discrete,discrete,continuous,continuous,continuous,string                 ,continuous,continuous        ,continuous
              ,              ,              ,              ,                 ,             ,              ,             ,             ,        ,          ,          ,        ,        ,class     ,meta      ,meta      ,meta                   ,meta      ,meta              ,meta
6000.0        ,6000.0        ,5775.0        ,5500.0        ,178.535710714    ,24.5625      ,11.3045552212 ,11.25        ,41.5         ,DEN     ,211.0     ,-7.0      ,1       ,MEM     ,          ,203115.0  ,21700274.0,Will Barton            ,30.0      ,25.030625358976764,24.7225
4300.0        ,4700.0        ,4566.6667     ,4500.0        ,94.2809041582    ,19.5         ,5.83452368807 ,11.25        ,23.75        ,MEM     ,211.0     ,7.0       ,0       ,DEN     ,          ,203210.0  ,21700274.0,JaMychal Green         ,19.5      ,21.899106335287293,18.654880952380953
3500.0        ,3500.0        ,3500.0        ,3500.0        ,0.0              ,8.875        ,6.01690327328 ,-1.5         ,13.25        ,MEM     ,211.0     ,7.0       ,0       ,DEN     ,          ,203463.0  ,21700274.0,Ben McLemore           ,11.75     ,12.725122751097695,9.293333333333333
3600.0        ,3700.0        ,3650.0        ,3600.0        ,50.0             ,15.3125      ,9.88903275098 ,-0.5         ,26.5         ,DEN     ,211.0     ,-7.0      ,1       ,MEM     ,          ,203486.0  ,21700274.0,Mason Plumlee          ,19.25     ,15.338445069432632,15.277045454545455
3600.0        ,3800.0        ,3700.0        ,3600.0        ,100.0            ,8.5          ,5.10820418543 ,1.25         ,15.25        ,MEM     ,211.0     ,7.0       ,0       ,DEN     ,          ,203516.0  ,21700274.0,James Ennis III        ,14.5      ,13.498076733818408,9.184166666666666
5100.0        ,5400.0        ,5300.0        ,5200.0        ,81.6496580928    ,31.5833333333,3.47211110933 ,26.75        ,34.75        ,DEN     ,211.0     ,-7.0      ,1       ,MEM     ,          ,203914.0  ,21700274.0,Gary Harris            ,26.5      ,23.98149582098732 ,23.004761904761907
8600.0        ,9200.0        ,8700.0        ,8100.0        ,463.680924775    ,31.125       ,10.7681532771 ,16.0         ,43.5         ,DEN     ,211.0     ,-7.0      ,1       ,MEM     ,          ,203999.0  ,21700274.0,Nikola Jokic           ,46.75     ,41.14172206765232 ,48.45922619047619
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,1.5          ,0.0           ,1.5          ,1.5          ,DEN     ,211.0     ,-7.0      ,1       ,MEM     ,          ,2210.0    ,21700274.0,Richard Jefferson      ,2.5       ,7.866906598061442 ,4.633333333333334
7800.0        ,8100.0        ,7850.0        ,7500.0        ,229.128784748    ,38.3125      ,6.34521226989 ,29.25        ,44.75        ,PHX     ,228.0     ,7.0       ,1       ,NOP     ,          ,1626164.0 ,21700275.0,Devin Booker           ,37.5      ,38.68445609410284 ,36.49883928571429
3400.0        ,3400.0        ,3400.0        ,3400.0        ,0.0              ,14.9375      ,7.32157556473 ,7.5          ,22.75        ,PHX     ,228.0     ,7.0       ,1       ,NOP     ,          ,1627733.0 ,21700275.0,Dragan Bender          ,10.75     ,17.748478051078237,16.485714285714288
3800.0        ,4100.0        ,4000.0        ,3900.0        ,70.7106781187    ,15.9375      ,4.78073935182 ,9.25         ,21.5         ,PHX     ,228.0     ,7.0       ,1       ,NOP     ,          ,1627737.0 ,21700275.0,Marquese Chriss        ,15.25     ,20.384679087835597,11.788452380952382
4100.0        ,4200.0        ,4075.0        ,3700.0        ,216.506350946    ,19.6875      ,6.7392854777  ,14.0         ,30.75        ,PHX     ,228.0     ,7.0       ,1       ,NOP     ,          ,1627755.0 ,21700275.0,Tyler Ulis             ,20.25     ,22.051750464124083,21.64595238095238
3300.0        ,3300.0        ,3300.0        ,3300.0        ,0.0              ,7.83333333333,5.53900311929 ,0.0          ,11.75        ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,1627767.0 ,21700275.0,Cheick Diallo          ,11.0      ,11.899945478586128,12.692281746031744
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,3.375        ,1.375         ,2.0          ,4.75         ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,1627883.0 ,21700275.0,Jalen Jones            ,5.75      ,9.6823749902297   ,4.829672619047619
3600.0        ,3800.0        ,3600.0        ,3500.0        ,122.474487139    ,19.5625      ,6.9267935403  ,10.25        ,29.25        ,PHX     ,228.0     ,7.0       ,1       ,NOP     ,          ,1628367.0 ,21700275.0,Josh Jackson           ,17.75     ,20.799852584793353,21.57875
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,1.5          ,0.0           ,1.5          ,1.5          ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,1628429.0 ,21700275.0,Charles Cooke          ,1.5       ,9.183718695791699 ,7.215208333333334
4200.0        ,4900.0        ,4375.0        ,4100.0        ,311.24748995     ,18.5625      ,7.5195058847  ,7.25         ,26.75        ,PHX     ,228.0     ,7.0       ,1       ,NOP     ,          ,1628455.0 ,21700275.0,Mike James             ,31.0      ,22.313809165694643,27.6
4900.0        ,5200.0        ,4700.0        ,4400.0        ,331.662479036    ,17.4375      ,7.77088918657 ,4.5          ,25.25        ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,200765.0  ,21700275.0,Rajon Rondo            ,21.75     ,20.945230049998887,23.990208333333335
6500.0        ,6800.0        ,6575.0        ,6400.0        ,147.901994577    ,30.3125      ,2.60633243275 ,27.5         ,34.5         ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,201950.0  ,21700275.0,Jrue Holiday           ,35.5      ,33.3894091714515  ,28.675
3500.0        ,3500.0        ,3500.0        ,3500.0        ,0.0              ,10.1875      ,5.03542140739 ,4.0          ,18.0         ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,201967.0  ,21700275.0,Dante Cunningham       ,13.0      ,13.540399030254282,16.555059523809522
11400.0       ,11300.0       ,11050.0       ,10900.0       ,165.831239518    ,44.0         ,12.3098030041 ,26.0         ,58.0         ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,202326.0  ,21700275.0,DeMarcus Cousins       ,55.0      ,54.95979118223123 ,54.51416666666667
4700.0        ,4700.0        ,4300.0        ,4100.0        ,282.842712475    ,25.6666666667,13.4974277385 ,9.75         ,42.75        ,PHX     ,228.0     ,7.0       ,1       ,NOP     ,          ,202328.0  ,21700275.0,Greg Monroe            ,22.0      ,24.244533158200795,25.871686507936506
3700.0        ,4100.0        ,4025.0        ,3900.0        ,82.9156197589    ,23.75        ,7.1610927937  ,17.25        ,34.5         ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,202734.0  ,21700275.0,E'Twaun Moore          ,20.0      ,18.041840320500118,19.996022727272727
10700.0       ,11000.0       ,10375.0       ,9800.0        ,438.035386698    ,42.6875      ,12.6767195579 ,28.25        ,61.25        ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,203076.0  ,21700275.0,Anthony Davis          ,54.75     ,54.71242197605254 ,51.51458333333333
3300.0        ,3300.0        ,3225.0        ,3000.0        ,129.903810568    ,19.875       ,8.06322671144 ,8.0          ,28.25        ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,203121.0  ,21700275.0,Darius Miller          ,17.75     ,15.591364774768325,20.02166666666667
4500.0        ,5400.0        ,4900.0        ,4400.0        ,380.788655293    ,27.9375      ,12.1737101473 ,14.0         ,47.5         ,PHX     ,228.0     ,7.0       ,1       ,NOP     ,          ,203458.0  ,21700275.0,Alex Len               ,23.75     ,24.831729435611603,25.93553571428572
3400.0        ,3400.0        ,3400.0        ,3400.0        ,0.0              ,7.25         ,1.25          ,6.0          ,8.5          ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,203546.0  ,21700275.0,Ian Clark              ,12.0      ,11.91990301214023 ,14.206666666666667
3300.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,17.25        ,11.9726250254 ,-0.5         ,31.75        ,PHX     ,228.0     ,7.0       ,1       ,NOP     ,          ,203584.0  ,21700275.0,Troy Daniels           ,16.25     ,17.647949436982874,19.984583333333333
6600.0        ,6600.0        ,6450.0        ,6200.0        ,150.0            ,34.4375      ,7.41488157357 ,23.75        ,43.25        ,PHX     ,228.0     ,7.0       ,1       ,NOP     ,          ,203933.0  ,21700275.0,TJ Warren              ,29.5      ,31.522326667378792,30.84930555555555
4400.0        ,4400.0        ,4400.0        ,4400.0        ,0.0              ,28.75        ,0.0           ,28.75        ,28.75        ,PHX     ,228.0     ,7.0       ,1       ,NOP     ,          ,2199.0    ,21700275.0,Tyson Chandler         ,21.0      ,23.846661872902928,27.483125
3600.0        ,3900.0        ,3825.0        ,3800.0        ,43.3012701892    ,20.0625      ,5.96441269112 ,11.5         ,27.0         ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,2749.0    ,21700275.0,Jameer Nelson          ,18.75     ,16.6852570090711  ,14.565178571428572
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,16.5         ,0.0           ,16.5         ,16.5         ,NOP     ,228.0     ,-7.0      ,0       ,PHX     ,          ,2754.0    ,21700275.0,Tony Allen             ,6.25      ,13.353605390027607,9.885833333333334
4400.0        ,5000.0        ,4825.0        ,4600.0        ,147.901994577    ,13.8125      ,5.7319690116  ,8.5          ,23.0         ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,1626170.0 ,21700276.0,Jerian Grant           ,16.0      ,22.3776296894692  ,21.27148809523809
5200.0        ,6300.0        ,5900.0        ,5200.0        ,430.116263352    ,20.0         ,4.06970514902 ,14.25        ,25.75        ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,1626171.0 ,21700276.0,Bobby Portis           ,19.25     ,30.030606829495007,27.405773809523804
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,15.0833333333,1.02740233383 ,13.75        ,16.25        ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,1626172.0 ,21700276.0,Kevon Looney           ,12.0      ,10.59285301156495 ,14.977500000000001
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,0.0          ,0.0           ,0.0          ,0.0          ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,1626188.0 ,21700276.0,Quinn Cook             ,3.5       ,7.954746388896966 ,1.9304166666666671
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,10.25        ,5.64856176385 ,2.5          ,16.25        ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,1626245.0 ,21700276.0,Cristiano Felicio      ,11.25     ,10.882324676242334,10.715
5500.0        ,5600.0        ,5200.0        ,4900.0        ,273.861278753    ,31.875       ,10.4500299043 ,16.5         ,45.25        ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,1627739.0 ,21700276.0,Kris Dunn              ,23.0      ,32.161455441591976,22.39017857142857
5400.0        ,5300.0        ,4650.0        ,4300.0        ,409.267638594    ,30.875       ,7.51144959379 ,23.25        ,40.25        ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,1627756.0 ,21700276.0,Denzel Valentine       ,29.0      ,30.854179222636326,23.58020833333333
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,0.0          ,0.0           ,0.0          ,0.0          ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,1627770.0 ,21700276.0,Kay Felder             ,11.0      ,8.707473586039304 ,11.527559523809524
3200.0        ,3300.0        ,3233.3333     ,3200.0        ,47.1404520791    ,0.25         ,0.735980072194,-0.5         ,1.25         ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,1627775.0 ,21700276.0,Patrick McCaw          ,4.0       ,8.365548687133696 ,3.825
3800.0        ,3900.0        ,3900.0        ,3900.0        ,0.0              ,4.25         ,4.25          ,0.0          ,8.5          ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,1627835.0 ,21700276.0,Paul Zipser            ,17.5      ,11.610588454279721,12.228779761904761
6400.0        ,6500.0        ,6300.0        ,6000.0        ,187.082869339    ,37.5         ,5.63194016303 ,34.0         ,47.25        ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,1628374.0 ,21700276.0,Lauri Markkanen        ,26.25     ,33.28252657788545 ,30.098125000000003
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,1.25         ,0.0           ,1.25         ,1.25         ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,1628395.0 ,21700276.0,Jordan Bell            ,2.5       ,8.043155406800377 ,1.8087499999999999
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,14.1875      ,4.94777412075 ,7.75         ,19.0         ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,1628469.0 ,21700276.0,Antonio Blakeney       ,13.5      ,12.054834679140471,14.532946428571426
9900.0        ,9700.0        ,9666.6667     ,9600.0        ,47.1404520791    ,40.5         ,2.15058131676 ,37.75        ,43.0         ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,201142.0  ,21700276.0,Kevin Durant           ,46.0      ,51.698215673048594,47.45741071428572
3300.0        ,3300.0        ,3300.0        ,3300.0        ,0.0              ,10.25        ,2.48117915516 ,6.0          ,12.25        ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,201156.0  ,21700276.0,Nick Young             ,12.0      ,10.008031907086378,13.134642857142856
4700.0        ,5500.0        ,5250.0        ,5000.0        ,180.277563773    ,18.625       ,7.75100799896 ,10.0         ,29.5         ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,201577.0  ,21700276.0,Robin Lopez            ,21.0      ,27.328308194151575,17.75986111111111
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,5.875        ,4.09839907769 ,2.75         ,12.75        ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,201580.0  ,21700276.0,JaVale McGee           ,9.75      ,8.92885666874046  ,10.831904761904761
9600.0        ,9300.0        ,9033.3333     ,8700.0        ,249.443825785    ,50.6666666667,15.6342750249 ,31.0         ,69.25        ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,201939.0  ,21700276.0,Stephen Curry          ,46.25     ,46.8691039809192  ,52.872142857142855
3600.0        ,3300.0        ,3300.0        ,3300.0        ,0.0              ,14.5625      ,8.61389683883 ,3.25         ,27.5         ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,201956.0  ,21700276.0,Omri Casspi            ,15.0      ,13.283825754869163,17.47973214285714
3000.0        ,3000.0        ,3000.0        ,3000.0        ,0.0              ,3.08333333333,2.59272486435 ,1.25         ,6.75         ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,202347.0  ,21700276.0,Quincy Pondexter       ,4.75      ,9.226112008988457 ,9.831101190476192
7100.0        ,7400.0        ,6975.0        ,6700.0        ,258.60201082     ,31.1875      ,7.70019277356 ,23.5         ,44.0         ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,202691.0  ,21700276.0,Klay Thompson          ,33.75     ,39.50640527249318 ,38.154999999999994
7500.0        ,7800.0        ,7575.0        ,7300.0        ,178.535710714    ,35.0         ,0.984250984251,33.75        ,36.5         ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,203110.0  ,21700276.0,Draymond Green         ,38.5      ,41.297188039866334,42.27458333333333
5600.0        ,6400.0        ,6233.3333     ,6000.0        ,169.96731712     ,31.0833333333,6.29263237622 ,25.0         ,39.75        ,CHI     ,211.0     ,15.0      ,0       ,GSW     ,          ,203200.0  ,21700276.0,Justin Holiday         ,25.25     ,32.06207844674672 ,23.20694444444445
3500.0        ,3500.0        ,3450.0        ,3300.0        ,86.6025403784    ,19.8125      ,6.43810676752 ,12.5         ,28.25        ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,2561.0    ,21700276.0,David West             ,18.5      ,15.740789057016867,19.48416666666667
3100.0        ,3100.0        ,3100.0        ,3100.0        ,0.0              ,15.125       ,1.43069039278 ,13.0         ,17.0         ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,2585.0    ,21700276.0,Zaza Pachulia          ,14.75     ,10.99976350430796 ,17.185773809523813
3600.0        ,3600.0        ,3525.0        ,3500.0        ,43.3012701892    ,15.0625      ,8.18606857716 ,8.0          ,29.0         ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,2733.0    ,21700276.0,Shaun Livingston       ,18.0      ,14.221730033797503,15.489583333333334
4000.0        ,4000.0        ,3700.0        ,3500.0        ,187.082869339    ,16.1875      ,6.32301105092 ,8.0          ,25.75        ,GSW     ,211.0     ,-15.0     ,1       ,CHI     ,          ,2738.0    ,21700276.0,Andre Iguodala         ,20.0      ,16.335112113960513,17.420476190476194
