Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
11,620205980,daveandmarsha,0,330,PG Dennis Schroder SG Jodie Meeks SF Luol Deng PF Serge Ibaka C Marc Gasol F LaMarcus Aldridge G Zach LaVine UTIL Kawhi Leonard,,Kevin Durant,14.36%,46
12,620224193,palmerfam1,0,325,PG Giannis Antetokounmpo SG Kelly Oubre Jr. SF Jabari Parker PF DeMarcus Cousins C Tristan Thompson F David Lee G Patty Mills UTIL Serge Ibaka,,Stephen Curry,14.01%,44.75
13,620015022,stratsurfer,0,324,PG Isaiah Thomas SG Nicolas Batum SF Kent Bazemore PF David Lee C Timofey Mozgov F LaMarcus Aldridge G Giannis Antetokounmpo UTIL Serge Ibaka,,Luol Deng,13.93%,31
14,619290576,colts00gt (9/10),0,323.5,PG Goran Dragic SG Gary Harris SF T.J. Warren PF Serge Ibaka C Gorgui Dieng F LaMarcus Aldridge G Eric Bledsoe UTIL Zach LaVine,,Nikola Jokic,13.23%,29.75
15,620226881,johnlucas342,0,317.5,PG Patty Mills SG Jodie Meeks SF Otto Porter PF Harrison Barnes C Dewayne Dedmon F T.J. Warren G Russell Westbrook UTIL Giannis Antetokounmpo,,DeMarcus Cousins,12.53%,62.25
16,619834395,dirtycartel (1/2),0,316,PG Giannis Antetokounmpo SG Kentavious Caldwell-Pope SF Jabari Parker PF DeMarcus Cousins C Tristan Thompson F David Lee G Austin Rivers UTIL Luol Deng,,Dennis Schroder,11.58%,43.5
17,619541294,cconn026 (1/10),0,315.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF LaMarcus Aldridge C Andre Drummond F Paul Millsap G Patty Mills UTIL Thomas Robinson,,Gary Harris,11.05%,24.5
17,619541295,cconn026 (2/10),0,315.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF LaMarcus Aldridge C Andre Drummond F Paul Millsap G Patty Mills UTIL Thomas Robinson,,Justise Winslow,10.62%,24.75
17,619541296,cconn026 (3/10),0,315.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF LaMarcus Aldridge C Andre Drummond F Paul Millsap G Patty Mills UTIL Thomas Robinson,,LaMarcus Aldridge,10.27%,52
17,619541297,cconn026 (4/10),0,315.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF LaMarcus Aldridge C Andre Drummond F Paul Millsap G Patty Mills UTIL Thomas Robinson,,Serge Ibaka,10.27%,51.25
17,619541298,cconn026 (5/10),0,315.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF LaMarcus Aldridge C Andre Drummond F Paul Millsap G Patty Mills UTIL Thomas Robinson,,Russell Westbrook,10.10%,82.25
17,619541299,cconn026 (6/10),0,315.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF LaMarcus Aldridge C Andre Drummond F Paul Millsap G Patty Mills UTIL Thomas Robinson,,Jrue Holiday,10.10%,37.5
17,619541300,cconn026 (7/10),0,315.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF LaMarcus Aldridge C Andre Drummond F Paul Millsap G Patty Mills UTIL Thomas Robinson,,Andre Drummond,9.75%,33.75
17,619541301,cconn026 (8/10),0,315.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF LaMarcus Aldridge C Andre Drummond F Paul Millsap G Patty Mills UTIL Thomas Robinson,,Patty Mills,9.49%,39.25
17,619541302,cconn026 (9/10),0,315.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF LaMarcus Aldridge C Andre Drummond F Paul Millsap G Patty Mills UTIL Thomas Robinson,,D'Angelo Russell,8.88%,27
17,619541303,cconn026 (10/10),0,315.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF LaMarcus Aldridge C Andre Drummond F Paul Millsap G Patty Mills UTIL Thomas Robinson,,Jeremy Lin,8.62%,21
27,620095667,dre87 (2/5),0,315.5,PG Giannis Antetokounmpo SG Nicolas Batum SF Luol Deng PF Thomas Robinson C Timofey Mozgov F Paul Millsap G Jodie Meeks UTIL Anthony Davis,,Isaiah Thomas,8.44%,53.5
27,620095669,dre87 (4/5),0,315.5,PG Giannis Antetokounmpo SG Nicolas Batum SF Luol Deng PF Thomas Robinson C Timofey Mozgov F Paul Millsap G Jodie Meeks UTIL Anthony Davis,,LeBron James,8.36%,39.75
29,619608560,packerbravefan (1/5),0,315,PG Russell Westbrook SG Devin Booker SF Luol Deng PF Thomas Robinson C Timofey Mozgov F James Johnson G Giannis Antetokounmpo UTIL Reggie Jackson,,Gorgui Dieng,8.27%,25.5
29,619691226,srn828 (1/10),0,315,PG Dennis Schroder SG Raymond Felton SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F Serge Ibaka G Stephen Curry UTIL Paul Millsap,,Hassan Whiteside,7.92%,40.5
29,619691227,srn828 (2/10),0,315,PG Dennis Schroder SG Raymond Felton SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F Serge Ibaka G Stephen Curry UTIL Paul Millsap,,Bradley Beal,7.75%,22.5
29,619691228,srn828 (3/10),0,315,PG Dennis Schroder SG Raymond Felton SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F Serge Ibaka G Stephen Curry UTIL Paul Millsap,,Karl-Anthony Towns,7.66%,45.25
29,619691229,srn828 (4/10),0,315,PG Dennis Schroder SG Raymond Felton SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F Serge Ibaka G Stephen Curry UTIL Paul Millsap,,John Wall,7.05%,38.75
29,619691230,srn828 (5/10),0,315,PG Dennis Schroder SG Raymond Felton SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F Serge Ibaka G Stephen Curry UTIL Paul Millsap,,Elfrid Payton,5.83%,47.75
29,619691231,srn828 (6/10),0,315,PG Dennis Schroder SG Raymond Felton SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F Serge Ibaka G Stephen Curry UTIL Paul Millsap,,Kent Bazemore,5.83%,16.5
29,619691232,srn828 (7/10),0,315,PG Dennis Schroder SG Raymond Felton SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F Serge Ibaka G Stephen Curry UTIL Paul Millsap,,Nicolas Batum,5.74%,56.75
29,619691233,srn828 (8/10),0,315,PG Dennis Schroder SG Raymond Felton SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F Serge Ibaka G Stephen Curry UTIL Paul Millsap,,Jimmy Butler,5.57%,39
29,619691234,srn828 (9/10),0,315,PG Dennis Schroder SG Raymond Felton SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F Serge Ibaka G Stephen Curry UTIL Paul Millsap,,Kyrie Irving,5.57%,47.75
29,619691235,srn828 (10/10),0,315,PG Dennis Schroder SG Raymond Felton SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F Serge Ibaka G Stephen Curry UTIL Paul Millsap,,Marcus Smart,5.57%,19.75
29,620151302,packerbravefan (2/5),0,315,PG Russell Westbrook SG Devin Booker SF Luol Deng PF Thomas Robinson C Timofey Mozgov F James Johnson G Giannis Antetokounmpo UTIL Reggie Jackson,,Andrew Wiggins,5.40%,17.5
29,620154898,packerbravefan (3/5),0,315,PG Russell Westbrook SG Devin Booker SF Luol Deng PF Thomas Robinson C Timofey Mozgov F James Johnson G Giannis Antetokounmpo UTIL Reggie Jackson,,Devin Booker,5.22%,43.5
29,620160706,packerbravefan (4/5),0,315,PG Russell Westbrook SG Devin Booker SF Luol Deng PF Thomas Robinson C Timofey Mozgov F James Johnson G Giannis Antetokounmpo UTIL Reggie Jackson,,T.J. Warren,5.13%,30.75
29,620204737,packerbravefan (5/5),0,315,PG Russell Westbrook SG Devin Booker SF Luol Deng PF Thomas Robinson C Timofey Mozgov F James Johnson G Giannis Antetokounmpo UTIL Reggie Jackson,,D.J. Augustin,5.13%,19
44,619612559,alvinow,0,314.5,PG Patty Mills SG Jamal Crawford SF Luol Deng PF Anthony Davis C Nikola Jokic F Paul Millsap G Isaiah Thomas UTIL David Lee,,C.J. McCollum,4.79%,32
44,620120573,JMorrow28 (10/10),0,314.5,PG Isaiah Thomas SG Jodie Meeks SF Justise Winslow PF Paul Millsap C Dewayne Dedmon F Thomas Robinson G Russell Westbrook UTIL Serge Ibaka,,Bismack Biyombo,4.61%,26.75
46,620131652,amb1009,0,313.5,PG Austin Rivers SG Raymond Felton SF Luol Deng PF David Lee C Anthony Davis F Thomas Robinson G Russell Westbrook UTIL Kyrie Irving,,Raymond Felton,4.53%,17.5
47,620032963,AlwaysBU (1/4),0,313.25,PG Austin Rivers SG Raymond Felton SF T.J. Warren PF David Lee C Anthony Davis F Thomas Robinson G Russell Westbrook UTIL Kyrie Irving,,James Johnson,4.35%,29.5
47,620041138,AlwaysBU (2/4),0,313.25,PG Austin Rivers SG Raymond Felton SF T.J. Warren PF David Lee C Anthony Davis F Thomas Robinson G Russell Westbrook UTIL Kyrie Irving,,Emmanuel Mudiay,4.35%,27.75
49,619749263,jmart80 (2/2),0,313,PG Dennis Schroder SG Nicolas Batum SF Kawhi Leonard PF Montrezl Harrell C Karl-Anthony Towns F Joe Ingles G Elfrid Payton UTIL Alex Len,,Reggie Jackson,4.35%,29.25
50,619107004,RejectedGamingII,0,312,PG Damian Lillard SG Raymond Felton SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F David Lee G Isaiah Thomas UTIL Giannis Antetokounmpo,,Jon Leuer,3.92%,21.75
51,620199278,swannda,0,311.75,PG Jeremy Lin SG Jodie Meeks SF Marcus Smart PF LaMarcus Aldridge C Karl-Anthony Towns F Serge Ibaka G Kyrie Irving UTIL Isaiah Thomas,,Gordon Hayward,3.83%,34.75
52,619592850,phazerstostun (1/2),0,311.25,PG Giannis Antetokounmpo SG Avery Bradley SF Justise Winslow PF Jon Leuer C Andre Drummond F Serge Ibaka G Patty Mills UTIL LaMarcus Aldridge,,Deron Williams,3.66%,32.75
52,619600281,phazerstostun (2/2),0,311.25,PG Giannis Antetokounmpo SG Avery Bradley SF Justise Winslow PF Jon Leuer C Andre Drummond F Serge Ibaka G Patty Mills UTIL LaMarcus Aldridge,,Kemba Walker,3.66%,34.75
52,620183121,bc2121,0,311.25,PG Russell Westbrook SG Andre Roberson SF LeBron James PF Serge Ibaka C Tristan Thompson F James Johnson G Ty Lawson UTIL Thomas Robinson,,Kevin Love,3.66%,36.75
55,619417727,Darkwarriors75,0,311,PG Russell Westbrook SG Jodie Meeks SF Nikola Mirotic PF Thomas Robinson C Andre Drummond F Marcus Smart G Deron Williams UTIL Anthony Davis,,Mike Muscala,3.66%,22.25
55,619548821,gamble11,0,311,PG Isaiah Thomas SG Zach LaVine SF Luol Deng PF Serge Ibaka C Karl-Anthony Towns F David Lee G Kyle Korver UTIL Nicolas Batum,,Marcin Gortat,3.57%,19.5
55,619826338,ditkadude (2/2),0,311,PG Kyrie Irving SG Zach LaVine SF Gordon Hayward PF Serge Ibaka C Nikola Jokic F Marreese Speights G Shelvin Mack UTIL Devin Booker,,Nikola Vucevic,3.39%,27.25
58,619335571,cbesch24 (1/3),0,310.25,PG Giannis Antetokounmpo SG Devin Booker SF Luol Deng PF Thomas Robinson C Dewayne Dedmon F David Lee G Dennis Schroder UTIL Anthony Davis,,Marreese Speights,3.31%,18
58,619341016,cbesch24 (2/3),0,310.25,PG Giannis Antetokounmpo SG Devin Booker SF Luol Deng PF Thomas Robinson C Dewayne Dedmon F David Lee G Dennis Schroder UTIL Anthony Davis,,Kyle Korver,3.13%,0
58,619359694,cbesch24 (3/3),0,310.25,PG Giannis Antetokounmpo SG Devin Booker SF Luol Deng PF Thomas Robinson C Dewayne Dedmon F David Lee G Dennis Schroder UTIL Anthony Davis,,Rudy Gobert,3.13%,35
61,619197016,fab5fire (2/10),0,310,PG Russell Westbrook SG Jodie Meeks SF Luol Deng PF David Lee C Timofey Mozgov F DeMarcus Cousins G Dennis Schroder UTIL Patty Mills,,Draymond Green,3.13%,41
61,619197023,fab5fire (4/10),0,310,PG Russell Westbrook SG Jodie Meeks SF Luol Deng PF David Lee C Timofey Mozgov F DeMarcus Cousins G Dennis Schroder UTIL Patty Mills,,Joel Embiid,2.87%,40.25
61,619205545,fab5fire (5/10),0,310,PG Russell Westbrook SG Jodie Meeks SF Luol Deng PF David Lee C Timofey Mozgov F DeMarcus Cousins G Dennis Schroder UTIL Patty Mills,,Jamal Crawford,2.87%,35.75
61,619212456,fab5fire (7/10),0,310,PG Russell Westbrook SG Jodie Meeks SF Luol Deng PF David Lee C Timofey Mozgov F DeMarcus Cousins G Dennis Schroder UTIL Patty Mills,,James Harden,2.70%,50.25
61,619218562,fab5fire (10/10),0,310,PG Russell Westbrook SG Jodie Meeks SF Luol Deng PF David Lee C Timofey Mozgov F DeMarcus Cousins G Dennis Schroder UTIL Patty Mills,,Jabari Parker,2.61%,43.5
66,620146049,Lindz_31182,0,309.5,PG Patty Mills SG Nicolas Batum SF Kawhi Leonard PF Jon Leuer C Dewayne Dedmon F David Lee G Dennis Schroder UTIL Anthony Davis,,Al-Farouq Aminu,2.61%,11
67,619388483,jabraun42 (7/10),0,309.25,PG Giannis Antetokounmpo SG Nick Young SF Kawhi Leonard PF LaMarcus Aldridge C Kevin Love F Luol Deng G Ty Lawson UTIL Greg Monroe,,DeMar DeRozan,2.44%,40
67,619693834,Cholste,0,309.25,PG Giannis Antetokounmpo SG Devin Booker SF Kevin Durant PF Thomas Robinson C Timofey Mozgov F DeMarcus Cousins G Patty Mills UTIL Dewayne Dedmon,,Marc Gasol,2.35%,32.75
67,620015736,Khalwayne (1/3),0,309.25,PG Giannis Antetokounmpo SG Jodie Meeks SF Luol Deng PF Thomas Robinson C Nikola Jokic F Tobias Harris G DeMar DeRozan UTIL DeMarcus Cousins,,Tristan Thompson,2.35%,35.75
67,620033780,Khalwayne (2/3),0,309.25,PG Giannis Antetokounmpo SG Jodie Meeks SF Luol Deng PF Thomas Robinson C Nikola Jokic F Tobias Harris G DeMar DeRozan UTIL DeMarcus Cousins,,Kentavious Caldwell-Pope,2.26%,36.75
67,620033816,Khalwayne (3/3),0,309.25,PG Giannis Antetokounmpo SG Jodie Meeks SF Luol Deng PF Thomas Robinson C Nikola Jokic F Tobias Harris G DeMar DeRozan UTIL DeMarcus Cousins,,Ty Lawson,2.26%,29.25
72,620203881,HoosierDK17,0,309,PG Dennis Schroder SG Devin Booker SF Kawhi Leonard PF Anthony Davis C Dewayne Dedmon F Jon Leuer G Patty Mills UTIL Luol Deng,,Tyler Johnson,2.26%,18.75
73,620095666,dre87 (1/5),0,308.75,PG Giannis Antetokounmpo SG Nicolas Batum SF Luol Deng PF Thomas Robinson C Timofey Mozgov F Paul Millsap G Elfrid Payton UTIL Kemba Walker,,Eric Gordon,2.26%,31
73,620095668,dre87 (3/5),0,308.75,PG Giannis Antetokounmpo SG Nicolas Batum SF Luol Deng PF Thomas Robinson C Timofey Mozgov F Paul Millsap G Elfrid Payton UTIL Kemba Walker,,Eric Bledsoe,2.18%,49.5
73,620095670,dre87 (5/5),0,308.75,PG Giannis Antetokounmpo SG Nicolas Batum SF Luol Deng PF Thomas Robinson C Timofey Mozgov F Paul Millsap G Elfrid Payton UTIL Kemba Walker,,Kyle Lowry,2.18%,52.5
76,620149992,chipanachair (1/2),0,308.5,PG Russell Westbrook SG Jodie Meeks SF Luol Deng PF Thomas Robinson C Timofey Mozgov F P.J. Tucker G Giannis Antetokounmpo UTIL Hassan Whiteside,,Nick Young,2.09%,17.25
76,620179690,chipanachair (2/2),0,308.5,PG Russell Westbrook SG Jodie Meeks SF Luol Deng PF Thomas Robinson C Timofey Mozgov F P.J. Tucker G Giannis Antetokounmpo UTIL Hassan Whiteside,,Mason Plumlee,2.00%,18.25
78,619397895,wakeywakey,0,308.25,PG Stephen Curry SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C LaMarcus Aldridge F Kevin Durant G Eric Bledsoe UTIL Emmanuel Mudiay,,Avery Bradley,1.91%,25
78,619930488,kilzman2 (2/3),0,308.25,PG Jeremy Lin SG Avery Bradley SF Harrison Barnes PF Joel Embiid C Serge Ibaka F Wilson Chandler G Devin Booker UTIL LaMarcus Aldridge,,Austin Rivers,1.91%,25
78,620131010,Cryostrength,0,308.25,PG Giannis Antetokounmpo SG Bradley Beal SF Tobias Harris PF Marvin Williams C Anthony Davis F Michael Kidd-Gilchrist G Patty Mills UTIL Dirk Nowitzki,,Lou Williams,1.83%,21.5
81,619402695,JohnnyPickEm,0,307.25,PG Giannis Antetokounmpo SG Jodie Meeks SF Kevin Durant PF Jon Leuer C Nikola Jokic F Thomas Robinson G Isaiah Thomas UTIL Elfrid Payton,,Tobias Harris,1.74%,37.75
82,619197014,fab5fire (1/10),0,306.25,PG Giannis Antetokounmpo SG Gary Harris SF T.J. Warren PF David Lee C Dewayne Dedmon F Kawhi Leonard G Patty Mills UTIL Anthony Davis,,Taj Gibson,1.65%,17.75
82,619197021,fab5fire (3/10),0,306.25,PG Giannis Antetokounmpo SG Gary Harris SF T.J. Warren PF David Lee C Dewayne Dedmon F Kawhi Leonard G Patty Mills UTIL Anthony Davis,,Iman Shumpert,1.57%,12.25
82,619205547,fab5fire (6/10),0,306.25,PG Giannis Antetokounmpo SG Gary Harris SF T.J. Warren PF David Lee C Dewayne Dedmon F Kawhi Leonard G Patty Mills UTIL Anthony Davis,,DeAndre Jordan,1.57%,32.25
82,619212463,fab5fire (8/10),0,306.25,PG Giannis Antetokounmpo SG Gary Harris SF T.J. Warren PF David Lee C Dewayne Dedmon F Kawhi Leonard G Patty Mills UTIL Anthony Davis,,Maurice Harkless,1.57%,15.5
82,619218555,fab5fire (9/10),0,306.25,PG Giannis Antetokounmpo SG Gary Harris SF T.J. Warren PF David Lee C Dewayne Dedmon F Kawhi Leonard G Patty Mills UTIL Anthony Davis,,Enes Kanter,1.48%,30
87,619372919,logan008,0,305.5,PG Giannis Antetokounmpo SG Raymond Felton SF Kevin Durant PF Thomas Robinson C Gorgui Dieng F LaMarcus Aldridge G Emmanuel Mudiay UTIL Eric Bledsoe,,Mike Conley,1.39%,38.75
87,619396882,Schmief (1/2),0,305.5,PG Giannis Antetokounmpo SG Raymond Felton SF Kevin Durant PF Thomas Robinson C Gorgui Dieng F LaMarcus Aldridge G Emmanuel Mudiay UTIL Eric Bledsoe,,Will Barton,1.31%,27
87,619442520,redspecial,0,305.5,PG Giannis Antetokounmpo SG Raymond Felton SF Kevin Durant PF Thomas Robinson C Gorgui Dieng F LaMarcus Aldridge G Emmanuel Mudiay UTIL Eric Bledsoe,,Brook Lopez,1.31%,24.75
87,619505978,gronk-a-tron,0,305.5,PG Giannis Antetokounmpo SG Jodie Meeks SF Justise Winslow PF Thomas Robinson C Nikola Jokic F DeMarcus Cousins G Patty Mills UTIL Draymond Green,,Harrison Barnes,1.31%,35.5
87,619568364,Schmief (2/2),0,305.5,PG Giannis Antetokounmpo SG Raymond Felton SF Kevin Durant PF Thomas Robinson C Gorgui Dieng F LaMarcus Aldridge G Emmanuel Mudiay UTIL Eric Bledsoe,,Jae Crowder,1.22%,13.5
87,619693918,malopez (1/4),0,305.5,PG Giannis Antetokounmpo SG Gary Harris SF Kawhi Leonard PF Paul Millsap C Dewayne Dedmon F Thomas Robinson G Patty Mills UTIL Isaiah Thomas,,Rajon Rondo,1.22%,35.25
87,619702460,malopez (2/4),0,305.5,PG Giannis Antetokounmpo SG Gary Harris SF Kawhi Leonard PF Paul Millsap C Dewayne Dedmon F Thomas Robinson G Patty Mills UTIL Isaiah Thomas,,Alex Len,1.13%,19
87,619709557,malopez (3/4),0,305.5,PG Giannis Antetokounmpo SG Gary Harris SF Kawhi Leonard PF Paul Millsap C Dewayne Dedmon F Thomas Robinson G Patty Mills UTIL Isaiah Thomas,,Danny Green,1.13%,8.5
87,619709590,malopez (4/4),0,305.5,PG Giannis Antetokounmpo SG Gary Harris SF Kawhi Leonard PF Paul Millsap C Dewayne Dedmon F Thomas Robinson G Patty Mills UTIL Isaiah Thomas,,Tyson Chandler,1.13%,32.5
87,619727824,marlins1994 (1/3),0,305.5,PG Giannis Antetokounmpo SG Raymond Felton SF Kevin Durant PF Thomas Robinson C Gorgui Dieng F LaMarcus Aldridge G Emmanuel Mudiay UTIL Eric Bledsoe,,Greg Monroe,1.13%,36.25
87,619733296,marlins1994 (2/3),0,305.5,PG Giannis Antetokounmpo SG Raymond Felton SF Kevin Durant PF Thomas Robinson C Gorgui Dieng F LaMarcus Aldridge G Emmanuel Mudiay UTIL Eric Bledsoe,,Otto Porter,1.13%,26.25
87,619749121,marlins1994 (3/3),0,305.5,PG Giannis Antetokounmpo SG Raymond Felton SF Kevin Durant PF Thomas Robinson C Gorgui Dieng F LaMarcus Aldridge G Emmanuel Mudiay UTIL Eric Bledsoe,,Klay Thompson,1.13%,25.75
87,619996437,PatrykL94,0,305.5,PG Giannis Antetokounmpo SG Raymond Felton SF Kevin Durant PF Thomas Robinson C Gorgui Dieng F LaMarcus Aldridge G Emmanuel Mudiay UTIL Eric Bledsoe,,Robin Lopez,1.13%,22.75
87,620234603,helmmoose,0,305.5,PG Giannis Antetokounmpo SG Raymond Felton SF Kevin Durant PF Thomas Robinson C Gorgui Dieng F LaMarcus Aldridge G Emmanuel Mudiay UTIL Eric Bledsoe,,Steven Adams,1.13%,31.75
101,619569604,kingfi (1/10),0,304.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C Marc Gasol F DeMarcus Cousins G Patty Mills UTIL Dewayne Dedmon,,Anthony Bennett,1.04%,17
101,619569605,kingfi (2/10),0,304.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C Marc Gasol F DeMarcus Cousins G Patty Mills UTIL Dewayne Dedmon,,Andre Roberson,1.04%,19.75
101,619569606,kingfi (3/10),0,304.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C Marc Gasol F DeMarcus Cousins G Patty Mills UTIL Dewayne Dedmon,,DeAndre Liggins,1.04%,5
101,619569607,kingfi (4/10),0,304.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C Marc Gasol F DeMarcus Cousins G Patty Mills UTIL Dewayne Dedmon,,Robert Covington,1.04%,27
101,619569608,kingfi (5/10),0,304.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C Marc Gasol F DeMarcus Cousins G Patty Mills UTIL Dewayne Dedmon,,Goran Dragic,0.96%,35
101,619569609,kingfi (6/10),0,304.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C Marc Gasol F DeMarcus Cousins G Patty Mills UTIL Dewayne Dedmon,,Josh Richardson,0.96%,14.25
101,619569610,kingfi (7/10),0,304.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C Marc Gasol F DeMarcus Cousins G Patty Mills UTIL Dewayne Dedmon,,Allen Crabbe,0.96%,16.25
101,619569611,kingfi (8/10),0,304.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C Marc Gasol F DeMarcus Cousins G Patty Mills UTIL Dewayne Dedmon,,Cody Zeller,0.96%,33.25
101,619569612,kingfi (9/10),0,304.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C Marc Gasol F DeMarcus Cousins G Patty Mills UTIL Dewayne Dedmon,,Zach LaVine,0.87%,55
101,619569613,kingfi (10/10),0,304.75,PG Giannis Antetokounmpo SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C Marc Gasol F DeMarcus Cousins G Patty Mills UTIL Dewayne Dedmon,,Ricky Rubio,0.87%,38.5
111,619830808,ql81,0,304.5,PG Patty Mills SG Jodie Meeks SF Kawhi Leonard PF Thomas Robinson C Paul Millsap F DeMarcus Cousins G Giannis Antetokounmpo UTIL Timofey Mozgov,,Jahlil Okafor,0.87%,14
111,620240094,Kingsindian2200,0,304.5,PG Isaiah Thomas SG Jodie Meeks SF Kevin Durant PF Anthony Davis C Hassan Whiteside F Thomas Robinson G Patty Mills UTIL Timofey Mozgov,,Marvin Williams,0.87%,18.5
113,619352764,davicii27 (1/2),0,304.25,PG Isaiah Thomas SG Jodie Meeks SF Kawhi Leonard PF Anthony Davis C Timofey Mozgov F Luol Deng G Elfrid Payton UTIL Nikola Vucevic,,Thabo Sefolosha,0.78%,32.5
113,619368810,davicii27 (2/2),0,304.25,PG Isaiah Thomas SG Jodie Meeks SF Kawhi Leonard PF Anthony Davis C Timofey Mozgov F Luol Deng G Elfrid Payton UTIL Nikola Vucevic,,Brandon Knight,0.70%,15.75
113,619503873,BoostedRS,0,304.25,PG Isaiah Thomas SG Jodie Meeks SF Kawhi Leonard PF Anthony Davis C Timofey Mozgov F Luol Deng G Elfrid Payton UTIL Nikola Vucevic,,Danilo Gallinari,0.70%,40.75
