Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,communityBonus,penalty,dvp,value,O/U,odds,Final
C,Mason Plumlee,5600,Por@Cha 07:00PM ET,30.331,POR,0,0,32.071,23.065,25.875,0.000,-0.000,26.500,33.600,217.500,5.000,27.500
PG/SG,Malcolm Brogdon,5600,Mil@Hou 08:00PM ET,20.725,MIL,0,0,27.286,13.190,28.250,2.073,-2.073,19.250,33.600,226.500,6.500,30.000
PF,Thaddeus Young,5600,Ind@Sac 10:30PM ET,25.738,IND,0,0,24.643,19.531,28.750,0.000,-0.152,25.000,33.600,214.500,2.000,24.000
SG,Victor Oladipo,5500,OKC@GS 10:30PM ET,28.221,OKC,0,0,28.429,20.500,26.000,0.000,-5.700,12.500,33.000,230.000,13.500,37.750
SF,Marcus Morris,5500,Atl@Det 08:00PM ET,24.000,DET,1,0,23.321,17.136,27.125,0.000,-1.532,24.000,33.000,202.000,2.000,39.000
SF,Trevor Ariza,5500,Mil@Hou 08:00PM ET,28.165,HOU,1,0,31.786,21.670,28.375,7.041,-2.817,29.000,33.000,226.500,-6.500,20.500
SF,Robert Covington,5500,Tor@Phi 07:00PM ET,24.819,PHI,1,0,31.143,16.203,23.875,0.000,-0.147,16.000,33.000,214.500,5.000,23.250
SG,Kentavious Caldwell-Pope,5400,Atl@Det 08:00PM ET,26.650,DET,1,1,27.036,16.434,23.562,0.000,-2669.495,23.000,32.400,202.000,2.000,0.000
PG,Patrick Beverley,5400,Mil@Hou 08:00PM ET,27.700,HOU,1,0,28.607,21.179,26.438,0.000,-6.925,2.000,32.400,226.500,-6.500,40.250
PF,Ersan Ilyasova,5400,Tor@Phi 07:00PM ET,26.647,PHI,1,0,26.464,19.500,25.625,2.665,-0.158,21.000,32.400,214.500,5.000,28.750
SF/PF,Aaron Gordon,5400,Orl@NO 08:00PM ET,22.395,ORL,0,0,25.857,15.354,26.000,2.240,-0.652,19.000,32.400,209.500,5.000,32.000
C,Steven Adams,5300,OKC@GS 10:30PM ET,26.935,OKC,0,1,28.857,20.062,22.500,0.000,-2698.089,22.000,31.800,230.000,13.500,0.000
PG/SG,Darren Collison,5300,Ind@Sac 10:30PM ET,23.039,SAC,1,0,23.357,17.054,22.438,2.304,-0.136,21.750,31.800,214.500,-2.000,35.000
SF/PF,DeMarre Carroll,5300,Tor@Phi 07:00PM ET,19.993,TOR,0,0,16.750,13.700,26.625,1.999,-0.118,16.250,31.800,214.500,-5.000,9.500
SG/SF,Evan Fournier,5300,Orl@NO 08:00PM ET,27.068,ORL,0,1,25.571,18.583,16.625,0.000,-2710.068,17.000,31.800,209.500,5.000,0.000
C,Cody Zeller,5200,Por@Cha 07:00PM ET,24.206,CHA,1,0,23.357,19.211,25.750,0.000,-0.000,28.000,31.200,217.500,-5.000,19.500
C,Joakim Noah,5100,NY@Bos 07:30PM ET,23.132,NY,0,1,25.036,15.557,27.625,0.000,-2315.282,18.000,30.600,221.000,9.500,0.000
SF,Michael Kidd-Gilchrist,5100,Por@Cha 07:00PM ET,23.400,CHA,1,0,23.607,16.893,25.750,0.000,-0.000,21.000,30.600,217.500,-5.000,28.750
PF,Al-Farouq Aminu,5100,Por@Cha 07:00PM ET,21.548,POR,0,0,24.571,16.036,27.938,0.000,-0.000,9.500,30.600,217.500,5.000,26.250
PF/C,Montrezl Harrell,5100,Mil@Hou 08:00PM ET,18.471,HOU,1,0,27.429,8.781,22.250,0.000,-1.847,15.000,30.600,226.500,-6.500,37.000
PF,Ryan Anderson,5000,Mil@Hou 08:00PM ET,24.349,HOU,1,1,20.929,17.846,23.375,0.000,-2437.091,19.000,30.000,226.500,-6.500,0.000
C,Nerlens Noel,4900,Tor@Phi 07:00PM ET,16.654,PHI,1,1,15.150,10.464,21.250,0.000,-1665.332,9.000,29.400,214.500,5.000,7.250
SG/SF,Marcus Smart,4800,NY@Bos 07:30PM ET,24.625,BOS,1,0,26.250,19.083,25.188,2.463,-2.463,19.000,28.800,221.000,-9.500,23.250
SG,Tony Allen,4700,Mem@Was 07:00PM ET,22.542,MEM,0,0,25.893,15.645,19.812,0.000,-0.969,14.000,28.200,206.500,2.000,19.250
PF,Marvin Williams,4600,Por@Cha 07:00PM ET,21.864,CHA,1,0,21.036,15.691,22.812,2.186,-0.000,30.000,27.600,217.500,-5.000,27.250
C,Clint Capela,4600,Mil@Hou 08:00PM ET,26.216,HOU,1,0,26.679,19.393,17.875,0.000,-4.687,11.000,27.600,226.500,-6.500,12.750
PG,Sergio Rodriguez,4600,Tor@Phi 07:00PM ET,22.864,PHI,1,0,21.429,14.625,17.125,0.000,-0.135,8.000,27.600,214.500,5.000,17.250
PF/C,Kelly Olynyk,4500,NY@Bos 07:30PM ET,19.557,BOS,1,0,22.607,12.015,30.562,0.000,-1.956,23.750,27.000,221.000,-9.500,9.000
SG,Jeremy Lamb,4500,Por@Cha 07:00PM ET,18.536,CHA,1,1,15.429,8.188,19.812,0.000,-1853.415,5.000,27.000,217.500,-5.000,0.000
SG,Jodie Meeks,4500,Orl@NO 08:00PM ET,16.957,ORL,0,0,22.250,8.841,24.562,0.000,-0.493,20.000,27.000,209.500,5.000,13.000
SG/SF,Kent Bazemore,4400,Atl@Det 08:00PM ET,21.853,ATL,0,0,18.357,13.278,25.625,2.185,-1968.165,6.250,26.400,202.000,-2.000,15.500
SF,Mindaugas Kuzminskas,4300,NY@Bos 07:30PM ET,10.714,NY,0,0,9.286,5.500,18.688,0.000,-2.143,20.000,25.800,221.000,9.500,28.000
PF,JaMychal Green,4300,Mem@Was 07:00PM ET,22.756,MEM,0,0,19.679,16.057,19.062,0.000,-0.978,22.500,25.800,206.500,2.000,37.250
SF/PF,Dario Saric,4300,Tor@Phi 07:00PM ET,20.872,PHI,1,0,15.571,13.066,22.000,0.000,-0.124,18.500,25.800,214.500,5.000,23.750
C,Jahlil Okafor,4300,Tor@Phi 07:00PM ET,21.050,PHI,1,1,24.643,13.019,21.188,0.000,-2104.914,9.000,25.800,214.500,5.000,0.000
PF,Jon Leuer,4200,Atl@Det 08:00PM ET,22.711,DET,1,1,21.393,15.562,13.875,0.000,-2274.138,17.000,25.200,202.000,2.000,0.000
PF/C,Kyle O'Quinn,4100,NY@Bos 07:30PM ET,18.156,NY,0,0,16.107,10.174,28.062,0.000,-3.631,22.000,24.600,221.000,9.500,4.750
SG/SF,Evan Turner,4100,Por@Cha 07:00PM ET,21.188,POR,0,0,19.643,15.625,23.875,0.000,-0.000,22.500,24.600,217.500,5.000,23.250
SF,Maurice Harkless,4100,Por@Cha 07:00PM ET,23.287,POR,0,0,23.179,15.279,17.688,0.000,-1.877,25.000,24.600,217.500,5.000,18.750
SF/PF,Anthony Tolliver,4100,Ind@Sac 10:30PM ET,14.286,SAC,1,0,21.821,6.196,25.062,0.000,-0.085,20.250,24.600,214.500,-2.000,12.250
SG/SF,Allen Crabbe,4000,Por@Cha 07:00PM ET,18.442,POR,0,0,18.393,12.685,19.562,0.000,-0.000,22.500,24.000,217.500,5.000,7.500
PG,Ty Lawson,4000,Ind@Sac 10:30PM ET,19.923,SAC,1,1,19.143,11.676,17.875,1.992,-1992.219,17.000,24.000,214.500,-2.000,0.000
C,Lucas Nogueira,4000,Tor@Phi 07:00PM ET,17.096,TOR,0,1,13.500,10.829,18.625,0.000,-1710.983,26.500,24.000,214.500,-5.000,0.000
PF/C,Amir Johnson,3900,NY@Bos 07:30PM ET,16.944,BOS,1,0,23.179,10.226,12.688,0.000,-3.389,23.750,23.400,221.000,-9.500,27.750
SG/SF,Thabo Sefolosha,3900,Atl@Det 08:00PM ET,20.197,ATL,0,0,20.964,13.618,17.562,0.000,-1819.020,6.250,23.400,202.000,-2.000,1.250
PG/SG,Garrett Temple,3900,Ind@Sac 10:30PM ET,17.413,SAC,1,0,18.143,12.000,18.250,0.000,-0.103,21.750,23.400,214.500,-2.000,18.500
PG,Brandon Jennings,3800,NY@Bos 07:30PM ET,20.399,NY,0,0,21.250,13.159,13.625,0.000,-6.103,19.000,22.800,221.000,9.500,26.000
SF,Andre Roberson,3800,OKC@GS 10:30PM ET,18.517,OKC,0,0,16.464,11.132,19.000,0.000,-3.703,19.000,22.800,230.000,13.500,6.500
SG/SF,Stanley Johnson,3800,Atl@Det 08:00PM ET,10.564,DET,1,0,6.857,5.352,17.688,0.000,-0.675,23.500,22.800,202.000,2.000,21.500
SF/PF,Jerami Grant,3700,OKC@GS 10:30PM ET,13.286,OKC,0,0,13.036,9.425,13.438,0.000,-2.657,13.500,22.200,230.000,13.500,15.750
C,Aron Baynes,3700,Atl@Det 08:00PM ET,10.341,DET,1,0,10.643,6.560,8.500,0.000,-931.350,4.000,22.200,202.000,2.000,20.000
SG/SF,Marco Belinelli,3700,Por@Cha 07:00PM ET,18.396,CHA,1,0,14.321,12.750,17.312,0.000,-1655.640,13.000,22.200,217.500,-5.000,25.250
PF/C,Spencer Hawes,3700,Por@Cha 07:00PM ET,16.552,CHA,1,0,11.964,9.328,24.250,0.000,-0.000,29.000,22.200,217.500,-5.000,0.000
PG,Andrew Harrison,3700,Mem@Was 07:00PM ET,17.475,MEM,0,0,16.357,11.125,10.000,0.000,-1575.117,4.500,22.200,206.500,2.000,3.750
SF/PF,Michael Beasley,3700,Mil@Hou 08:00PM ET,16.500,MIL,0,0,21.214,8.859,27.688,0.000,-3.300,17.500,22.200,226.500,6.500,31.500
SF/PF,Matt Barnes,3700,Ind@Sac 10:30PM ET,19.243,SAC,1,0,20.179,12.013,16.875,0.000,-0.114,20.250,22.200,214.500,-2.000,17.500
PF,Richaun Holmes,3700,Tor@Phi 07:00PM ET,16.393,PHI,1,1,14.143,7.667,16.438,0.000,-1639.233,21.000,22.200,214.500,5.000,0.000
C,Zaza Pachulia,3600,OKC@GS 10:30PM ET,18.034,GS,1,0,20.500,12.287,23.188,0.000,-3.607,16.000,21.600,230.000,-13.500,17.000
PF,Frank Kaminsky,3600,Por@Cha 07:00PM ET,20.603,CHA,1,0,22.893,14.705,14.625,0.000,-1.748,30.000,21.600,217.500,-5.000,22.750
SG/SF,Terrence Ross,3600,Tor@Phi 07:00PM ET,18.163,TOR,0,0,24.286,12.652,18.500,0.000,-0.108,22.000,21.600,214.500,-5.000,16.000
SG,Buddy Hield,3600,Orl@NO 08:00PM ET,15.655,NO,1,0,20.750,8.137,15.312,0.000,-0.455,17.500,21.600,209.500,-5.000,20.000
SG,Courtney Lee,3500,NY@Bos 07:30PM ET,18.284,NY,0,0,18.071,12.676,12.438,0.000,-1650.387,10.500,21.000,221.000,9.500,32.000
SF,Andre Iguodala,3500,OKC@GS 10:30PM ET,17.688,GS,1,0,17.250,12.276,22.062,0.000,-1595.458,3.000,21.000,230.000,-13.500,23.000
SG,Nik Stauskas,3500,Tor@Phi 07:00PM ET,16.872,PHI,1,0,14.000,11.222,13.062,0.000,-1518.580,2.000,21.000,214.500,5.000,6.250
SF,Solomon Hill,3500,Orl@NO 08:00PM ET,15.644,NO,1,0,12.321,10.740,19.562,0.000,-0.455,18.000,21.000,209.500,-5.000,18.250
PG/SG,Ron Baker,3400,NY@Bos 07:30PM ET,9.162,NY,0,0,10.464,4.150,14.688,0.000,-1.832,14.750,20.400,221.000,9.500,0.250
PG,Shaun Livingston,3400,OKC@GS 10:30PM ET,11.250,GS,1,0,14.000,8.000,12.562,0.000,-2.250,25.000,20.400,230.000,-13.500,10.250
PF/C,Kris Humphries,3400,Atl@Det 08:00PM ET,10.539,ATL,0,0,16.643,5.083,17.438,0.000,-949.183,8.750,20.400,202.000,-2.000,17.000
PG,Ramon Sessions,3400,Por@Cha 07:00PM ET,13.146,CHA,1,0,12.000,9.641,9.000,0.000,-1183.140,11.000,20.400,217.500,-5.000,18.500
SG/SF,Vince Carter,3400,Mem@Was 07:00PM ET,17.500,MEM,0,0,17.286,12.762,14.312,0.000,-0.752,15.000,20.400,206.500,2.000,23.000
PG/SG,Matthew Dellavedova,3400,Mil@Hou 08:00PM ET,19.843,MIL,0,0,16.643,14.292,16.750,0.000,-3.969,19.250,20.400,226.500,6.500,9.500
SG,Monta Ellis,3400,Ind@Sac 10:30PM ET,19.625,IND,0,0,14.393,12.597,12.500,0.000,-0.116,24.000,20.400,214.500,2.000,14.000
PG,Cory Joseph,3400,Tor@Phi 07:00PM ET,18.800,TOR,0,0,22.750,13.174,26.812,0.000,-0.111,13.500,20.400,214.500,-5.000,14.000
C,Bismack Biyombo,3400,Orl@NO 08:00PM ET,19.976,ORL,0,1,16.107,13.274,13.250,0.000,-1997.981,20.500,20.400,209.500,5.000,12.750
SG,Justin Holiday,3300,NY@Bos 07:30PM ET,14.643,NY,0,0,17.929,8.543,14.312,0.000,-1320.799,10.500,19.800,221.000,9.500,21.250
PF,Domantas Sabonis,3300,OKC@GS 10:30PM ET,14.256,OKC,0,0,12.429,9.239,12.312,0.000,-1285.891,8.000,19.800,230.000,13.500,9.500
SF,Chandler Parsons,3300,Mem@Was 07:00PM ET,12.059,MEM,0,0,10.250,6.667,14.250,1.206,-0.518,16.000,19.800,206.500,2.000,10.000
SF,Tony Snell,3300,Mil@Hou 08:00PM ET,16.442,MIL,0,0,15.643,11.155,15.500,0.000,-3.288,22.500,19.800,226.500,6.500,22.000
SF,C.J. Miles,3300,Ind@Sac 10:30PM ET,18.529,IND,0,0,17.750,12.042,17.938,0.000,-1669.284,9.000,19.800,214.500,2.000,14.500
PF,Patrick Patterson,3300,Tor@Phi 07:00PM ET,19.197,TOR,0,1,15.786,13.219,10.125,1.920,-1921.028,6.000,19.800,214.500,-5.000,0.000
PG,D.J. Augustin,3300,Orl@NO 08:00PM ET,16.308,ORL,0,0,15.464,11.359,15.125,0.000,-0.474,27.000,19.800,209.500,5.000,14.500
C,Joffrey Lauvergne,3200,OKC@GS 10:30PM ET,12.176,OKC,0,0,7.929,6.513,11.875,0.000,-2.435,22.000,19.200,230.000,13.500,0.000
PG,Malcolm Delaney,3200,Atl@Det 08:00PM ET,13.213,ATL,0,0,14.714,7.221,22.062,0.000,-0.844,23.500,19.200,202.000,-2.000,9.750
SG,Reggie Bullock,3200,Atl@Det 08:00PM ET,9.333,DET,1,0,8.417,5.438,8.562,0.000,-0.596,23.000,19.200,202.000,2.000,30.500
SF,James Ennis III,3200,Mem@Was 07:00PM ET,17.259,MEM,0,0,16.964,11.233,15.000,0.000,-2.090,16.000,19.200,206.500,2.000,20.500
SF/PF,Sam Dekker,3200,Mil@Hou 08:00PM ET,15.318,HOU,1,0,13.929,10.344,15.875,0.000,-3.064,24.000,19.200,226.500,-6.500,12.250
C,John Henson,3200,Mil@Hou 08:00PM ET,18.132,MIL,0,0,11.821,11.537,18.250,0.000,-3.626,23.000,19.200,226.500,6.500,13.750
C,Al Jefferson,3100,Ind@Sac 10:30PM ET,15.675,IND,0,0,17.536,10.477,14.062,0.000,-0.093,13.500,18.600,214.500,2.000,25.250
SG/SF,Norman Powell,3100,Tor@Phi 07:00PM ET,11.068,TOR,0,0,6.214,5.115,10.062,0.000,-0.066,22.000,18.600,214.500,-5.000,13.250
SG,E'Twaun Moore,3100,Orl@NO 08:00PM ET,18.355,NO,1,0,15.000,13.395,18.375,0.000,-0.534,17.500,18.600,209.500,-5.000,15.750
SF/PF,Jeff Green,3100,Orl@NO 08:00PM ET,15.821,ORL,0,0,16.286,9.920,16.250,1.582,-0.460,19.000,18.600,209.500,5.000,19.500
PG,Demetrius Jackson,3000,NY@Bos 07:30PM ET,5.000,BOS,1,0,7.625,1.583,5.000,0.000,-1.000,15.000,18.000,221.000,-9.500,0.000
PG,Terry Rozier,3000,NY@Bos 07:30PM ET,13.806,BOS,1,0,12.893,8.300,11.688,0.000,-2.761,15.000,18.000,221.000,-9.500,11.750
SG/SF,Gerald Green,3000,NY@Bos 07:30PM ET,10.370,BOS,1,0,12.357,4.904,9.562,0.000,-2.849,19.000,18.000,221.000,-9.500,1.500
SG,Sasha Vujacic,3000,NY@Bos 07:30PM ET,5.728,NY,0,0,5.393,1.000,8.875,0.000,-516.666,10.500,18.000,221.000,9.500,0.000
SG,James Young,3000,NY@Bos 07:30PM ET,3.523,BOS,1,1,2.500,0.594,2.125,0.000,-352.969,26.500,18.000,221.000,-9.500,0.000
SF/PF,Lance Thomas,3000,NY@Bos 07:30PM ET,9.150,NY,0,1,7.786,5.375,7.562,0.000,-917.210,23.000,18.000,221.000,9.500,0.000
SF,Jaylen Brown,3000,NY@Bos 07:30PM ET,9.150,BOS,1,0,8.679,4.729,7.625,0.000,-825.330,11.500,18.000,221.000,-9.500,19.000
PF,Jonas Jerebko,3000,NY@Bos 07:30PM ET,11.220,BOS,1,0,9.357,6.263,10.562,0.000,-2.244,22.500,18.000,221.000,-9.500,7.250
PF,Jordan Mickey,3000,NY@Bos 07:30PM ET,5.675,BOS,1,0,5.150,1.812,6.312,0.000,-1.135,22.500,18.000,221.000,-9.500,8.000
PF,Maurice Ndour,3000,NY@Bos 07:30PM ET,5.176,NY,0,0,5.071,2.714,5.000,0.000,-1.035,26.000,18.000,221.000,9.500,0.000
C,Tyler Zeller,3000,NY@Bos 07:30PM ET,10.454,BOS,1,1,3.893,3.650,3.125,0.000,-1047.386,25.000,18.000,221.000,-9.500,0.000
C,Marshall Plumlee,3000,NY@Bos 07:30PM ET,5.000,NY,0,0,6.875,0.625,5.000,0.000,-1.000,18.000,18.000,221.000,9.500,21.250
PG,Semaj Christon,3000,OKC@GS 10:30PM ET,9.081,OKC,0,0,10.429,4.809,10.312,0.000,-819.562,11.000,18.000,230.000,13.500,0.000
PG,Cameron Payne,3000,OKC@GS 10:30PM ET,10.167,OKC,0,0,11.250,6.500,9.750,0.000,-917.063,11.000,18.000,230.000,13.500,18.250
SG/SF,Alex Abrines,3000,OKC@GS 10:30PM ET,9.340,OKC,0,0,10.179,4.368,8.250,0.000,-1.868,15.750,18.000,230.000,13.500,5.250
SG/SF,Patrick McCaw,3000,OKC@GS 10:30PM ET,6.161,GS,1,0,2.679,2.605,2.250,0.000,-555.722,6.750,18.000,230.000,-13.500,4.750
SG,Anthony Morrow,3000,OKC@GS 10:30PM ET,8.650,OKC,0,0,6.036,3.853,3.750,0.000,-780.230,12.500,18.000,230.000,13.500,3.500
SF,Kyle Singler,3000,OKC@GS 10:30PM ET,4.091,OKC,0,0,3.679,1.386,2.812,0.000,-0.818,19.000,18.000,230.000,13.500,8.000
PF,David West,3000,OKC@GS 10:30PM ET,12.323,GS,1,0,12.679,7.287,11.500,0.000,-2.465,15.000,18.000,230.000,-13.500,15.750
PF,Kevon Looney,3000,OKC@GS 10:30PM ET,8.048,GS,1,0,6.929,3.824,3.688,0.000,-1.610,15.000,18.000,230.000,-13.500,0.000
C,Nick Collison,3000,OKC@GS 10:30PM ET,3.818,OKC,0,0,5.850,0.333,4.312,0.000,-0.764,22.000,18.000,230.000,13.500,0.000
