Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,communityBonus,penalty,dvp,value,O/U,odds,Final
PG,Patrick Beverley,5500,Hou@Mia 07:30PM ET,27.664,HOU,0,0,30.786,21.179,25.625,0.000,-2.766,8.000,33.000,221.500,-8.000,28.750
PF,Trevor Booker,5400,Tor@Bkn 07:30PM ET,28.459,BKN,1,0,28.607,20.278,26.000,0.000,-2.846,21.000,32.400,227.500,11.500,23.000
SG/SF,Dion Waiters,5300,Hou@Mia 07:30PM ET,24.690,MIA,1,0,27.929,14.275,20.000,0.000,-2.469,24.000,31.800,221.500,8.000,29.250
SF/PF,DeMarre Carroll,5200,Tor@Bkn 07:30PM ET,20.000,TOR,0,0,15.357,13.382,31.812,0.000,-2.000,29.000,31.200,227.500,-11.500,19.750
PF/C,Montrezl Harrell,5200,Hou@Mia 07:30PM ET,18.596,HOU,0,0,25.143,9.603,26.375,0.000,-1.860,15.000,31.200,221.500,-8.000,14.250
PF/C,Gorgui Dieng,5200,Min@SA 08:30PM ET,26.848,MIN,0,0,30.536,19.368,19.500,0.000,-8.620,2.000,31.200,200.000,12.000,38.500
PF,Ryan Anderson,5100,Hou@Mia 07:30PM ET,24.378,HOU,0,0,30.036,17.846,23.375,0.000,-90.438,8.500,30.600,221.500,-8.000,0.000
PG,Jeremy Lin,5000,Tor@Bkn 07:30PM ET,30.146,BKN,1,1,33.250,25.472,29.125,0.000,-3017.313,10.000,30.000,227.500,11.500,0.000
SG/SF,Wesley Matthews,5000,Dal@Chi 08:00PM ET,26.173,DAL,0,0,27.786,19.413,23.438,0.000,-2.225,12.250,30.000,197.000,6.000,20.000
PF,Nikola Mirotic,5000,Dal@Chi 08:00PM ET,21.326,CHI,1,1,20.607,14.053,21.750,0.000,-2136.361,4.500,30.000,197.000,-6.000,17.250
SG/SF,Josh Richardson,5000,Hou@Mia 07:30PM ET,22.473,MIA,1,1,22.643,15.467,23.500,0.000,-2251.576,24.000,30.000,221.500,8.000,0.000
SG,Bojan Bogdanovic,4900,Tor@Bkn 07:30PM ET,21.694,BKN,1,0,24.714,15.609,22.938,0.000,-7.318,2.000,29.400,227.500,11.500,17.750
PG,Emmanuel Mudiay,4900,Den@LAL 10:30PM ET,24.678,DEN,0,0,13.821,14.382,25.125,0.000,-0.000,28.000,29.400,230.500,-1.000,29.000
SG,Gary Harris,4800,Den@LAL 10:30PM ET,22.292,DEN,0,1,17.750,11.750,19.062,0.000,-2231.169,18.000,28.800,230.500,-1.000,0.000
PG,Tony Parker,4700,Min@SA 08:30PM ET,21.427,SA,1,0,24.893,14.844,21.000,0.000,-3.665,22.000,28.200,200.000,-12.000,21.000
C,Clint Capela,4600,Hou@Mia 07:30PM ET,26.804,HOU,0,1,24.286,20.607,20.062,0.000,-2684.781,21.500,27.600,221.500,-8.000,9.750
PG,Michael Carter-Williams,4500,Dal@Chi 08:00PM ET,19.067,CHI,1,0,17.929,13.938,22.562,0.000,-5.434,1.000,27.000,197.000,-6.000,23.750
SF,Doug McDermott,4400,Dal@Chi 08:00PM ET,17.379,CHI,1,0,18.429,10.517,19.250,0.000,-1565.587,5.500,26.400,197.000,-6.000,18.000
PF/C,Kenneth Faried,4400,Den@LAL 10:30PM ET,23.814,DEN,0,0,18.429,14.353,23.875,0.000,-0.000,28.000,26.400,230.500,-1.000,33.250
SG,Sean Kilpatrick,4300,Tor@Bkn 07:30PM ET,24.838,BKN,1,0,20.536,15.976,19.188,0.000,-2240.388,2.000,25.800,227.500,11.500,12.750
SG,Lou Williams,4300,Den@LAL 10:30PM ET,27.267,LAL,1,0,20.036,18.393,21.062,0.000,0.000,28.000,25.800,230.500,1.000,42.500
C,Robin Lopez,4200,Dal@Chi 08:00PM ET,22.577,CHI,1,0,20.893,16.524,26.125,0.000,-1.919,15.000,25.200,197.000,-6.000,27.750
SF,Luol Deng,4200,Den@LAL 10:30PM ET,20.512,LAL,1,0,18.893,13.460,15.812,0.000,-0.000,15.000,25.200,230.500,1.000,0.000
C,Lucas Nogueira,4100,Tor@Bkn 07:30PM ET,17.432,TOR,0,0,16.071,11.097,20.375,0.000,-3.486,30.000,24.600,227.500,-11.500,6.000
PG/SG,Jordan Clarkson,4100,Den@LAL 10:30PM ET,23.011,LAL,1,0,17.143,16.228,22.000,0.000,-99.000,29.000,24.600,230.500,1.000,28.000
PG,Rajon Rondo,4000,Dal@Chi 08:00PM ET,27.470,CHI,1,0,27.036,18.611,20.562,0.000,-2477.926,1.000,24.000,197.000,-6.000,12.750
PG,Spencer Dinwiddie,3900,Tor@Bkn 07:30PM ET,13.868,BKN,1,0,15.250,6.031,19.312,0.000,-1250.894,10.000,23.400,227.500,11.500,10.750
SG,Seth Curry,3900,Dal@Chi 08:00PM ET,19.708,DAL,0,0,21.143,14.062,14.812,0.000,-1775.395,12.500,23.400,197.000,6.000,28.500
C,Willie Reed,3900,Hou@Mia 07:30PM ET,13.617,MIA,1,1,8.250,7.452,23.625,0.000,-1364.287,23.000,23.400,221.500,8.000,9.500
SF,Rondae Hollis-Jefferson,3800,Tor@Bkn 07:30PM ET,19.167,BKN,1,0,19.179,13.560,20.062,0.000,-3.833,15.000,22.800,227.500,11.500,32.000
SG,Nick Young,3700,Den@LAL 10:30PM ET,20.645,LAL,1,0,19.607,13.194,14.438,0.000,-0.000,28.000,22.200,230.500,1.000,33.500
SG/SF,Terrence Ross,3600,Tor@Bkn 07:30PM ET,17.859,TOR,0,0,21.964,12.143,14.375,0.000,-3.572,30.000,21.600,227.500,-11.500,30.000
SG/SF,Jonathon Simmons,3600,Min@SA 08:30PM ET,13.388,SA,1,0,16.607,8.125,16.875,0.000,-1208.549,5.250,21.600,200.000,-12.000,10.500
SF,Brandon Ingram,3600,Den@LAL 10:30PM ET,17.494,LAL,1,0,18.964,12.875,20.812,0.000,-0.000,15.000,21.600,230.500,1.000,34.250
PG,J.J. Barea,3500,Dal@Chi 08:00PM ET,24.783,DAL,0,0,19.750,18.722,16.125,0.000,-2232.576,9.000,21.000,197.000,6.000,22.750
PG,Jerian Grant,3500,Dal@Chi 08:00PM ET,11.273,CHI,1,0,13.821,4.941,19.250,0.000,-1015.528,1.000,21.000,197.000,-6.000,0.000
PF,David Lee,3500,Min@SA 08:30PM ET,15.897,SA,1,0,16.536,11.772,12.625,0.000,-1436.067,7.000,21.000,200.000,-12.000,16.000
PG,Cory Joseph,3400,Tor@Bkn 07:30PM ET,18.154,TOR,0,0,18.143,12.932,19.250,0.000,-3.631,29.000,20.400,227.500,-11.500,44.000
PF/C,Justin Hamilton,3400,Tor@Bkn 07:30PM ET,16.807,BKN,1,0,18.036,10.722,18.312,0.000,-3.361,14.500,20.400,227.500,11.500,16.750
PF/C,Dwight Powell,3400,Dal@Chi 08:00PM ET,17.869,DAL,0,0,19.321,12.261,12.500,0.000,-2.876,14.750,20.400,197.000,6.000,8.750
C,Andrew Bogut,3400,Dal@Chi 08:00PM ET,19.614,DAL,0,1,18.750,14.604,12.188,0.000,-1964.159,10.000,20.400,197.000,6.000,0.000
SG,Manu Ginobili,3400,Min@SA 08:30PM ET,17.728,SA,1,0,14.643,12.363,11.438,0.000,-1600.325,6.500,20.400,200.000,-12.000,17.000
SG,Brandon Rush,3400,Min@SA 08:30PM ET,7.938,MIN,0,0,4.679,3.229,15.062,0.000,-2.152,22.000,20.400,200.000,12.000,0.000
C,Dewayne Dedmon,3400,Min@SA 08:30PM ET,15.382,SA,1,0,20.321,8.926,24.000,0.000,-1388.550,12.500,20.400,200.000,-12.000,15.750
PG,Isaiah Whitehead,3300,Tor@Bkn 07:30PM ET,15.977,BKN,1,0,18.143,11.338,14.500,0.000,-1441.125,10.000,19.800,227.500,11.500,9.750
PF,Patrick Patterson,3300,Tor@Bkn 07:30PM ET,19.197,TOR,0,1,15.786,13.219,10.125,0.000,-1924.754,28.000,19.800,227.500,-11.500,0.000
SG,Danny Green,3300,Min@SA 08:30PM ET,17.570,SA,1,0,20.214,10.786,16.938,0.000,-1587.320,6.500,19.800,200.000,-12.000,21.500
C,Jusuf Nurkic,3300,Den@LAL 10:30PM ET,21.236,DEN,0,0,24.393,11.986,13.625,0.000,-2.424,29.000,19.800,230.500,-1.000,7.750
SG/SF,Denzel Valentine,3200,Dal@Chi 08:00PM ET,6.865,CHI,1,0,7.607,2.922,12.375,0.000,-618.434,5.000,19.200,197.000,-6.000,0.000
SF/PF,Sam Dekker,3200,Hou@Mia 07:30PM ET,15.203,HOU,0,0,14.571,10.344,14.000,0.000,-1371.311,9.250,19.200,221.500,-8.000,20.250
PF,Luke Babbitt,3200,Hou@Mia 07:30PM ET,8.977,MIA,1,0,6.500,3.344,11.938,0.000,-809.725,12.500,19.200,221.500,8.000,5.000
PG,Patty Mills,3200,Min@SA 08:30PM ET,19.417,SA,1,1,13.500,13.202,13.625,0.000,-1948.337,22.000,19.200,200.000,-12.000,21.250
SG/SF,Shabazz Muhammad,3200,Min@SA 08:30PM ET,12.223,MIN,0,0,10.607,6.938,13.562,0.000,-1104.225,12.000,19.200,200.000,12.000,20.000
SG/SF,Norman Powell,3100,Tor@Bkn 07:30PM ET,11.236,TOR,0,0,6.250,5.120,12.625,0.000,-2.247,30.000,18.600,227.500,-11.500,5.000
SG/SF,Caris LeVert,3100,Tor@Bkn 07:30PM ET,13.013,BKN,1,0,15.000,8.596,14.312,0.000,-1173.773,8.500,18.600,227.500,11.500,28.250
PG,Jameer Nelson,3100,Den@LAL 10:30PM ET,19.141,DEN,0,0,17.429,12.080,23.062,0.000,-0.000,28.000,18.600,230.500,-1.000,9.750
PG,Randy Foye,3000,Tor@Bkn 07:30PM ET,11.750,BKN,1,0,7.500,6.800,13.812,0.000,-1059.850,10.000,18.000,227.500,11.500,10.500
PG,Fred VanVleet,3000,Tor@Bkn 07:30PM ET,4.068,TOR,0,0,7.500,1.375,2.375,0.000,-0.814,29.000,18.000,227.500,-11.500,23.000
SF,Joe Harris,3000,Tor@Bkn 07:30PM ET,16.164,BKN,1,0,10.857,10.553,16.000,0.000,-3.233,15.000,18.000,227.500,11.500,2.000
PF/C,Luis Scola,3000,Tor@Bkn 07:30PM ET,12.342,BKN,1,0,10.321,6.446,11.438,0.000,-2.468,14.500,18.000,227.500,11.500,0.000
PF,Quincy Acy,3000,Tor@Bkn 07:30PM ET,6.083,BKN,1,0,7.562,3.167,8.562,0.000,-1.217,21.000,18.000,227.500,11.500,6.250
PF,Chris McCullough,3000,Tor@Bkn 07:30PM ET,5.045,BKN,1,0,1.750,2.000,2.438,0.000,-1.009,21.000,18.000,227.500,11.500,0.000
PF,Pascal Siakam,3000,Tor@Bkn 07:30PM ET,12.074,TOR,0,0,9.821,6.487,7.000,0.000,-2.415,28.000,18.000,227.500,-11.500,14.500
C,Jakob Poeltl,3000,Tor@Bkn 07:30PM ET,7.136,TOR,0,0,8.000,2.917,2.375,0.000,-1.832,30.000,18.000,227.500,-11.500,7.500
PG/SG,Devin Harris,3000,Dal@Chi 08:00PM ET,10.896,DAL,0,0,9.571,5.554,10.125,0.000,-981.566,10.750,18.000,197.000,6.000,20.000
PG,Isaiah Canaan,3000,Dal@Chi 08:00PM ET,10.768,CHI,1,0,7.179,5.703,3.312,0.000,-970.853,1.000,18.000,197.000,-6.000,0.000
PG,Pierre Jackson,3000,Dal@Chi 08:00PM ET,5.200,DAL,0,0,13.750,0.500,3.812,0.000,-468.442,9.000,18.000,197.000,6.000,0.000
SG,Nicolas Brussino,3000,Dal@Chi 08:00PM ET,4.750,DAL,0,0,5.607,1.062,3.562,0.000,-427.904,12.500,18.000,197.000,6.000,0.000
SF,Dorian Finney-Smith,3000,Dal@Chi 08:00PM ET,11.391,DAL,0,0,8.750,6.326,7.125,0.000,-1026.158,12.000,18.000,197.000,6.000,1.250
SF,Justin Anderson,3000,Dal@Chi 08:00PM ET,13.845,DAL,0,0,8.500,7.938,2.188,0.000,-1248.373,12.000,18.000,197.000,6.000,0.000
SF,Paul Zipser,3000,Dal@Chi 08:00PM ET,4.063,CHI,1,0,3.050,1.688,6.188,0.000,-366.015,5.500,18.000,197.000,-6.000,9.250
PF,Bobby Portis,3000,Dal@Chi 08:00PM ET,9.795,CHI,1,0,8.607,5.603,13.125,0.000,-882.383,4.500,18.000,197.000,-6.000,1.250
C,Salah Mejri,3000,Dal@Chi 08:00PM ET,10.993,DAL,0,0,12.321,4.447,10.688,0.000,-990.304,10.000,18.000,197.000,6.000,10.250
C,Cristiano Felicio,3000,Dal@Chi 08:00PM ET,12.397,CHI,1,0,16.786,6.917,12.938,0.000,-1.054,15.000,18.000,197.000,-6.000,12.750
PG,Tyler Ennis,3000,Hou@Mia 07:30PM ET,4.750,HOU,0,0,5.143,1.714,1.188,0.000,-428.666,8.000,18.000,221.500,-8.000,0.000
SG/SF,Corey Brewer,3000,Hou@Mia 07:30PM ET,9.541,HOU,0,0,8.964,5.944,13.688,0.000,10.000,9.000,18.000,221.500,-8.000,14.750
SG/SF,Rodney McGruder,3000,Hou@Mia 07:30PM ET,14.128,MIA,1,0,14.107,7.734,11.625,0.000,-2.826,24.000,18.000,221.500,8.000,7.500
SF,Wayne Ellington,3000,Hou@Mia 07:30PM ET,17.417,MIA,1,0,18.679,10.932,6.688,0.000,-3.483,23.000,18.000,221.500,8.000,29.000
PF,Josh McRoberts,3000,Hou@Mia 07:30PM ET,13.523,MIA,1,1,15.107,8.917,9.188,0.000,-1354.869,12.500,18.000,221.500,8.000,0.000
PF,Derrick Williams,3000,Hou@Mia 07:30PM ET,12.326,MIA,1,0,12.429,7.769,11.312,0.000,-1112.581,12.500,18.000,221.500,8.000,0.000
PF,Kyle Wiltjer,3000,Hou@Mia 07:30PM ET,2.306,HOU,0,0,1.042,0.375,1.000,0.000,-208.001,8.500,18.000,221.500,-8.000,0.000
PF,Justise Winslow,3000,Hou@Mia 07:30PM ET,25.833,MIA,1,1,25.464,20.250,23.875,0.000,-2588.208,12.500,18.000,221.500,8.000,0.000
C,Udonis Haslem,3000,Hou@Mia 07:30PM ET,5.679,MIA,1,0,4.208,1.321,10.750,0.000,-1.136,23.000,18.000,221.500,8.000,0.000
PG,Kris Dunn,3000,Min@SA 08:30PM ET,12.329,MIN,0,0,6.857,6.864,9.438,0.000,-1113.864,4.000,18.000,200.000,12.000,1.000
PG,Bryn Forbes,3000,Min@SA 08:30PM ET,1.589,SA,1,0,2.958,0.125,0.812,0.000,-0.431,22.000,18.000,200.000,-12.000,0.000
PG,Tyus Jones,3000,Min@SA 08:30PM ET,8.685,MIN,0,0,5.464,2.042,3.000,0.000,-784.004,4.000,18.000,200.000,12.000,0.000
PG,Dejounte Murray,3000,Min@SA 08:30PM ET,5.100,SA,1,1,6.500,1.682,7.688,0.000,-511.331,22.000,18.000,200.000,-12.000,0.000
SG,Kyle Anderson,3000,Min@SA 08:30PM ET,8.900,SA,1,0,7.393,4.170,6.688,0.000,-803.412,6.500,18.000,200.000,-12.000,1.500
SF/PF,Nemanja Bjelica,3000,Min@SA 08:30PM ET,13.301,MIN,0,0,9.571,6.812,15.938,0.000,-1200.695,2.000,18.000,200.000,12.000,18.500
SF/PF,Davis Bertans,3000,Min@SA 08:30PM ET,7.068,SA,1,0,10.643,2.357,14.375,0.000,-638.566,5.500,18.000,200.000,-12.000,0.000
PF,Jordan Hill,3000,Min@SA 08:30PM ET,5.350,MIN,0,0,9.375,0.625,5.000,0.000,-482.950,2.000,18.000,200.000,12.000,0.000
PF,Adreian Payne,3000,Min@SA 08:30PM ET,9.000,MIN,0,0,7.250,4.625,4.812,0.000,-812.440,2.000,18.000,200.000,12.000,0.000
C,Cole Aldrich,3000,Min@SA 08:30PM ET,9.257,MIN,0,0,10.786,5.159,4.812,0.000,-835.639,2.000,18.000,200.000,12.000,0.000
PG/SG,Jamal Murray,3000,Den@LAL 10:30PM ET,15.051,DEN,0,0,15.071,8.271,8.250,0.000,-1.526,23.000,18.000,230.500,-1.000,9.250
PG,Jose Calderon,3000,Den@LAL 10:30PM ET,9.132,LAL,1,0,11.786,3.225,2.188,0.000,-0.000,30.000,18.000,230.500,1.000,3.750
PG,Marcelo Huertas,3000,Den@LAL 10:30PM ET,8.806,LAL,1,0,6.464,4.562,5.750,0.000,-0.000,30.000,18.000,230.500,1.000,0.000
PG,Malik Beasley,3000,Den@LAL 10:30PM ET,4.545,DEN,0,0,3.200,0.821,5.188,0.000,-0.000,28.000,18.000,230.500,-1.000,0.000
SG,Mike Miller,3000,Den@LAL 10:30PM ET,4.000,DEN,0,0,1.125,1.312,5.438,0.000,-0.000,18.000,18.000,230.500,-1.000,0.000
SF,Metta World Peace,3000,Den@LAL 10:30PM ET,2.797,LAL,1,0,1.583,0.625,1.000,0.000,-0.000,15.000,18.000,230.500,1.000,0.000
SF,Alonzo Gee,3000,Den@LAL 10:30PM ET,3.654,DEN,0,0,2.125,0.531,0.375,0.000,-0.000,28.000,18.000,230.500,-1.000,0.000
PF,Darrell Arthur,3000,Den@LAL 10:30PM ET,11.176,DEN,0,1,11.786,5.611,16.125,0.000,-1117.488,27.000,18.000,230.500,-1.000,0.000
PF,Thomas Robinson,3000,Den@LAL 10:30PM ET,12.387,LAL,1,0,17.179,5.150,11.625,0.000,-1114.830,11.000,18.000,230.500,1.000,0.000
C,Tarik Black,3000,Den@LAL 10:30PM ET,14.341,LAL,1,0,15.321,9.838,10.812,0.000,-0.000,14.000,18.000,230.500,1.000,25.500
C,Timofey Mozgov,3000,Den@LAL 10:30PM ET,16.108,LAL,1,0,15.071,10.760,12.125,0.000,-90.000,14.000,18.000,230.500,1.000,4.750
C,Ivica Zubac,3000,Den@LAL 10:30PM ET,6.550,LAL,1,0,7.625,1.292,11.688,0.000,-0.000,14.000,18.000,230.500,1.000,37.750
